koi_depth,koi_duration,koi_insol,koi_model_snr,koi_period,koi_prad,koi_slogg,koi_srad,koi_steff,koi_teq,kepid,Target
-0.2843701106484216,-0.20596003218418618,-0.04252078026868365,-0.31920696821564876,-0.29741130863175047,-0.08143636067909399,0.630534458566995,-0.14138917287342725,-0.17034690781668874,-0.4405404692035654,8218379,0.5
-0.28518936727624583,-0.18632748774055596,-0.009567601964702277,-0.30319325966158023,-0.39826873772899907,-0.07929450220493828,-1.3968985666753762,0.16598121188030546,0.23139654595119613,1.3266726127860298,5108214,0.5
-0.27450707882795466,-0.3041227544023369,-0.042931699374424745,-0.27917269683047746,-0.06292687699296995,-0.07662595722074429,0.6070204157484614,-0.14792896829371943,-1.071726998707291,-0.802515350664492,4242147,0.5
-0.2851906453677089,-0.5697596166135415,0.2043601742079298,-0.30293497403974046,-0.4080718289725813,-0.0795754016769587,-0.9396810674261307,0.14059141789564172,4.131867799621673,3.0822507878715237,4945877,0.5
-0.28225486927705024,-0.7268199721625828,-0.04031214564498435,-0.3177863972955298,-0.3943124180086679,-0.07820601675085916,0.6383724728398371,-0.14158151979755348,-0.46529779792475606,0.062346062540364774,2832589,0.5
-0.28225486927705024,-0.7268199721625828,-0.04031214564498435,-0.3177863972955298,-0.3943124180086679,-0.07820601675085916,0.6383724728398371,-0.14158151979755348,-0.46529779792475606,0.062346062540364774,2832589,0.5
-0.2784052577903007,-0.4248714386195509,-0.04196634325673619,-0.2817555530488756,-0.3205983679729697,-0.07434364901057838,0.3405279304717573,-0.11061366501322874,0.19834170481839547,-0.2427470518338448,10844890,0.5
-0.28221524844169527,-0.7086385288300034,-0.041000023931623435,-0.29144126386786867,-0.3441406436562856,-0.07820601675085916,0.2595351163190345,-0.09580295185550819,0.6166125791526806,-0.03848979729517906,12253474,0.5
-0.28245936391114057,-0.6019399177233178,0.028893344576633954,-0.22196243159295848,-0.4074790597604821,0.01895008813420353,-0.8038221533634975,0.10058325767738362,1.533248750566114,1.8954902836532002,10028352,0.5
-0.28245936391114057,-0.6019399177233178,0.028893344576633954,-0.22196243159295848,-0.4074790597604821,0.01895008813420353,-0.8038221533634975,0.10058325767738362,1.533248750566114,1.8954902836532002,10028352,0.5
-0.28347544662427665,-0.3557990257335269,-0.0426000596489835,-0.28395098083451403,-0.011664993370088401,-0.07592370854069325,-0.5556183680567647,-0.01924887605326438,0.3585305503081217,-0.48190902708481415,5513648,0.5
-0.2801038413447131,-0.44513563884093266,-0.04233947499429698,-0.2884709792167108,-0.26272749847546695,-0.07508101012463197,0.4241334160487623,-0.11369121579924858,0.578472377845603,-0.36297442317622397,10917681,0.5
-0.28492863661778073,-0.55275612594758,-0.038393955106121896,-0.29918983252306314,-0.396882823522334,-0.08192793475512972,0.46332348741298485,-0.12484733739857055,-0.03812754328548612,0.27048161938039755,7887791,0.5
-0.28026232468613305,-0.4388190810634169,-0.042168542722940204,-0.2795601252632372,-0.20116605336041574,-0.07392229980254776,-0.5216536395411067,-0.033482548438606166,0.3025915883910745,-0.3022143537881399,11253711,0.5
-0.28026232468613305,-0.4388190810634169,-0.042168542722940204,-0.2795601252632372,-0.20116605336041574,-0.07392229980254776,-0.5216536395411067,-0.033482548438606166,0.3025915883910745,-0.3022143537881399,11253711,0.5
-0.2610922308316321,-0.5675744290580765,-0.042514408281108154,-0.27478184125920063,-0.24397537801751107,0.01863407622818056,0.34314060189603957,-0.126001418943328,0.270808087301843,-0.43795493433598737,5942093,0.5
-0.2826382967159695,-0.4973752788387659,-0.042692083004434354,-0.31869039697196916,-0.3359531375736855,-0.08108523633906846,0.8918016009951345,-0.18332080233294773,-1.0679129785765833,-0.5387907941715312,4736569,0.5
