kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,Target
11446443,CONFIRMED,-0.3938482107365947,-0.595676282456911,-0.10367226150893209,5.227735046416214,-0.03824806685595444,0.35580427001047316,-0.03735717345328469,0.2580946868661505,0.285661830561848,-0.10580499191007271,1.0
10666592,CONFIRMED,-0.3971920982230853,-0.22940982613876906,-0.20024740864099444,7.347743430477413,-0.02750366205117338,1.2723763805668908,-0.012258507136412536,1.046325513879089,-0.8586882532734068,0.08423376912665316,1.0
10748390,CONFIRMED,-0.36344775788612044,-0.48994051961685203,-0.23039630816321752,0.7826394945530012,-0.06711048760605257,-0.3409973768018106,-0.04228279394202653,-1.0666416385330142,0.6357598014155572,-0.1444667236594471,1.0
3861595,CONFIRMED,-0.3765078759946762,-0.44394061439653776,-0.26895888378679267,-0.15958645391864323,-0.038599191195979966,1.2542776364938446,-0.012952238760475623,0.797142865339515,-1.8044753088632757,0.28427457021794356,1.0
3248033,FALSE POSITIVE,-0.40814186619452214,-0.5341991035039053,-0.28401224503876366,-0.27542755531380014,-0.07792511727883875,1.4288012400553627,-0.004414812709605912,0.7132344224639441,-0.6313858393609252,0.012680713351691617,0.0
11853905,CONFIRMED,-0.3845029677082949,-0.2134118631838771,-0.2762542298579635,0.1170374470717984,-0.0695332455522287,0.5833313383573413,-0.033778635593731246,0.22631118577691908,-0.6444491964823319,0.005948571007273163,1.0
5903312,FALSE POSITIVE,-0.410329582216901,-0.6639446146096349,-0.28338086785600985,-0.26845384352412516,-0.07911894003492552,0.8884244527315508,-0.026481598426599667,0.28606416782467414,0.2229577163790942,-0.10176570650342166,0.0
11553706,FALSE POSITIVE,-0.3781373550091231,-0.2903458297362417,-0.24774767786577803,0.1519060060201734,0.22218085614097724,1.0461420796538117,-0.021421647548620786,0.8479964670822852,-1.3968985666753762,0.16040315108064448,0.0
6922244,CONFIRMED,-0.38061888829629387,-0.34724094353388185,-0.16866576858867632,1.9180630881608272,-0.03280563958555881,0.5910879429600754,-0.03362874569994938,0.7729874045116991,-0.4667875396311974,-0.012132039860593443,1.0
11913073,FALSE POSITIVE,-0.3777848405483429,-0.028720835302648576,-0.27768313611366935,-0.15248359931804834,-0.03610620838179874,-0.04236809959654613,-0.041022548166774045,-0.13093536646604179,0.5782810300813657,-0.13234886743949395,0.0
5812701,CONFIRMED,-0.200359441707728,0.3722388878140544,-0.16969463221644307,0.8516017555842318,-0.03782671764792381,-0.19750019165122895,-0.041791039505531105,1.533248750566114,-0.10362621165608145,-0.02828918148719768,1.0
9941662,CONFIRMED,-0.40274031621870887,-0.35230443282256074,-0.22688411282271687,4.914692872746358,-0.008823847161815461,3.2257479730221057,0.23824469999823744,4.4369894100782945,-1.2558143097641807,0.29177610025886697,1.0
7684873,FALSE POSITIVE,-0.3878520656901054,-0.5362818603927078,-0.28001948730815085,-0.250502992806258,1.3330680431137323,1.7326015869957831,0.015562776104289815,3.144036585768361,-0.9031036674861916,0.13847560173025306,0.0
3964562,FALSE POSITIVE,-0.3870333187064721,-0.356806260622374,-0.2710051082191586,-0.0037110811383149816,0.14507395107137203,1.6899402616807455,0.01236055597608491,3.793691348032251,-0.5503930252082024,0.09942917613262622,0.0
9110357,FALSE POSITIVE,-0.41366085588901186,-0.4304539099526527,-0.27872478065606676,-0.16036131078416266,-0.051485454474916724,4.122928572071688,0.5310748719034626,3.0804695835898985,-1.6738417376492059,0.3483260959519818,0.0
10874614,CONFIRMED,-0.38423847363641,-0.27973571984779283,-0.1506063362155782,3.548232790402818,-0.03817784198794933,0.37778131638488655,-0.037089253603598465,0.02925347902368444,-0.2917385542043428,-0.04290754772079199,1.0
8191672,CONFIRMED,-0.38029230694593374,-0.1132534501435868,-0.19287537708203975,2.880177029514137,-0.03164692926347457,0.7449272675809693,-0.030341911504172113,0.8556245073437008,-0.7149913249379303,0.04461030275664757,1.0
7255336,FALSE POSITIVE,-0.4097881730229937,-0.5655428875026053,-0.24967887406646816,-0.007068794222232566,0.08889405666728806,1.3706267055348567,-0.007366598907517829,0.7640880242067143,-0.39102006832703456,-0.03175142612147002,0.0
11804465,CONFIRMED,-0.3691052964867438,-0.09121549221116758,-0.07610766292502501,4.235014258874886,-0.02065673742067565,0.3545115025766841,-0.03738540284010174,0.4271829126608615,-0.45111151108550834,-0.019056529129138116,1.0
10125352,FALSE POSITIVE,-0.37098486375679934,-0.501318859505269,-0.24137639192240265,0.046267186687689206,0.18461055175824612,0.8509341971516692,-0.027576098432010313,0.9675024311777952,-1.227074924097085,0.09385111533296517,0.0
9631995,CONFIRMED,-0.3256715786292818,-0.1616758406304673,-0.1533427300379988,2.193912132285749,-0.03968767665005909,-0.0462464018979132,-0.04104640607374278,0.4513383734886774,-0.0905628545346747,-0.05329428162360896,1.0
9071386,FALSE POSITIVE,-0.36589390974749325,-0.010233807147859762,-0.09994023443678443,1.9486699343488452,-0.021358986100726694,0.4204426416999243,-0.036466058400138605,0.9509750106113949,-0.3335412969928453,-0.008477448302194887,0.0
4743513,FALSE POSITIVE,-0.39868445422335214,-0.5066452541717148,-0.2388061499901804,-0.198975011249215,-0.047868873772653815,1.009944591507719,-0.02264262409811727,0.653481440416189,-0.7228293392107747,-0.018671835280885635,0.0
10593759,FALSE POSITIVE,-0.3855224962263347,-0.27293261640363053,-0.15814068539034207,-0.043874495334406176,0.08706821009915533,0.4915448505583206,-0.03537630033897019,0.802228225513792,-0.05137278317045214,-0.06406570937467845,0.0
5021737,FALSE POSITIVE,-0.23577260400580893,-0.02247256463624107,-0.21861358296522798,-0.09643561937880851,-0.04063571236812801,-0.13156905252798876,-0.04149792807705801,1.1238772565368138,-0.3544426683870966,-0.014055509101855853,0.0
3832716,FALSE POSITIVE,-0.41055942709545035,-0.15247244523084902,3.6700090895114634,2.298776094752714,0.22713170933533716,1.448192751562198,-0.003294232010862978,0.6878076215925589,-0.5112029538439798,-0.02809683456307142,0.0
4247791,FALSE POSITIVE,-0.3733448335011313,0.4986963745199206,1.2931551765654714,3.0515495396048538,0.2055024499897648,0.45146906011086085,-0.03603720881773157,0.3890427113537838,-0.6000337822695472,-0.0007835713371452493,0.0
6956014,FALSE POSITIVE,-0.4132796246874525,-0.5574679366140513,-0.2804335889421837,-0.3043555449598594,0.09363423525763265,7.2048861342247195,3.366771384127761,-1.936238228334385,-7.1081983001545295,4.418964051235615,0.0
5725087,FALSE POSITIVE,-0.42031498182417437,-0.6826894266088575,-0.2820375937283293,-0.3093921145857358,0.09623255537382154,11.530485967682793,17.26093548916596,-1.4861838529108686,-6.933149314727674,5.767700683208815,0.0
6521045,CONFIRMED,-0.26373780760060145,0.19686563624355055,-0.2827379878500885,-0.19316358475781917,-0.07609927071070602,-0.1613027035051363,-0.041638111803719055,0.2174118054719343,-0.5895830965724227,-0.007708060605689923,1.0
6521045,CONFIRMED,-0.26373780760060145,0.19686563624355055,-0.2827379878500885,-0.19316358475781917,-0.07609927071070602,-0.1613027035051363,-0.041638111803719055,0.2174118054719343,-0.5895830965724227,-0.007708060605689923,1.0
6521045,CONFIRMED,-0.26373780760060145,0.19686563624355055,-0.2827379878500885,-0.19316358475781917,-0.07609927071070602,-0.1613027035051363,-0.041638111803719055,0.2174118054719343,-0.5895830965724227,-0.007708060605689923,1.0
6521045,CONFIRMED,-0.3383034168871291,-0.1305198461873151,-0.2846781306910201,-0.2816264102379557,-0.07947006437495104,0.11793506219329279,-0.03987996188303199,0.2174118054719343,-0.5895830965724227,-0.007708060605689923,1.0
6521045,CONFIRMED,-0.3383034168871291,-0.1305198461873151,-0.2846781306910201,-0.2816264102379557,-0.07947006437495104,0.11793506219329279,-0.03987996188303199,0.2174118054719343,-0.5895830965724227,-0.007708060605689923,1.0
