kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,Target
9653622,CONFIRMED,19.0054098,1.843,542.4,20.2,28.47,758.0,78.19,6347.0,4.423,1.036,1.0
2305543,FALSE POSITIVE,0.681137796,2.7287,105189.0,432.5,45.75,2025.0,3995.23,5872.0,4.474,0.864,0.0
10253547,CONFIRMED,25.7457957,7.073,140.3,19.3,1.73,753.0,75.97,6103.0,4.202,1.383,1.0
10460984,CONFIRMED,5.03505665,1.804,151.5,16.6,1.63,1141.0,401.23,5888.0,4.342,1.097,1.0
4355503,FALSE POSITIVE,0.570828503,0.915,174.4,13.9,0.54,986.0,222.55,3585.0,4.868,0.388,0.0
9958962,CONFIRMED,9.99760285,3.4423,638.7,39.0,2.82,860.0,129.18,6004.0,4.484,0.977,1.0
8845221,FALSE POSITIVE,5.40346248,7.6494,261346.0,2851.3,108.46,1559.0,1398.38,6350.0,3.921,1.984,0.0
9958962,CONFIRMED,90.4117992,7.106,1265.0,35.4,3.96,413.0,6.86,6004.0,4.484,0.977,1.0
11607176,FALSE POSITIVE,3.28274272,8.9,292.8,68.2,1.85,1136.0,392.7,5741.0,4.533,0.82,0.0
10874226,FALSE POSITIVE,11.973605044,4.3117,3822.9,172.9,38.2,820.0,106.83,6146.0,4.497,0.943,0.0
9875711,CONFIRMED,8.360870704,2.7144,2039.7,120.9,3.67,690.0,53.68,4743.0,4.516,0.81,1.0
8804283,CONFIRMED,22.79020351,5.0394,617.9,47.7,2.57,634.0,38.27,5478.0,4.354,1.053,1.0
7122259,FALSE POSITIVE,20.882125422,8.03365,233450.0,3506.5,66.27,737.0,69.67,6335.0,4.427,1.072,0.0
6516874,FALSE POSITIVE,0.916326699,3.1427,96384.0,251.6,50.7,1917.0,3196.67,6046.0,4.486,0.972,0.0
5370302,FALSE POSITIVE,3.9043425,3.831,16228.4,323.4,12.28,1104.0,351.05,5810.0,4.526,0.898,0.0
11966668,FALSE POSITIVE,313.19875,8.603,721.0,9.6,1.95,216.0,0.51,5254.0,4.618,0.73,0.0
7434875,CONFIRMED,3.336123113,1.9616,516.3,41.6,1.74,970.0,209.79,5097.0,4.597,0.779,1.0
6343576,FALSE POSITIVE,6.39903778,3.15,186.6,24.1,6.54,1780.0,2376.4,5178.0,3.286,4.856,0.0
9762519,FALSE POSITIVE,7.51514595,3.54486,117463.0,1676.8,35.8,842.0,118.99,5624.0,4.516,0.777,0.0
8344004,CONFIRMED,2.06190864,1.9743,214.0,27.9,1.63,1463.0,1082.28,5622.0,4.346,1.089,1.0
11906217,FALSE POSITIVE,37.910213899,3.11152,103474.0,1065.9,29.45,358.0,3.89,4623.0,4.686,0.56,0.0
11357185,FALSE POSITIVE,185.243906,3.276,383.9,7.9,2.38,354.0,3.7,6218.0,4.417,1.131,0.0
10753394,FALSE POSITIVE,288.678554,9.197,242.5,10.8,0.96,172.0,0.21,4326.0,4.667,0.575,0.0
8884274,CONFIRMED,10.65275054,2.684,740.7,17.5,2.2,737.0,69.81,5602.0,4.571,0.817,1.0
10528068,CONFIRMED,158.6850022,11.5372,898.3,97.4,3.08,350.0,3.53,5751.0,4.34,1.034,1.0
8611832,CONFIRMED,22.5968256,6.179,142.9,22.2,1.3,670.0,47.7,5610.0,4.301,1.104,1.0
10227020,CONFIRMED,19.7243672,7.202,577.9,26.0,3.57,751.0,75.23,5814.0,4.269,1.248,1.0
3345675,FALSE POSITIVE,120.00336404,3.3803,39596.0,131.1,15.08,240.0,0.78,4315.0,4.627,0.668,0.0
5301750,CONFIRMED,8.72585478,4.473,446.7,37.7,2.86,985.0,222.19,6036.0,4.326,1.131,1.0
10577994,CONFIRMED,15.31296388,3.0935,864.9,45.3,2.34,581.0,26.98,5081.0,4.596,0.77,1.0
2010607,FALSE POSITIVE,18.622214,4.42,5832.0,20.1,20.83,1101.0,347.32,6235.0,3.801,2.471,0.0
9837661,CONFIRMED,11.12827427,2.6118,6057.0,65.6,4.04,408.0,6.52,3640.0,4.744,0.503,1.0
7919653,FALSE POSITIVE,2.105238039,5.23595,94675.0,1071.9,75.1,1966.0,3523.25,5947.0,3.943,1.885,0.0
11125613,CONFIRMED,5.72716067,2.23,310.9,16.0,1.4,794.0,93.96,4838.0,4.524,0.796,1.0
5211199,CONFIRMED,4.5620407,2.8521,81.6,22.8,2.82,1533.0,1306.97,5343.0,3.764,2.506,1.0
6021193,CONFIRMED,11.93205399,6.205,178.5,32.3,1.83,905.0,158.22,5711.0,4.221,1.391,1.0
3650049,FALSE POSITIVE,397.73699,11.76,1131.5,15.3,3.05,211.0,0.47,5313.0,4.521,0.768,0.0
11773022,CONFIRMED,85.3162004,2.7441,1902.6,32.6,6.34,423.0,7.57,6046.0,4.486,0.972,1.0
4079530,FALSE POSITIVE,17.72722648,4.1376,147144.0,922.1,35.18,692.0,54.32,6021.0,4.52,0.895,0.0
8394721,CONFIRMED,81.0637895,3.001,476.0,19.4,3.01,511.0,16.12,6198.0,4.237,1.324,1.0
10055126,CONFIRMED,9.17617167,4.2642,206.9,34.3,1.66,960.0,200.99,5903.0,4.3,1.156,1.0
9574614,FALSE POSITIVE,0.982090079,1.44892,5396.7,304.1,29.95,1568.0,1426.18,5472.0,4.573,0.742,0.0
5809890,CONFIRMED,2.853133997,1.465,277.1,39.7,1.36,1016.0,251.77,5041.0,4.576,0.766,1.0
3443582,FALSE POSITIVE,1.085965104,10.716,10578.7,675.9,29.66,6297.0,371873.86,15896.0,4.152,2.404,0.0
11337372,CONFIRMED,6.53194024,3.3351,771.9,39.6,3.09,907.0,159.66,5301.0,4.391,0.977,1.0
2837111,CONFIRMED,8.7348852,4.49,270.7,24.8,1.59,890.0,148.62,5982.0,4.493,0.96,1.0
10454313,CONFIRMED,4.221626193,3.0619,658.0,83.7,2.87,1176.0,453.2,6123.0,4.472,0.987,1.0
9529294,FALSE POSITIVE,2.51690133,2.521,59.6,10.0,0.97,1430.0,986.6,5403.0,4.201,1.284,0.0
6962977,CONFIRMED,20.8341497,4.522,803.1,26.2,2.26,563.0,23.82,5296.0,4.538,0.808,1.0
12120484,CONFIRMED,17.2922631,7.042,203.1,23.7,2.13,809.0,101.22,5936.0,4.261,1.299,1.0
4833421,CONFIRMED,37.9962369,6.7751,403.7,37.8,2.39,618.0,34.55,6038.0,4.284,1.191,1.0
8561192,FALSE POSITIVE,2.742590902,10.4143,680398.0,682.9,176.4,1960.0,3487.05,7072.0,4.129,1.705,0.0
9474485,FALSE POSITIVE,0.512581525,2.54719,384482.0,1583.7,42.41,1541.0,1339.86,4612.0,4.648,0.604,0.0
6205897,CONFIRMED,4.417692516,2.323,279.2,35.1,1.57,790.0,92.16,4766.0,4.645,0.664,1.0
5511081,CONFIRMED,13.72710334,7.3419,199.2,62.5,2.38,1005.0,241.58,5951.0,4.017,1.693,1.0
8940918,FALSE POSITIVE,1.405887031,1.184,216.0,13.8,0.95,1086.0,329.99,4440.0,4.618,0.653,0.0
10460984,CONFIRMED,28.9869016,3.6233,471.6,31.5,2.7,637.0,38.82,5888.0,4.342,1.097,1.0
5688683,CONFIRMED,2.790643481,0.6871,202.0,20.2,0.99,816.0,104.74,4353.0,4.681,0.603,1.0
10748393,FALSE POSITIVE,4.887806806,2.4078,4676.0,116.1,5.71,918.0,167.54,5284.0,4.523,0.812,0.0
9899315,FALSE POSITIVE,1.33256979,3.293,104.2,18.4,0.97,1692.0,1943.76,6089.0,4.495,0.95,0.0
7673192,CONFIRMED,8.92114318,3.933,110.8,15.3,1.27,1006.0,241.79,6052.0,4.285,1.202,1.0
9541094,FALSE POSITIVE,0.536654028,2.783,41.0,21.8,0.67,2299.0,6574.04,5887.0,4.421,1.001,0.0
4586482,FALSE POSITIVE,623.005238,23.5615,140332.0,2386.6,66.64,229.0,0.64,5689.0,4.299,1.207,0.0
11074835,CONFIRMED,6.03355539,10.049,89.5,26.1,3.34,1598.0,1540.84,4924.0,3.356,3.588,1.0
5695396,CONFIRMED,25.5172744,4.735,66.8,13.5,0.83,615.0,33.91,5680.0,4.414,1.016,1.0
2854914,CONFIRMED,83.4463485,6.536,503.0,36.1,2.73,471.0,11.59,5952.0,4.287,1.225,1.0
4150804,CONFIRMED,160.88451966,10.8771,7590.4,526.1,9.09,346.0,3.39,5650.0,4.313,1.044,1.0
12314973,CONFIRMED,28.45489091,8.1593,1418.6,244.7,6.08,769.0,82.7,6206.0,4.159,1.573,1.0
6678383,CONFIRMED,23.66834635,5.8297,449.4,112.8,2.32,668.0,47.11,5979.0,4.394,1.005,1.0
8263746,FALSE POSITIVE,10.9938268,5.0746,419208.0,469.5,52.69,627.0,36.46,4856.0,4.554,0.743,0.0
9899449,FALSE POSITIVE,1.332565736,6.0828,2319.8,301.7,33.69,1674.0,1849.94,6014.0,4.494,0.958,0.0
10426656,CONFIRMED,10.93725572,3.0822,421.6,24.6,2.41,777.0,86.28,5334.0,4.372,1.004,1.0
10337258,CONFIRMED,13.28536452,6.283,377.6,26.8,4.03,1157.0,423.65,6534.0,3.973,1.9,1.0
10397751,CONFIRMED,2.005414293,1.934,59.5,13.9,0.65,1216.0,516.85,5374.0,4.555,0.721,1.0
11775507,FALSE POSITIVE,276.32360146,9.8964,81.3,4.6,1.21,352.0,3.63,6528.0,4.257,1.26,0.0
11701407,CONFIRMED,18.8262877,2.344,795.8,19.9,2.34,591.0,28.85,5215.0,4.481,0.845,1.0
4263293,CONFIRMED,8.45746636,2.2906,1320.3,21.8,1.87,540.0,20.08,4347.0,4.73,0.524,1.0
6026924,CONFIRMED,56.644452,16.551,104.6,21.8,2.44,733.0,68.37,6237.0,3.862,2.295,1.0
10187017,CONFIRMED,16.145671932,3.7236,941.1,242.7,2.48,546.0,20.98,4900.0,4.602,0.741,1.0
5036705,CONFIRMED,4.14789051,3.829,137.6,16.4,1.93,1389.0,878.32,6150.0,4.223,1.417,1.0
11968463,CONFIRMED,10.04378351,5.548,437.9,28.8,2.94,951.0,193.39,6325.0,4.409,1.112,1.0
3353454,FALSE POSITIVE,1.6911935,9.479,2801.0,26.7,6.36,1528.0,1292.5,5780.0,4.438,1.0,0.0
3447722,CONFIRMED,16.08832318,5.731,597.8,31.3,3.42,875.0,138.64,6157.0,4.224,1.33,1.0
10271806,CONFIRMED,11.34934848,3.1101,1249.8,41.7,2.39,610.0,32.75,5016.0,4.641,0.679,1.0
8478994,CONFIRMED,21.30181863,3.8763,87.3,32.4,0.72,564.0,23.89,5437.0,4.571,0.781,1.0
5535890,FALSE POSITIVE,3.255189932,2.7117,119.2,38.3,1.39,1390.0,880.52,5807.0,4.23,1.256,0.0
5791986,CONFIRMED,15.22895514,2.5967,1124.8,63.8,3.0,639.0,39.4,5456.0,4.562,0.812,1.0
5308663,FALSE POSITIVE,0.784512952,2.4623,586.0,44.4,25.48,1952.0,3432.93,5997.0,4.522,0.904,0.0
7135852,CONFIRMED,4.220965778,3.0854,2260.0,157.8,2.62,595.0,29.68,3837.0,4.747,0.517,1.0
4913852,CONFIRMED,8.11437482,2.2736,1558.0,56.4,2.1,460.0,10.55,3692.0,4.753,0.517,1.0
10028792,CONFIRMED,114.73658,12.0355,4850.0,230.6,12.28,476.0,12.13,5597.0,3.963,1.699,1.0
7119481,CONFIRMED,25.85499978,3.8737,610.5,31.7,2.4,637.0,38.81,6122.0,4.487,0.964,1.0
1995712,FALSE POSITIVE,462.12069,10.42,633.7,9.9,2.46,249.0,0.91,6079.0,4.411,0.974,0.0
7458309,FALSE POSITIVE,0.660629055,5.894,231.6,103.3,17.38,2032.0,4040.43,6024.0,4.55,0.849,0.0
3858704,FALSE POSITIVE,3.00363219,3.732,101.2,38.5,1.43,1571.0,1441.44,6309.0,4.217,1.32,0.0
1849702,CONFIRMED,39.8312536,2.442,388.8,15.8,1.46,420.0,7.33,5026.0,4.58,0.759,1.0
5617259,FALSE POSITIVE,1.048130894,5.6707,191.8,5.2,4.52,3871.0,52952.95,7673.0,3.679,3.214,0.0
6690082,CONFIRMED,2.1395563,2.0678,266.1,48.9,1.76,1425.0,974.3,5534.0,4.338,1.08,1.0
8007675,FALSE POSITIVE,2.352446342,1.6802,32.5,7.2,1.24,2173.0,5269.29,6749.0,3.941,2.003,0.0
7045496,CONFIRMED,13.47472742,2.5995,729.6,25.3,1.96,634.0,38.21,5395.0,4.615,0.734,1.0
5023956,FALSE POSITIVE,1.824649,4.2285,3218.5,184.3,5.31,1508.0,1222.28,6190.0,4.487,0.793,0.0
10730034,CONFIRMED,2.633852528,2.0206,259.8,23.3,1.38,1131.0,387.43,5114.0,4.463,0.878,1.0
7287995,CONFIRMED,20.83762895,2.3734,439.0,14.9,1.42,418.0,7.24,4261.0,4.641,0.633,1.0
11651105,FALSE POSITIVE,13.8602646,74.26,481.1,72.3,19.71,690.0,53.56,5667.0,4.535,0.796,0.0
9451127,FALSE POSITIVE,5.117401517,4.3056,62929.0,456.6,28.41,1130.0,385.51,6161.0,4.454,1.053,0.0
6462863,CONFIRMED,3.743166733,3.6888,126.3,47.2,1.5,1423.0,971.76,6181.0,4.234,1.331,1.0
12071006,FALSE POSITIVE,6.096030635,18.4531,901661.0,4885.3,406.97,1925.0,3246.2,7598.0,3.867,2.692,0.0
10386922,CONFIRMED,26.62941953,7.8709,492.8,106.9,3.13,742.0,71.75,5866.0,4.117,1.417,1.0
10005758,CONFIRMED,284.063137,8.297,1628.1,53.5,6.36,321.0,2.51,5791.0,4.185,1.336,1.0
8588377,FALSE POSITIVE,0.99466172,1.576,1370.5,21.5,31.84,1898.0,3078.85,5750.0,4.332,1.021,0.0
7115785,CONFIRMED,16.08786246,3.095,612.5,63.7,2.56,668.0,47.17,5506.0,4.473,0.914,1.0
4914423,CONFIRMED,179.609803,13.755,1273.0,184.6,5.47,389.0,5.41,5880.0,4.154,1.433,1.0
6781548,FALSE POSITIVE,9.12209336,4.347,906.8,22.2,28.17,863.0,131.35,5899.0,4.499,0.96,0.0
4939346,CONFIRMED,71.3116598,8.813,2138.0,43.4,4.94,475.0,12.01,6194.0,4.445,1.069,1.0
3448323,FALSE POSITIVE,0.513482156,2.732,91.6,12.6,0.83,2072.0,4335.56,5495.0,4.495,0.882,0.0
10730034,CONFIRMED,2.633852528,2.0206,259.8,23.3,1.38,1131.0,387.43,5114.0,4.463,0.878,1.0
9209624,CONFIRMED,11.8376933,3.381,92.9,12.7,1.0,826.0,110.03,5772.0,4.351,1.003,1.0
4482738,FALSE POSITIVE,0.866344816,1.9188,233.6,46.5,6.85,3569.0,38575.44,4936.0,3.055,4.527,0.0
9489524,CONFIRMED,6.8873113,2.214,85.3,8.1,0.72,788.0,90.91,5208.0,4.563,0.772,1.0
9006449,CONFIRMED,21.5262958,8.392,190.0,23.4,1.36,621.0,35.03,5607.0,4.447,0.886,1.0
4138557,FALSE POSITIVE,0.991552822,1.135,607.2,17.3,37.93,2558.0,10148.8,5908.0,3.888,1.862,0.0
6849310,CONFIRMED,20.0504494,4.556,840.9,37.8,2.69,622.0,35.44,5527.0,4.484,0.927,1.0
5384713,FALSE POSITIVE,14.1502311,1.503,208.1,9.3,0.74,390.0,5.44,3705.0,4.721,0.529,0.0
10027247,CONFIRMED,86.829519,7.464,751.0,15.1,1.68,196.0,0.35,3576.0,4.791,0.463,1.0
3244792,CONFIRMED,3.0570982,3.571,144.0,15.7,0.99,1202.0,493.09,6021.0,4.57,0.819,1.0
6278762,CONFIRMED,6.18943952,2.3316,83.2,26.8,0.65,783.0,88.79,5051.0,4.562,0.721,1.0
7117485,FALSE POSITIVE,0.566789505,5.835,54.6,12.6,3.37,2038.0,4051.92,5894.0,4.585,0.784,0.0
9765975,CONFIRMED,18.45848388,3.3703,535.3,41.5,2.5,632.0,37.81,5311.0,4.419,0.948,1.0
9777200,FALSE POSITIVE,1.332580225,2.057,46.3,16.4,2.18,3111.0,22103.67,6858.0,3.731,3.096,0.0
5301750,CONFIRMED,8.72585478,4.473,446.7,37.7,2.86,985.0,222.19,6036.0,4.326,1.131,1.0
5792202,CONFIRMED,31.33046135,5.176,5073.8,117.2,6.5,481.0,12.61,5251.0,4.581,0.817,1.0
10187017,CONFIRMED,10.31174786,3.1818,275.9,81.7,1.34,634.0,38.13,4900.0,4.602,0.741,1.0
7031992,FALSE POSITIVE,0.56679293,3.814,101.1,22.1,0.86,2064.0,4264.42,5812.0,4.551,0.853,0.0
5534476,FALSE POSITIVE,1.02547271,1.996,27.0,10.9,0.94,2657.0,11800.82,6862.0,4.114,1.712,0.0
5880320,CONFIRMED,8.19345065,5.234,115.4,15.7,1.74,1144.0,405.75,6021.0,4.093,1.458,1.0
9597095,FALSE POSITIVE,2.745640575,3.04508,45264.7,918.0,47.22,1300.0,673.9,5780.0,4.438,1.0,0.0
6878240,CONFIRMED,135.4978256,6.769,5038.1,73.2,6.01,295.0,1.8,5307.0,4.572,0.757,1.0
11968463,FALSE POSITIVE,86.431871,7.374,415.1,11.2,2.85,464.0,10.97,6325.0,4.409,1.112,0.0
7431709,FALSE POSITIVE,0.572513875,2.353,49.3,10.2,0.52,1779.0,2365.45,5171.0,4.576,0.76,0.0
3348082,CONFIRMED,33.1981761,4.709,336.7,11.8,3.21,678.0,49.9,5570.0,4.066,1.548,1.0
8374394,FALSE POSITIVE,185.103836,4.19,581.4,10.9,14.63,670.0,47.72,4992.0,2.921,6.226,0.0
9945280,FALSE POSITIVE,0.651731691,2.4602,20524.2,347.5,71.9,2604.0,10815.86,5791.0,4.052,1.472,0.0
7177553,FALSE POSITIVE,17.99646148,4.65638,62755.2,1951.8,114.45,1004.0,240.38,5684.0,3.788,2.249,0.0
8120608,CONFIRMED,22.40777833,3.2881,661.3,33.9,1.15,319.0,2.44,3751.0,4.8,0.443,1.0
6032517,FALSE POSITIVE,1.791406261,2.8159,345.5,60.7,4.51,1579.0,1466.9,6092.0,4.453,1.028,0.0
5792202,FALSE POSITIVE,269.306232,14.931,1708.0,18.1,24.0,235.0,0.72,5251.0,4.581,0.817,0.0
7115785,FALSE POSITIVE,0.56680081,3.6116,127.7,71.5,1.02,2038.0,4065.92,5506.0,4.473,0.914,0.0
3533469,FALSE POSITIVE,10.21507506,3.395,258.6,17.4,1.5,780.0,87.48,5406.0,4.433,0.95,0.0
5185897,CONFIRMED,11.41941928,3.3075,150.5,22.9,0.99,536.0,19.47,4498.0,4.661,0.635,1.0
7847927,FALSE POSITIVE,70.37626987,6.4205,116050.0,759.7,40.43,373.0,4.59,5458.0,4.603,0.755,0.0
10909127,CONFIRMED,3.17059731,1.6686,325.4,20.1,1.69,1080.0,321.28,5431.0,4.563,0.843,1.0
11968463,FALSE POSITIVE,86.431871,7.374,415.1,11.2,2.85,464.0,10.97,6325.0,4.409,1.112,0.0
3852258,FALSE POSITIVE,5.7584367,2.587,736.6,26.8,66.22,3389.0,31195.25,4754.0,2.194,25.287,0.0
9944421,FALSE POSITIVE,7.09520543,3.69044,232683.0,1959.2,50.23,813.0,103.28,5481.0,4.592,0.778,0.0
11709244,CONFIRMED,12.76220558,2.0688,653.8,17.4,3.18,721.0,63.86,5445.0,4.458,0.937,1.0
9031209,CONFIRMED,47.0568476,5.2232,1531.2,38.0,2.84,411.0,6.72,5288.0,4.613,0.74,1.0
8611781,CONFIRMED,76.957056,9.551,367.1,26.5,2.09,451.0,9.81,5878.0,4.363,1.041,1.0
12306808,FALSE POSITIVE,37.878483588,10.5972,222232.0,1157.6,46.42,503.0,15.19,5985.0,4.603,0.758,0.0
3832474,CONFIRMED,60.32494216,6.6188,20280.4,347.2,12.19,411.0,6.77,5485.0,4.556,0.867,1.0
9070666,CONFIRMED,2.99792926,4.398,45.4,16.0,1.12,1616.0,1611.51,5888.0,4.061,1.645,1.0
8480642,FALSE POSITIVE,31.59115876,2.6431,1434.4,83.5,72.91,783.0,88.84,5178.0,3.714,2.295,0.0
3556742,FALSE POSITIVE,0.823014905,3.5426,850.5,130.5,22.17,1482.0,1136.75,4975.0,4.614,0.724,0.0
5866104,FALSE POSITIVE,36.97709537,5.2063,217145.0,204.9,59.66,546.0,21.08,5780.0,4.438,1.0,0.0
5471059,FALSE POSITIVE,12.4249559,16.332,110.4,17.6,0.88,703.0,57.8,5524.0,4.54,0.847,0.0
3644601,FALSE POSITIVE,359.00688,32.16,2015.8,35.3,28.57,237.0,0.74,5715.0,4.537,0.834,0.0
6115516,FALSE POSITIVE,0.865759153,0.8408,191.6,18.7,1.53,2100.0,4616.69,6249.0,4.428,1.076,0.0
4679687,FALSE POSITIVE,1.027904857,1.6381,2381.2,117.8,30.48,1653.0,1769.2,5432.0,4.446,0.872,0.0
3239945,CONFIRMED,21.803708,3.369,246.4,18.5,1.11,473.0,11.82,4799.0,4.631,0.692,1.0
9411412,CONFIRMED,2.892216772,1.3596,360.5,23.9,1.31,794.0,93.66,4229.0,4.655,0.615,1.0
4466677,CONFIRMED,3.222975318,2.9247,232.7,31.3,1.47,1239.0,558.65,5823.0,4.427,0.96,1.0
9963524,CONFIRMED,2.79590004,2.056,383.7,16.3,1.66,1090.0,333.31,5244.0,4.538,0.81,1.0
2854698,CONFIRMED,76.0498163,7.158,445.9,17.4,1.75,372.0,4.53,5251.0,4.494,0.849,1.0
9730163,CONFIRMED,2.984157711,1.2637,2598.0,24.3,0.92,401.0,6.12,3157.0,5.112,0.18,1.0
8780959,FALSE POSITIVE,2.617280959,9.661,3089.9,262.4,395.94,1689.0,1918.98,6432.0,4.207,1.345,0.0
8848115,FALSE POSITIVE,0.82484293,1.383,618.6,10.0,97.92,8138.0,1040816.86,4148.0,1.458,41.424,0.0
9282769,FALSE POSITIVE,1.332567005,6.3373,401.3,110.6,27.36,2007.0,3837.83,6388.0,4.284,1.223,0.0
6131236,CONFIRMED,6.79685353,3.1702,393.1,29.8,2.01,985.0,222.91,6061.0,4.486,0.97,1.0
9272070,CONFIRMED,8.10503551,4.459,209.9,16.5,1.45,959.0,199.74,6201.0,4.472,0.989,1.0
9826551,FALSE POSITIVE,7.19680984,1.683,50.5,10.0,1.2,1275.0,625.53,6325.0,4.112,1.676,0.0
5700330,FALSE POSITIVE,53.220416998,17.7344,72895.3,4563.5,55.22,655.0,43.63,5653.0,3.905,2.057,0.0
6522353,FALSE POSITIVE,0.845097627,1.873,86.5,10.7,0.78,1584.0,1496.92,5252.0,4.593,0.783,0.0
8950853,CONFIRMED,37.8145252,9.109,412.5,57.9,3.04,626.0,36.25,5988.0,4.278,1.314,1.0
11013201,FALSE POSITIVE,7.82187328,3.8417,42.2,37.2,2.78,2101.0,4601.71,7221.0,3.488,4.24,0.0
4275721,CONFIRMED,8.18182189,2.4566,299.6,27.4,1.77,981.0,218.9,6224.0,4.404,0.969,1.0
8167996,CONFIRMED,5.21230171,2.098,430.0,29.3,1.04,537.0,19.7,3716.0,4.74,0.506,1.0
10616571,FALSE POSITIVE,23.6731242,14.3948,23112.9,842.3,17.74,676.0,49.42,5769.0,4.338,1.177,0.0
9022166,CONFIRMED,72.3826983,8.279,366.4,29.5,4.21,575.0,25.83,5508.0,3.897,1.988,1.0
10491544,FALSE POSITIVE,22.77194512,10.1995,30246.0,208.6,251.93,1254.0,584.54,5073.0,3.02,4.61,0.0
10132832,CONFIRMED,16.07673148,2.205,488.0,19.3,2.14,724.0,64.75,5957.0,4.498,0.971,1.0
5437945,CONFIRMED,220.142913,19.528,1796.4,121.2,5.94,389.0,5.4,6340.0,4.163,1.393,1.0
8240797,CONFIRMED,4.915385452,2.7757,225.5,65.6,1.46,1042.0,279.43,5772.0,4.487,0.956,1.0
5340644,CONFIRMED,8.22241355,2.71,1468.6,67.0,2.28,558.0,22.86,4213.0,4.658,0.615,1.0
7731281,CONFIRMED,76.377855,4.809,11004.0,38.6,6.28,240.0,0.78,3869.0,4.674,0.584,1.0
9899181,FALSE POSITIVE,18.936061,22.27,24.3,14.0,0.34,516.0,16.7,4947.0,4.621,0.714,0.0
6956233,FALSE POSITIVE,4.81886153,6.223,1318.6,86.3,2.96,803.0,98.29,5030.0,4.658,0.651,0.0
5364071,CONFIRMED,2.576571021,1.5997,852.8,63.6,1.57,717.0,62.42,3834.0,4.708,0.539,1.0
11497958,CONFIRMED,5.841636615,1.8734,1336.3,41.1,1.38,446.0,9.38,3526.0,4.866,0.383,1.0
4247791,FALSE POSITIVE,4.100870416,8.15361,123521.0,2619.2,82.46,1413.0,939.61,5923.0,4.118,1.51,0.0
6277594,FALSE POSITIVE,3.66115536,14.807,34.3,27.8,0.81,1466.0,1093.71,6356.0,4.241,1.308,0.0
11551692,CONFIRMED,58.0198583,5.348,1286.6,66.0,3.46,354.0,3.7,4920.0,4.62,0.72,1.0
9347899,CONFIRMED,42.63427848,6.1998,1719.3,78.7,5.22,615.0,33.82,6035.0,4.22,1.257,1.0
7445445,CONFIRMED,20.30303506,4.5038,533.4,44.7,2.16,630.0,37.12,5788.0,4.524,0.848,1.0
9787239,CONFIRMED,8.75209691,2.3742,1367.6,44.8,1.83,451.0,9.76,3731.0,4.75,0.498,1.0
6451936,CONFIRMED,4.26374378,2.2725,182.0,23.8,1.28,1179.0,457.15,6032.0,4.395,0.935,1.0
7597703,FALSE POSITIVE,4.608901433,8.73393,378548.0,2624.6,48.72,1007.0,242.9,5938.0,4.605,0.755,0.0
6934291,CONFIRMED,0.567856484,1.0258,334.8,53.8,1.55,1848.0,2760.23,5073.0,4.483,0.853,1.0
4769824,FALSE POSITIVE,21.926779,10.05,198.6,10.5,1.26,618.0,34.52,5853.0,4.544,0.868,0.0
4852528,CONFIRMED,9.521644639,2.3569,1491.3,79.2,2.16,495.0,14.2,4041.0,4.697,0.567,1.0
9480189,CONFIRMED,6.581477136,3.0896,2318.9,116.2,4.56,881.0,142.63,5188.0,4.4,0.973,1.0
7700622,CONFIRMED,35.58349688,3.9885,937.6,90.8,2.03,408.0,6.54,4894.0,4.637,0.684,1.0
10602291,FALSE POSITIVE,20.92735802,3.4256,8091.0,263.5,17.36,735.0,69.08,6126.0,4.358,1.109,0.0
6221385,CONFIRMED,19.672324,4.812,649.9,20.6,4.07,908.0,160.98,6486.0,4.136,1.485,1.0
2851100,FALSE POSITIVE,0.890110752,0.8774,321.5,19.6,1.25,1372.0,838.42,4768.0,4.628,0.711,0.0
4349442,FALSE POSITIVE,12.720298433,2.4599,283.6,12.7,1.37,589.0,28.37,4914.0,4.61,0.724,0.0
3644601,FALSE POSITIVE,359.00688,32.16,2015.8,35.3,28.57,237.0,0.74,5715.0,4.537,0.834,0.0
6226290,CONFIRMED,14.08826442,4.1847,889.4,34.2,2.66,724.0,64.97,5853.0,4.529,0.895,1.0
6866228,FALSE POSITIVE,7.702374154,3.8459,18377.0,157.2,225.25,825.0,109.38,5598.0,4.565,0.83,0.0
5307858,FALSE POSITIVE,1.867281146,7.495,701.1,58.5,31.18,1561.0,1405.94,6117.0,4.457,1.025,0.0
9910828,FALSE POSITIVE,8.48032079,5.791,170.7,14.7,0.95,759.0,78.45,5415.0,4.556,0.728,0.0
8826878,CONFIRMED,5.15448142,3.228,697.5,48.1,2.94,964.0,204.1,5431.0,4.457,0.884,1.0
11502172,FALSE POSITIVE,25.431861399,5.23771,46564.7,785.0,43.42,601.0,30.92,5754.0,4.458,0.9,0.0
2719873,FALSE POSITIVE,17.279290765,5.07591,164308.0,2841.5,27.66,556.0,22.63,5251.0,4.623,0.658,0.0
2164169,CONFIRMED,32.3122867,6.569,677.8,33.6,4.84,699.0,56.49,5821.0,4.108,1.494,1.0
9656547,FALSE POSITIVE,1.27228771,2.099,82.9,9.5,0.63,1275.0,624.11,5044.0,4.64,0.686,0.0
6541920,CONFIRMED,22.687155,5.4921,960.0,122.8,3.2,653.0,42.95,5657.0,4.364,1.046,1.0
