koi_depth,koi_duration,koi_insol,koi_model_snr,koi_period,koi_prad,koi_slogg,koi_srad,koi_steff,koi_teq
1345.8,3.9722,6719.67,117.7,0.986620248,43.98,4.176,1.385,6243.0,2308.0
318.2,2.393,126.94,16.9,8.07127043,1.53,4.517,0.853,5766.0,856.0
107.3,3.414,144.45,22.0,14.4359459,1.46,4.264,1.352,6075.0,884.0
129.5,3.854,142.1,19.6,16.25951967,1.72,4.169,1.499,5966.0,880.0
32.3,3.637,17822.99,20.3,1.288046428,2.18,3.287,3.871,5216.0,2945.0
155.8,3.9567,942.35,49.0,5.37493289,2.12,4.037,1.689,6167.0,1413.0
224.8,1.666,588.1,7.0,2.3702932,1.29,4.545,0.868,5668.0,1256.0
278086.0,2.58667,36.92,1228.9,7.946367138,36.01,4.678,0.573,4789.0,629.0
2312.8,4.047,2.28,106.5,27.52194772,2.47,4.746,0.511,3780.0,314.0
286.4,4.662,6.09,22.4,37.8154157,1.21,4.624,0.705,4856.0,401.0
265.3,2.8059,440.08,23.9,4.02582434,1.79,4.308,1.116,5509.0,1169.0
147.4,3.366,504.23,19.8,4.64495172,1.38,4.343,1.129,6047.0,1209.0
357832.0,6.19136,926.24,2427.5,8.939461148,153.32,3.846,2.225,6461.0,1407.0
248.0,2.924,3518.78,22.2,5.76573396,7.47,3.364,4.434,5772.0,1964.0
98.1,3.382,36.82,17.2,19.5776073,0.9,4.449,0.925,5465.0,628.0
577.6,1.5501,27.87,82.1,9.034190783,1.8,4.635,0.639,4499.0,586.0
113.9,10.174,50.68,28.2,12.1097626,1.09,4.547,0.739,5437.0,681.0
1110.0,1.5871,5.29,37.0,13.96950181,2.04,4.74,0.506,3716.0,387.0
106.1,4.7356,244.59,48.7,10.49566303,1.34,4.238,1.297,6214.0,1009.0
288.9,2.835,57.48,22.1,8.34819209,1.45,4.582,0.76,5001.0,702.0
845.6,6.341,14.57,39.7,49.1011093,3.28,4.299,1.11,5393.0,498.0
204.4,3.913,27.85,13.3,25.503628,1.61,4.54,0.877,5815.0,586.0
18.9,2.582,4570.22,8.4,0.93373718,0.48,4.419,1.087,6367.0,2097.0
270.7,0.8069,1264.7,36.0,1.025857984,1.57,4.501,0.847,5123.0,1520.0
1433.8,3.1152,138.88,101.6,7.381980206,3.42,4.47,0.914,5559.0,876.0
119812.0,10.6988,9955.22,508.0,4.206070484,172.66,3.736,3.185,8212.0,2547.0
523.1,6.811,18.54,23.1,53.5991459,2.49,4.447,1.032,6319.0,529.0
408.7,7.4918,3474.41,147.1,2.404556949,4.69,4.013,1.775,6426.0,1958.0
241.5,2.55,40.88,13.8,5.68879083,0.99,4.63,0.639,4234.0,645.0
164.8,1.3885,8008.07,33.4,0.438153876,14.0,4.508,0.929,6032.0,2407.0
166.8,4.881,1891.07,16.3,7.31945294,5.05,3.499,3.955,5745.0,1682.0
66.1,7.638,317.36,18.2,3.04459739,0.62,4.603,0.753,5525.0,1076.0
581.1,3.3422,223.15,61.0,6.31943553,2.71,4.397,1.022,5670.0,986.0
425.9,6.0968,213.84,167.6,13.74883059,3.63,4.05,1.67,5862.0,975.0
1058.4,2.135,340.06,15.3,6.6513189,4.81,4.05,1.514,5254.0,1095.0
1907.4,1.4451,3117.82,185.0,0.848483947,32.11,4.504,0.936,5941.0,1908.0
684.8,2.9105,29.55,41.6,13.76710058,2.24,4.582,0.76,5001.0,595.0
767.8,13.31,9.1,18.9,85.272459,3.85,4.349,1.057,5922.0,443.0
145.0,4.368,349.21,27.2,7.1329472,1.64,4.194,1.307,5862.0,1102.0
341.6,2.2375,258.7,25.6,4.36273233,1.76,4.491,0.88,5527.0,1023.0
190.2,1.5045,7609.22,46.6,0.53835407,1.67,4.244,1.207,5539.0,2386.0
304.2,6.19,45.21,11.5,8.480305,1.33,4.631,0.696,4895.0,661.0
274.9,3.0427,2121.23,64.4,3.275821982,3.54,4.013,1.972,6185.0,1730.0
420329.0,15.5056,43.51,1969.5,27.795762425,81.48,4.329,1.13,5915.0,655.0
213.0,1.8955,2031.84,25.3,1.04562195,1.45,4.365,1.013,5344.0,1710.0
358575.0,10.0879,2484.21,3017.9,2.287515702,86.76,4.306,1.391,6773.0,1801.0
85531.5,6.84353,91.2,1767.8,12.155241119,34.62,4.413,0.932,5761.0,788.0
1632.6,1.9104,43.73,71.6,3.340218842,2.03,4.754,0.493,3950.0,656.0
178.3,2.372,148.28,7.0,6.6751871,1.09,4.567,0.818,5774.0,890.0
41596.1,2.81832,9947.96,845.0,0.756511623,77.4,4.199,1.417,6343.0,2549.0
5450.0,8.702,2.26,63.2,100.3039228,29.55,4.566,0.772,5055.0,313.0
941.1,3.7236,20.98,242.7,16.145671932,2.48,4.602,0.741,4900.0,546.0
1154.0,2.7251,274.84,86.1,4.311780262,3.11,4.484,0.927,5527.0,1038.0
1662.0,12.248,0.31,15.7,499.47338,3.71,4.581,0.817,5251.0,191.0
359.3,1.716,14.46,11.2,7.05429483,1.0,4.725,0.521,3765.0,497.0
1007.4,2.4999,23.5,90.5,5.931196562,2.01,4.72,0.539,3984.0,562.0
1925.1,3.3002,2.73,46.4,22.78078241,2.17,4.75,0.498,3731.0,328.0
1902.6,2.7441,7.57,32.6,85.3162004,6.34,4.486,0.972,6046.0,423.0
231.0,2.3379,225.71,20.2,5.41908491,1.38,4.523,0.881,5814.0,989.0
182.3,4.753,117.67,14.1,11.0317836,1.45,4.381,1.069,5739.0,840.0
184.4,8.7682,112.64,48.9,24.3110031,2.3,4.017,1.693,5951.0,831.0
22.2,4.0329,326.67,13.4,7.545922037,0.68,4.178,1.376,5788.0,1084.0
296.3,1.938,174.45,17.9,3.60082855,1.36,4.524,0.796,4838.0,927.0
57.4,2.824,2149.06,12.9,0.759768478,0.64,4.574,0.815,5481.0,1737.0
1102.9,16.949,1.67,26.5,359.102042,28.76,4.41,1.108,6355.0,290.0
217.4,4.8,35.97,14.2,24.8434837,1.58,4.397,1.022,5670.0,625.0
875.4,2.6312,55.37,38.4,7.953547,2.25,4.536,0.779,4768.0,696.0
471.6,3.6233,38.82,31.5,28.9869016,2.7,4.342,1.097,5888.0,637.0
120.9,3.87,401.08,27.4,7.46662068,1.65,4.169,1.499,5966.0,1141.0
11974.0,1.8419,1332.5,36.2,1.731079436,56.05,4.494,0.955,6045.0,1541.0
599.6,5.1115,4.79,43.3,44.0003975,1.56,4.615,0.651,4859.0,377.0
180.6,4.141,258.92,29.6,8.91901228,1.84,4.194,1.307,5862.0,1023.0
277249.0,5.4548,5564.77,440.1,1.680425996,102.31,4.145,1.629,6844.0,2203.0
124.3,1.141,396.64,12.0,0.849906734,0.59,4.733,0.505,4296.0,1139.0
167.1,10.755,232.53,9.5,43.501748,10.1,2.936,6.221,4604.0,996.0
840.0,3.161,10.08,14.4,14.8623076,1.57,4.722,0.554,4362.0,454.0
77.2,2.361,207.72,15.6,3.10762684,0.73,4.567,0.782,4908.0,968.0
66719.9,4.32532,810.38,1561.2,3.026764871,26.36,4.459,1.01,6283.0,1360.0
593.3,3.39,13.7,18.0,24.7543849,2.1,4.519,0.804,4852.0,491.0
1036.9,2.5819,108.3,47.1,6.252962249,2.65,4.485,0.848,5031.0,823.0
101.9,2.637,164.98,12.1,6.20920207,0.89,4.438,0.885,5440.0,914.0
2896.9,20.813,25.35,90.5,25.9522401,42.91,4.528,0.904,5659.0,572.0
1263.1,7.685,1.68,43.3,141.608555,2.98,4.512,0.844,5083.0,290.0
27241.0,1.8643,586.38,43.0,2.236100588,55.59,4.578,0.795,5708.0,1255.0
256442.0,4.59379,28.31,1018.8,19.515013291,53.03,4.531,0.851,5349.0,588.0
763.3,1.7744,72.66,33.9,3.69298623,1.74,4.682,0.572,4402.0,745.0
658.7,7.3702,11.1,53.1,63.0380366,2.59,4.411,1.019,5798.0,465.0
367102.0,3.45121,3324.98,1948.2,0.52363021,52.26,4.535,0.745,5407.0,1940.0
492.1,2.235,257.11,19.3,9.22961384,2.79,4.347,1.252,6320.0,1021.0
983.0,3.651,0.39,13.0,63.3354719,1.18,4.866,0.383,3526.0,202.0
7224.8,37.1871,86.12,751.1,54.77145968,34.32,3.466,3.866,5145.0,777.0
41694.0,1.6788,2423.97,143.0,1.050852976,45.89,4.438,1.0,5780.0,1791.0
243.8,3.695,3.74,15.8,104.3519624,1.39,4.546,0.87,5650.0,355.0
460.5,5.676,132.23,33.6,12.88291395,3.15,4.326,1.131,6036.0,865.0
256.4,4.801,66.72,16.6,15.0549356,1.6,4.394,0.999,5616.0,729.0
503.5,3.042,4.96,10.8,15.0367776,8.02,4.733,0.514,3729.0,381.0
540.6,3.5317,158.43,37.4,8.67890312,2.56,4.308,1.116,5509.0,905.0
65.7,2.757,63.11,22.4,7.07136119,0.63,4.602,0.741,4900.0,719.0
26189.8,3.8281,17747.85,486.3,0.82206761,91.21,3.962,1.921,6531.0,2941.0
305.4,7.173,76.97,26.9,20.0545282,2.63,4.332,1.209,6056.0,755.0
463.2,7.3327,98.36,92.7,22.20809549,3.02,4.266,1.403,6336.0,803.0
110.8,5.267,298.03,21.1,8.48651582,1.34,4.269,1.267,6178.0,1060.0
145.6,3.363,1419.52,17.6,1.08070294,1.04,4.539,0.813,5482.0,1565.0
362.7,1.924,30.84,15.9,3.82223397,1.05,4.733,0.514,3729.0,601.0
325.7,6.918,8.55,21.8,55.3291399,1.67,4.462,0.94,5376.0,436.0
893.6,4.4056,57.13,46.1,18.64932728,3.12,4.405,1.053,5775.0,701.0
165475.0,3.7357,650.9,617.7,2.900613144,38.63,4.472,0.931,5977.0,1289.0
332.1,0.8752,297.73,36.0,4.822969318,2.22,4.467,1.008,5736.0,1060.0
357.6,7.634,45.68,63.2,31.51779463,2.72,4.144,1.4,5611.0,663.0
78713.8,4.4215,341.36,1307.0,7.217010987,89.71,4.246,1.211,6047.0,1096.0
265.5,3.1648,3579.78,43.3,0.787120016,23.81,4.481,0.787,6112.0,1972.0
7.7,6.61,10247.93,7.3,3.0001191,0.73,3.97,2.485,8431.0,2566.0
14.8,2.18,4277.24,13.1,0.566795196,0.35,4.516,0.908,5680.0,2066.0
1019.8,3.1449,77.75,53.9,9.02930689,2.57,4.526,0.82,5349.0,757.0
251.9,8.996,2.06,13.9,199.66876,1.45,4.409,0.921,5678.0,305.0
239.6,2.2245,83.63,22.3,8.77425786,1.75,4.445,0.905,5146.0,771.0
68.7,4.4679,420.97,38.2,6.88707073,1.3,4.122,1.474,5788.0,1155.0
9520.1,2.9526,125.42,168.0,10.157715971,42.27,4.489,0.986,5993.0,853.0
267.8,3.281,788.0,12.1,5.1117547,2.81,4.207,1.345,6432.0,1351.0
8494.0,5.5692,19.79,309.0,49.26678528,929.36,4.382,1.143,5988.0,538.0
136.4,3.747,10.34,27.5,27.4536146,0.95,4.602,0.741,4900.0,457.0
1376.1,4.2817,27.17,128.0,31.99552485,4.12,4.364,1.046,5657.0,582.0
331.3,1.0194,2691.55,31.2,0.47462889,1.43,4.527,0.786,4904.0,1840.0
943.2,2.9355,15.72,99.7,18.16407304,1.98,4.653,0.662,4926.0,508.0
747.5,6.8491,68.46,79.3,27.40229859,3.63,4.237,1.324,6198.0,734.0
965.9,1.1165,73.19,37.7,5.315954488,2.33,4.628,0.691,4723.0,746.0
588.8,6.3794,16.41,59.0,46.6856205,2.52,4.364,1.046,5657.0,513.0
771.8,1.751,46.17,17.7,11.08507658,2.5,4.538,0.793,5080.0,665.0
49.7,3.762,2436.47,17.4,3.15722086,1.41,3.934,2.0,6120.0,1791.0
120.0,3.2935,284.49,30.4,4.16536757,1.0,4.52,0.912,5604.0,1048.0
181.9,3.876,553.59,23.9,1.87886973,1.04,4.613,0.734,5448.0,1236.0
591.7,3.083,111977.04,16.2,1.33254897,32.84,2.445,13.777,4894.0,4664.0
54518.0,7.60963,3760.06,1513.2,2.163569702,85.64,4.04,1.718,6425.0,1996.0
159584.0,3.1713,2692.16,367.3,3.01551943,155.81,3.672,2.761,5299.0,1837.0
267.6,3.409,118.5,14.5,11.6044881,1.88,4.275,1.166,5533.0,841.0
119.7,4.9064,752.7,27.3,5.66815821,1.85,4.022,1.694,5900.0,1336.0
542.4,4.59,21.57,20.4,35.1184432,3.26,4.376,1.054,5527.0,550.0
1005.0,3.918,537.4,23.8,7.5844241,5.83,4.133,1.651,6264.0,1228.0
914.6,10.556,1.49,21.9,374.878133,4.27,4.218,1.354,5636.0,282.0
117.3,4.098,483.06,32.3,7.81285862,1.68,4.136,1.543,6237.0,1196.0
509.8,4.5568,105.47,64.1,17.23232894,2.79,4.274,1.216,6086.0,817.0
1385.0,4.069,226.51,9.5,190.783023,71.66,2.394,19.813,5013.0,989.0
518.0,3.594,45.19,13.8,13.1829329,1.84,4.571,0.827,5382.0,661.0
78.4,3.572,26.03,11.4,12.4418003,0.57,4.653,0.662,4926.0,576.0
396.0,6.74,350.46,45.9,12.30971679,3.82,4.045,1.697,6366.0,1104.0
1328.6,2.93,115.29,51.9,5.48711441,3.24,4.562,0.787,5103.0,836.0
159.1,1.434,784.51,41.6,1.210693626,0.99,4.559,0.756,5014.0,1351.0
275.9,3.1818,38.13,81.7,10.31174786,1.34,4.602,0.741,4900.0,634.0
1480.1,2.3982,21.17,92.3,7.053527145,2.16,4.697,0.567,4041.0,547.0
1109.8,4.432,11.12,29.1,54.1558384,3.88,4.507,0.941,5798.0,466.0
158913.0,5.9498,550.68,840.7,3.255385289,40.58,4.425,0.975,5806.0,1236.0
327.4,5.087,9.65,8.7,473.56314,5.39,3.722,2.937,7056.0,449.0
6165.2,4.4618,222.68,806.5,10.810132734,13.95,4.269,1.284,6211.0,985.0
414.5,6.347,1501.41,90.8,0.708563091,15.38,4.669,0.648,5271.0,1587.0
33.4,5.037,479.87,24.4,6.99205021,1.06,4.139,1.467,6057.0,1194.0
110.4,11.284,119.87,23.6,17.157236,1.55,4.1,1.487,5676.0,844.0
145.2,1.0703,14547.08,24.7,0.631795416,1.88,4.173,1.519,6414.0,2797.0
530.4,4.1536,30.1,17.8,14.092583189,1.82,4.596,0.77,5081.0,597.0
165.9,3.273,361.73,17.6,7.99022379,1.97,4.065,1.542,5689.0,1113.0
298.4,2.928,61.43,18.3,8.25980352,1.35,4.516,0.805,4891.0,714.0
2185.3,3.2646,6999.38,218.9,5.288547653,55.28,2.889,9.169,4918.0,2333.0
96593.0,6.0751,230.71,316.1,6.142812722,31.9,4.438,1.0,5780.0,994.0
11766.3,5.2514,67.03,513.4,19.651209505,12.42,4.391,1.063,6074.0,730.0
281.3,2.829,34.75,15.1,11.7761073,1.31,4.618,0.689,5096.0,619.0
112.7,10.39,225.07,29.2,6.0959841,0.99,4.43,0.885,5826.0,988.0
871.5,2.309,6.52,19.5,16.85592593,1.7,4.674,0.587,3967.0,408.0
6791.4,1.8764,2974.07,205.1,0.77544539,35.53,4.546,0.865,5861.0,1883.0
383.7,3.1569,666.88,45.9,3.595769013,2.39,4.283,1.196,5762.0,1296.0
194.8,6.287,176.04,17.7,8.3606759,1.49,4.374,1.068,5771.0,929.0
19681.0,5.0308,493.55,118.1,13.99585365,368.42,3.597,2.703,5638.0,1202.0
430.7,4.529,93.03,16.9,18.9985279,43.17,4.197,1.24,5896.0,792.0
294.9,3.828,140.75,25.3,10.10773789,1.98,4.26,1.174,5480.0,879.0
68633.0,1.7939,6193.15,122.3,0.520227316,50.41,4.438,1.0,5780.0,2264.0
157.9,3.585,1317.96,19.0,4.08897299,2.36,3.98,1.86,5897.0,1537.0
1480.1,2.3982,21.17,92.3,7.053527145,2.16,4.697,0.567,4041.0,547.0
104.2,3.293,1943.76,18.4,1.33256979,0.97,4.495,0.95,6089.0,1692.0
40.5,16.79,537.35,22.6,4.44709107,0.96,4.357,1.076,6137.0,1228.0
423.0,24.708,21.96,30.5,98.353149,4.13,4.045,1.697,6366.0,552.0
1525.2,2.1979,16.54,56.6,5.90127815,1.94,4.75,0.498,3731.0,514.0
840.9,4.556,35.44,37.8,20.0504494,2.69,4.484,0.927,5527.0,622.0
226.5,2.429,807.74,15.0,2.56658897,1.59,4.486,0.972,6046.0,1360.0
5038.1,6.769,1.8,73.2,135.4978256,6.01,4.572,0.757,5307.0,295.0
577.9,7.202,75.23,26.0,19.7243672,3.57,4.269,1.248,5814.0,751.0
777.3,5.2257,247.48,204.4,10.423677439,3.72,4.234,1.331,6181.0,1012.0
428.5,4.148,189.35,34.5,6.88595222,2.68,4.394,0.999,5616.0,946.0
3456.7,2.2959,2081.57,292.1,4.288515468,76.51,3.878,2.002,6378.0,1722.0
85.4,5.922,480.26,33.8,7.03146295,1.38,4.192,1.499,6170.0,1194.0
270.2,2.1729,386.18,17.5,2.58083264,1.31,4.538,0.808,5296.0,1130.0
1166.8,4.645,9.56,28.4,33.4178173,3.13,4.607,0.744,5136.0,448.0
264.8,4.956,14.3,18.7,40.8366307,1.5,4.457,0.925,5529.0,496.0
6208.7,5.7845,17.68,285.1,45.15535633,7.65,4.486,0.972,6046.0,523.0
950.4,4.0491,260.58,51.5,7.21203748,3.32,4.442,1.076,6214.0,1025.0
438.4,6.539,24.17,33.8,44.9306706,2.49,4.397,1.164,6121.0,565.0
13.5,4.363,14057.75,17.9,0.933728755,0.72,4.036,1.863,6652.0,2777.0
1384.3,2.557,129.31,45.5,5.69059163,3.1,4.538,0.81,5244.0,860.0
31355.0,4.846,48979.38,137.3,1.07383154,137.54,3.789,2.859,8059.0,3791.0
5450.0,8.702,2.26,63.2,100.3039228,29.55,4.566,0.772,5055.0,313.0
4143.4,4.9442,21.89,79.8,18.84497113,5.35,4.578,0.695,5220.0,552.0
550.0,5.246,27.31,19.0,40.1015561,2.92,4.376,1.083,6100.0,583.0
227141.0,6.15281,496.41,4355.5,6.62761199,82.03,4.231,1.333,6316.0,1204.0
62.1,6.553,54.06,18.8,25.2100146,0.95,4.303,1.109,6003.0,691.0
56.7,3.533,7502.5,40.3,0.918420801,1.14,4.166,1.434,6210.0,2374.0
224.8,1.666,588.1,7.0,2.3702932,1.29,4.545,0.868,5668.0,1256.0
881.3,2.8606,15.9,51.8,8.98581901,1.65,4.696,0.57,4072.0,509.0
27904.9,2.30694,52.84,643.6,11.374442708,22.86,4.546,0.808,5297.0,687.0
334.3,2.272,19.23,14.8,5.79529495,1.05,4.718,0.539,3757.0,534.0
250913.0,10.0389,2.77,3295.6,209.06299275,72.26,4.42,1.024,6130.0,329.0
340.3,12.808,1.59,23.2,242.467406,1.73,4.399,0.943,5637.0,286.0
37878.8,2.42733,15978.36,510.0,0.752158047,106.66,3.844,2.221,5770.0,2869.0
1564.3,5.5484,44.11,123.1,20.5498184,4.04,4.415,0.971,5688.0,657.0
597.8,5.731,138.64,31.3,16.08832318,3.42,4.224,1.33,6157.0,875.0
214.2,10.532,77.68,21.3,66.5576728,4.96,3.591,3.405,5734.0,757.0
65.7,2.757,63.11,22.4,7.07136119,0.63,4.602,0.741,4900.0,719.0
115.5,5.5082,101.79,39.6,15.67750191,1.42,4.303,1.109,6003.0,810.0
510366.0,3.45028,6002.61,1069.5,0.532087933,74.83,4.438,1.0,5780.0,2247.0
799.7,2.7399,4.87,47.1,13.3430025,1.29,4.8,0.443,3751.0,379.0
760.4,2.7975,178.27,69.8,6.521209629,2.54,4.529,0.898,5822.0,932.0
5915.0,2.876,743.72,15.8,9.86869589,21.68,4.11,1.717,7301.0,1332.0
662.3,4.402,24.63,19.7,32.9045733,28.34,4.438,1.0,5780.0,568.0
611.3,3.739,90.65,25.6,12.41216347,2.58,4.362,1.06,5561.0,787.0
342.5,4.3243,238.21,46.9,23.20579353,5.86,3.626,3.231,5460.0,1002.0
859.3,7.509,10.05,45.0,62.3026877,3.05,4.415,0.971,5688.0,454.0
500.1,5.786,0.23,13.1,129.945392,1.18,4.8,0.443,3751.0,177.0
1023.3,10.3939,95.68,155.3,20.74028645,4.24,4.264,1.299,6226.0,798.0
788.0,2.945,0.89,13.3,34.1420506,1.06,4.866,0.383,3526.0,248.0
497.0,1.091,80.51,14.7,8.65303996,1.88,4.528,0.84,5301.0,764.0
123177.0,7.60143,83.71,2674.6,21.294733865,71.55,4.242,1.278,6039.0,771.0
994.5,3.3862,100.34,51.0,9.94602357,3.12,4.365,1.013,5344.0,807.0
727.3,2.2013,43.8,42.4,20.55280311,2.99,4.322,1.076,5386.0,656.0
327.0,7.0445,55.98,69.7,29.39337161,2.5,4.264,1.352,6075.0,698.0
334.0,7.253,19.93,22.8,42.4729078,2.03,4.327,1.111,5616.0,539.0
105.4,3.245,664.54,18.1,4.05943749,2.11,3.978,1.655,5051.0,1295.0
352.5,3.926,2885.01,42.6,0.952371227,21.96,4.511,0.921,6086.0,1870.0
1530.0,4.013,1.81,11.6,265.310499,4.69,4.471,0.997,6108.0,296.0
1514.6,5.5086,3281.24,150.5,6.279888981,196.78,3.137,6.222,5057.0,1931.0
356.4,2.5167,3076.92,87.5,1.174683069,3.06,4.332,1.143,5974.0,1901.0
2127.0,4.495,29.54,14.8,508.807642,39.59,2.454,8.811,4893.0,595.0
127.7,3.6116,4065.92,71.5,0.56680081,1.02,4.473,0.914,5506.0,2038.0
94.4,3.171,37.12,14.6,16.0505464,0.81,4.563,0.853,5428.0,630.0
203.9,2.013,641.53,17.6,3.84822189,1.72,4.323,1.193,5927.0,1283.0
131941.0,3.1925,3455.76,1149.3,0.934926138,58.67,4.423,1.078,5962.0,1957.0
315.5,1.6762,1333.35,24.5,2.032319072,1.87,4.443,1.05,6156.0,1542.0
142.4,1.962,1883.03,15.7,1.061002863,1.06,4.538,0.881,5767.0,1679.0
756.0,2.3188,6.17,112.8,13.78109471,1.42,4.738,0.503,3846.0,402.0
50.0,4.377,314.15,14.7,7.95825328,1.06,4.191,1.402,5847.0,1074.0
35.7,4.291,356.49,14.9,6.28384079,0.73,4.275,1.227,5888.0,1108.0
1250.6,2.7363,15.06,57.6,12.03987488,2.18,4.641,0.633,4261.0,502.0
668.0,8.412,40.68,95.3,29.66631669,2.83,4.322,1.098,5956.0,644.0
417.4,8.219,227.68,25.0,35.8007112,7.97,3.499,3.955,5745.0,991.0
131.8,1.6274,3643.96,75.3,0.669310092,1.13,4.426,1.003,5475.0,1983.0
581.1,3.3422,223.15,61.0,6.31943553,2.71,4.397,1.022,5670.0,986.0
570.3,8.733,24.27,35.2,37.8102649,2.33,4.451,0.973,6085.0,566.0
93.6,24.83,242.04,34.4,12.4258833,2.19,3.933,1.632,5611.0,1006.0
23416.8,3.62939,472.03,699.9,4.218512654,16.67,4.472,0.991,6185.0,1189.0
76.5,3.193,198.31,9.6,45.5827119,2.42,3.828,2.715,7266.0,957.0
308504.0,1.97644,543.24,808.3,0.64585177,51.1,4.788,0.463,4399.0,1234.0
1055.4,5.6098,13.22,95.0,41.74938613,2.94,4.473,0.914,5506.0,486.0
375343.0,3.72527,833.83,1737.7,2.980479588,70.52,4.377,1.047,6065.0,1370.0
307.5,7.2146,1769.88,42.6,37.3228722,35.34,2.41,19.53,4907.0,1654.0
1475.6,2.9453,1030.69,131.2,2.192009479,35.9,4.28,1.125,5499.0,1446.0
469.7,4.2447,200.35,93.6,8.99088621,2.78,4.315,1.171,5881.0,960.0
262984.0,5.3022,1380.83,4761.5,8.784575777,104.57,4.139,1.914,8144.0,1555.0
15350.5,8.3881,4.27,202.3,273.6857427,37.15,4.071,1.65,6033.0,367.0
175.2,2.535,182.76,12.9,4.14810719,1.08,4.494,0.838,5029.0,938.0
340.9,1.4647,740.47,73.5,1.269091415,1.41,4.576,0.766,5041.0,1331.0
363.4,4.819,71.97,63.1,31.71981013,3.09,4.024,1.626,5869.0,743.0
45134.0,4.5181,2.24,320.6,175.06586091,40.63,4.57,0.819,6021.0,312.0
154381.0,8.0331,5231.88,583.6,2.172042913,100.79,4.105,1.775,7128.0,2169.0
69.8,2.6502,245.32,19.2,5.99273265,0.91,4.354,1.065,5574.0,1010.0
8052.3,15.168,412.55,210.9,24.68662378,48.04,2.996,5.132,4648.0,1149.0
155117.0,4.37759,27692.04,1440.7,1.009671584,125.31,3.974,2.242,7652.0,3287.0
928.1,4.9974,48.91,114.3,17.42115972,3.11,4.487,0.972,5679.0,674.0
164.3,3.33,152.86,8.6,9.27989,1.29,4.456,0.967,6052.0,897.0
925.7,7.105,3.95,23.3,125.602323,2.89,4.447,0.958,5774.0,360.0
2017.9,14.755,14.09,79.4,25.9518536,24.6,4.604,0.742,5198.0,494.0
941.1,3.7236,20.98,242.7,16.145671932,2.48,4.602,0.741,4900.0,546.0
1102.2,5.018,29.65,97.2,23.6421965,2.9,4.538,0.882,5750.0,595.0
30.9,4.798,10738.05,26.7,0.933747395,1.24,3.818,2.174,5574.0,2596.0
24.3,22.27,16.7,14.0,18.936061,0.34,4.621,0.714,4947.0,516.0
1210.5,3.799,15961.1,31.8,5.2972293,47.7,2.386,14.296,4631.0,2867.0
514.2,6.9592,31.58,44.0,27.07237655,2.18,4.501,0.965,5936.0,605.0
362327.0,4.60837,1121.32,1967.2,1.759208679,66.06,4.453,0.961,5721.0,1475.0
314.2,2.445,64.73,13.1,17.4166143,1.84,4.444,1.017,5946.0,723.0
800.0,4.269,19.38,34.8,17.32670445,2.23,4.61,0.721,4955.0,535.0
20280.4,6.6188,6.77,347.2,60.32494216,12.19,4.556,0.867,5485.0,411.0
169.9,3.399,34.32,22.6,14.00948631,0.98,4.551,0.767,5153.0,617.0
839.5,0.9698,4624.3,30.9,0.62927655,4.64,4.388,0.976,5628.0,2102.0
2215.3,6.548,0.47,25.2,161.515617,2.88,4.637,0.641,4243.0,211.0
150.2,11.312,10.84,14.0,110.978266,1.86,4.149,1.529,5883.0,463.0
348.5,3.853,65.24,24.6,13.75129636,1.66,4.523,0.881,5814.0,725.0
223.4,2.5755,3354.56,24.5,4.15246118,7.62,3.317,4.885,4941.0,1941.0
471.9,7.788,0.44,19.3,267.282521,1.43,4.653,0.662,4926.0,207.0
797.9,7.9588,125.14,117.3,21.77568158,4.76,4.022,1.694,5900.0,853.0
1563.8,4.3246,5.88,51.7,36.06588163,2.64,4.592,0.686,4702.0,397.0
426554.0,2.40541,1123.92,541.4,0.634946497,52.75,4.567,0.737,4446.0,1475.0
93.8,1.239,1911.54,8.8,1.516372183,1.06,4.456,1.046,6142.0,1686.0
1110.7,3.4366,50.6,55.0,10.28194593,2.53,4.593,0.775,5196.0,680.0
461.0,4.4673,87.1,53.3,13.54057461,2.17,4.389,1.014,5767.0,779.0
100.1,12.55,2.8,8.7,384.09781,1.63,3.979,1.628,5884.0,330.0
1582.2,26.752,6213.27,55.2,4.52977632,12.22,4.05,2.299,8912.0,2264.0
29.5,1.679,3871.99,13.2,0.907818056,0.55,4.456,1.014,6210.0,2012.0
83412.4,6.83577,101.98,4542.8,14.844240386,28.97,4.367,0.988,6161.0,810.0
1291.8,8.677,0.48,49.0,247.354914,2.29,4.615,0.651,4859.0,212.0
1350.7,3.816,7.67,19.5,61.6174528,3.36,4.485,0.931,5480.0,424.0
76.7,2.1931,8964.2,31.4,3.684337918,12.52,4.149,2.108,9609.0,2481.0
460.5,5.676,132.23,33.6,12.88291395,3.15,4.326,1.131,6036.0,865.0
1724.4,12.3079,6.65,328.0,88.40678718,4.55,4.388,1.073,5611.0,410.0
26.1,5.148,12227.82,28.8,0.566807422,1.13,4.04,1.547,5616.0,2680.0
450.5,0.9393,330.84,32.9,4.807103254,2.96,4.338,1.08,5534.0,1088.0
9065.2,7.41287,163.04,915.7,17.855221681,13.16,4.308,1.367,6823.0,911.0
54.0,0.9015,38110.61,23.5,0.523493764,1.82,3.791,2.455,6122.0,3565.0
10939.4,6.8769,800.75,364.0,2.064900876,38.19,4.501,0.901,5714.0,1357.0
1151.3,7.2518,34.07,64.5,24.5434566,3.08,4.52,0.91,5955.0,616.0
