koi_depth,koi_duration,koi_insol,koi_model_snr,koi_period,koi_prad,koi_slogg,koi_srad,koi_steff,koi_teq
133.6,2.5561,357.44,24.4,6.40087137,1.91,4.107,1.421,5426.0,1109.0
308.3,2.097,147.56,49.8,4.580346161,1.38,4.558,0.789,5103.0,889.0
29233.2,10.3088,3.98,854.1,282.5363563,70.53,4.175,1.41,6401.0,360.0
825.0,1.8899,139.05,43.1,6.94135824,2.96,4.491,0.88,5527.0,876.0
270.6,6.0175,132.94,38.7,12.99204853,2.03,4.236,1.242,5765.0,866.0
472.4,2.7226,588.66,51.8,2.940304817,2.59,4.376,1.054,5527.0,1256.0
1023.5,2.6255,99.68,37.9,11.37936986,3.95,4.428,1.015,5714.0,806.0
249.3,1.7062,87.79,29.7,6.76690759,1.31,4.558,0.789,5103.0,781.0
234.8,1.5534,447.97,21.7,1.118547814,0.98,4.65,0.658,4496.0,1174.0
162.3,2.905,435.61,15.2,5.61357653,1.41,4.411,1.101,6398.0,1165.0
164738.0,10.4168,8.94,7056.8,106.17593813,54.91,4.254,1.141,6038.0,441.0
223.4,2.5755,3354.56,24.5,4.15246118,7.62,3.317,4.885,4941.0,1941.0
748.7,2.5394,85.23,141.4,4.75400072,2.0,4.628,0.693,4728.0,775.0
171.9,2.3239,77.0,36.9,4.081411554,1.0,4.661,0.635,4498.0,755.0
19836.9,6.2701,2146.82,334.8,2.144632238,59.19,4.24,1.305,6296.0,1736.0
40248.0,2.7986,580.05,308.5,3.431126546,47.48,4.349,0.969,5815.0,1251.0
247.1,3.997,66.87,18.7,17.7838298,1.6,4.436,1.021,6014.0,729.0
4946.0,4.563,1.25,34.3,265.299451,7.1,4.547,0.863,5873.0,270.0
500.8,15.05,0.9,8.9,417.829033,2.19,4.485,0.975,6018.0,248.0
696.9,15.396,0.56,12.9,213.201978,1.91,4.557,0.752,4594.0,221.0
302.5,2.6848,122.02,22.2,4.60300256,1.32,4.529,0.788,4821.0,848.0
950.4,4.0491,260.58,51.5,7.21203748,3.32,4.442,1.076,6214.0,1025.0
599.7,1.9588,61.24,31.1,2.613020421,1.5,4.725,0.517,3883.0,713.0
728.5,1.6067,199.28,35.3,1.609321941,1.57,4.662,0.603,4224.0,958.0
446.5,2.5137,112.18,28.2,4.64622383,1.82,4.61,0.721,4955.0,830.0
616.5,3.745,7.49,20.9,17.40208965,16.37,4.662,0.615,4098.0,422.0
824.3,1.3421,11.39,17.9,8.29561738,1.82,4.728,0.524,3747.0,469.0
417.9,2.8826,49.89,49.6,7.40611676,1.37,4.631,0.692,4799.0,678.0
20209.0,2.4536,29.11,74.3,6.487525901,21.23,4.763,0.485,4481.0,593.0
58.0,2.3145,116.02,27.2,7.24476126,0.65,4.494,0.874,5370.0,837.0
4107.0,3.7197,7.07,39.9,124.4197175,10.3,3.974,1.659,5066.0,416.0
16456.0,2.1878,680.79,113.5,3.120828136,14.16,4.471,0.996,6122.0,1303.0
5673.8,5.2334,892.4,218.7,1.327471395,7.08,4.519,0.777,5232.0,1395.0
206.7,6.0765,152.62,40.3,15.27443889,2.17,4.091,1.518,5761.0,896.0
224.4,6.995,15.78,13.2,58.7701045,1.57,4.397,1.013,6158.0,508.0
281.8,2.784,2.37,7.3,114.661733,1.38,4.562,0.712,5412.0,316.0
364905.0,6.51381,4686.52,2443.8,1.457256942,98.16,4.235,1.416,6630.0,2112.0
314928.0,7.08365,1100.91,3069.4,2.103239235,64.15,4.466,0.965,6074.0,1470.0
465.5,2.703,29.92,11.3,24.2382519,2.19,4.527,0.904,5763.0,597.0
142.5,3.2532,1093.39,24.4,3.2828024,1.79,4.087,1.515,5640.0,1467.0
174830.0,8.6122,122.24,1863.4,19.93364711,75.88,4.25,1.29,6505.0,848.0
593.5,5.688,54.95,30.0,14.64613058,2.22,4.538,0.884,5717.0,694.0
614.1,1.6776,42.53,28.6,2.896005211,1.23,4.75,0.498,3731.0,652.0
1611.7,9.3113,1135.6,225.5,23.8761144,10.45,4.048,2.533,9974.0,1481.0
72792.5,17.8951,8.47,3573.1,101.26336282,44.0,4.413,1.062,6309.0,435.0
5259.0,3.699,139.67,56.6,22.16127178,69.44,3.945,1.745,5893.0,877.0
1040.7,10.28,1.7,18.1,265.47847,4.2,4.375,1.005,5792.0,291.0
347.7,10.0248,32.96,95.1,84.6877524,3.37,4.062,1.79,6688.0,611.0
77.2,2.361,207.72,15.6,3.10762684,0.73,4.567,0.782,4908.0,968.0
1286.0,2.7455,25.94,112.5,6.312508525,2.0,4.696,0.571,4090.0,575.0
189.3,6.22,89.74,34.7,20.4222447,1.78,4.274,1.299,6119.0,785.0
589.5,10.214,21.37,44.0,77.2550726,3.7,4.255,1.356,6564.0,548.0
363.3,2.5984,253.15,28.9,3.94105221,1.7,4.44,0.91,5185.0,1018.0
74177.0,4.5905,96.12,613.1,8.214204254,42.29,4.59,0.774,5654.0,798.0
94124.0,3.94804,245.42,1117.0,5.918619554,29.98,4.498,0.971,5957.0,1009.0
238.5,10.306,50.42,50.5,44.4304059,2.61,4.017,1.693,5951.0,680.0
603.3,7.229,6.46,19.0,77.138911,3.39,4.531,0.911,5778.0,406.0
474.8,2.696,37.15,20.0,26.6757818,2.69,4.271,1.152,5467.0,630.0
471.2,7.381,47.96,18.5,35.6757453,3.02,4.224,1.33,6157.0,671.0
543.1,3.77,582.32,53.6,3.900140077,23.78,4.48,0.955,6407.0,1253.0
450.7,0.6624,4953.98,20.2,0.957476003,2.47,4.338,1.122,6312.0,2138.0
259.0,2.5342,211.66,26.1,5.42586901,1.48,4.489,0.934,5594.0,973.0
611.2,5.04,11.85,24.9,39.6766071,2.29,4.449,0.888,5244.0,473.0
115.5,5.5082,101.79,39.6,15.67750191,1.42,4.303,1.109,6003.0,810.0
326626.0,10.2264,28.96,1347.9,30.476518853,71.42,4.315,1.073,5527.0,592.0
99.7,5.966,47.52,28.8,35.3331932,1.55,4.122,1.474,5788.0,670.0
385.2,3.7419,189.98,35.1,6.05729966,1.94,4.372,1.004,5334.0,947.0
613.8,6.447,4570.22,75.3,0.933745798,3.45,4.419,1.087,6367.0,2097.0
376651.0,5.46939,115.48,2402.0,10.692230094,65.42,4.49,0.941,6022.0,836.0
1572.6,4.7865,9.29,45.5,36.2761238,3.03,4.562,0.787,5103.0,445.0
479.5,15.37,0.81,12.4,303.91225,1.97,4.513,0.887,5412.0,242.0
837.4,2.964,145.51,19.6,8.31377304,2.74,4.509,0.951,5900.0,886.0
2417.1,4.4562,964.26,301.4,6.150529292,49.79,4.084,1.565,6691.0,1421.0
635.0,4.7679,11.09,38.9,34.1732156,2.37,4.573,0.834,5201.0,465.0
846.8,1.216,2026.85,58.9,0.768934934,4.09,4.535,0.777,5390.0,1713.0
363.0,3.0137,132.46,28.6,8.01500821,2.0,4.375,1.002,5359.0,865.0
323.9,4.6395,74.36,42.6,20.67876365,2.42,4.266,1.272,5865.0,749.0
2111.5,1.7846,5954.82,117.2,0.720460644,37.33,4.435,1.058,6304.0,2240.0
226.2,2.129,7822.62,25.4,0.519437968,20.48,4.464,1.006,6181.0,2402.0
5663.8,2.558,265.42,178.3,4.446459958,36.15,4.504,0.893,5615.0,1030.0
157.8,5.207,85.34,20.9,20.0983676,1.58,4.279,1.26,6053.0,775.0
403.7,6.7751,34.55,37.8,37.9962369,2.39,4.284,1.191,6038.0,618.0
662.0,3.0401,70.51,51.2,13.08424286,2.71,4.426,0.987,5511.0,739.0
105.1,0.7159,18259.79,30.3,0.596087893,1.92,3.997,1.827,6049.0,2967.0
8378.9,2.48998,279.33,550.2,12.718711489,120.02,4.036,1.596,6120.0,1042.0
5623.8,3.1644,23.68,67.9,25.70280003,33.1,4.488,0.835,5532.0,562.0
638.7,3.4423,129.18,39.0,9.99760285,2.82,4.484,0.977,6004.0,860.0
224.1,6.538,19.13,17.2,33.8845825,1.74,4.447,0.886,5607.0,533.0
463.5,3.691,314.25,25.3,3.92453009,1.82,4.554,0.849,5776.0,1074.0
81.4,4.444,1891.43,10.8,0.93369659,0.78,4.558,0.838,5619.0,1680.0
29.5,1.4446,266.45,2.7,12.4250319,0.89,4.133,1.506,6290.0,1030.0
944.9,2.4076,5.51,27.3,14.87149773,1.59,4.749,0.524,3825.0,391.0
2313.2,1.7504,18.73,64.4,6.383159135,2.73,4.681,0.576,3757.0,530.0
465.8,1.7664,704.5,82.1,1.55400389,1.59,4.609,0.746,5409.0,1313.0
67.9,5.415,1839.74,24.8,1.89125855,0.81,4.41,0.927,6569.0,1671.0
374.4,27.49,51.57,35.4,12.4253356,2.02,4.541,0.783,5442.0,683.0
284.7,6.3461,240.8,33.4,12.10968709,2.98,4.093,1.458,6021.0,1005.0
830.0,2.954,445.83,6.8,2.46353343,21.49,4.587,0.777,5541.0,1171.0
1225.0,1.2968,84.76,39.8,5.663621501,2.47,4.601,0.723,4917.0,774.0
1684.2,2.3544,394.4,112.8,10.738427243,6.96,4.007,1.686,6180.0,1137.0
277001.0,3.57105,184.84,893.6,4.800232532,48.67,4.59,0.756,5591.0,941.0
4094.1,7.4672,111.99,136.5,15.8733803,8.15,4.276,1.054,6161.0,830.0
621.7,5.623,31.43,9.4,24.996068,2.4,4.492,0.956,5761.0,604.0
9094.6,4.3323,1560.69,244.1,0.697996932,28.06,4.636,0.695,5176.0,1604.0
96480.3,7.63621,88.89,4403.8,31.024310431,93.29,3.998,1.741,6011.0,783.0
219095.0,19.9499,75.91,3272.4,53.647084859,142.04,3.506,2.943,5261.0,753.0
122.9,2.969,798.35,12.0,2.98618134,1.16,4.447,1.041,6173.0,1356.0
365.3,4.584,17.69,20.9,26.7838935,1.59,4.512,0.856,5242.0,523.0
118.7,1.459,2484.64,16.1,1.11205787,1.02,4.488,0.932,6098.0,1799.0
277.8,1.211,100.13,14.0,7.32851947,2.33,4.464,0.874,5135.0,807.0
316.1,4.2246,122.98,53.8,10.30401132,1.84,4.364,1.046,5657.0,849.0
136.2,2.866,149.88,22.5,3.41045981,1.06,4.66,0.651,4983.0,892.0
44.3,2.521,647.55,17.3,2.89223998,0.7,4.354,1.065,5574.0,1287.0
341717.0,12.6047,13.15,963.5,63.68192888,71.45,4.386,1.054,5979.0,486.0
217.4,4.8,35.97,14.2,24.8434837,1.58,4.397,1.022,5670.0,625.0
406770.0,4.62051,3709.26,2165.3,1.246585716,81.28,4.369,1.183,6440.0,1992.0
2060.7,12.009,0.53,25.7,260.02265,3.13,4.684,0.608,5250.0,217.0
836.7,3.514,298.33,48.6,7.03932913,4.67,4.278,1.24,5846.0,1060.0
86.2,0.8302,1070.89,16.9,0.894172544,0.68,4.591,0.736,4982.0,1461.0
7912.7,3.16114,431.02,633.4,4.708326451,10.6,4.246,1.21,5560.0,1162.0
662.6,3.5302,457.16,89.2,2.178154774,19.46,4.624,0.712,5515.0,1180.0
2047.2,5.1227,20.05,171.0,29.19899219,4.15,4.462,0.94,5376.0,540.0
525.1,6.947,6.67,14.0,361.526458,5.7,4.064,1.923,7196.0,410.0
633.0,4.297,110.54,47.2,11.90352088,2.56,4.47,1.001,6063.0,827.0
19981.1,2.2868,10.93,1108.5,53.100942624,24.02,4.396,0.973,5465.0,464.0
39943.0,9.9776,1.44,464.2,198.443477,41.72,4.502,0.868,5420.0,279.0
817.4,3.0384,216.54,88.1,4.79860021,2.51,4.557,0.847,5631.0,978.0
730.5,12.351,0.65,15.0,380.294204,2.27,4.473,0.822,5518.0,229.0
446.7,4.473,222.19,37.7,8.72585478,2.86,4.326,1.131,6036.0,985.0
1175.4,4.3791,39.33,37.8,21.81295996,3.38,4.41,0.999,5601.0,639.0
837.5,3.0099,960.79,64.5,2.711504086,3.12,4.442,1.076,6214.0,1420.0
210.9,1.9139,827.82,22.1,1.796320953,1.2,4.503,0.829,5576.0,1367.0
588.8,6.3794,16.41,59.0,46.6856205,2.52,4.364,1.046,5657.0,513.0
208.4,4.718,65.92,9.3,17.4217322,1.42,4.456,0.967,6052.0,727.0
522879.0,11.5917,10412.56,1487.2,3.796448299,232.39,3.748,3.07,8117.0,2577.0
440.3,4.2354,102.24,28.3,17.14648756,3.64,4.127,1.412,5559.0,811.0
2054.8,2.0371,5.17,68.6,17.25121397,2.64,4.708,0.537,3879.0,385.0
607.3,5.4993,1202.54,92.2,1.752567456,26.56,4.433,0.996,5739.0,1502.0
169.0,3.078,213.25,12.6,5.25449393,1.41,4.5,0.954,5550.0,975.0
325.7,6.918,8.55,21.8,55.3291399,1.67,4.462,0.94,5376.0,436.0
778.8,8.491,84.66,58.4,35.7353616,5.47,4.045,1.697,6366.0,774.0
379.6,4.1682,111.24,41.1,14.40090414,2.71,4.27,1.198,5815.0,828.0
17.0,2.591,3704.01,7.9,0.93372008,0.41,4.452,0.983,6221.0,1990.0
9969.2,3.6337,1028.81,222.3,3.132604547,48.73,4.328,1.181,6248.0,1444.0
1223.3,2.2942,24.23,22.6,5.53609368,2.2,4.718,0.564,3891.0,566.0
523.4,18.34,0.77,9.0,453.64875,2.18,4.509,0.925,6060.0,239.0
501.6,7.461,174.1,194.9,16.23191704,3.54,4.042,1.585,5919.0,926.0
322.8,6.512,19.24,15.0,38.2856338,1.77,4.394,0.999,5616.0,534.0
40789.1,4.13997,75.6,488.7,18.78970984,44.01,4.439,0.884,6477.0,752.0
106.5,2.135,1294.96,9.4,8.97377221,2.96,3.76,2.829,6537.0,1530.0
184.1,4.984,0.37,8.5,361.901618,0.95,4.603,0.717,5053.0,198.0
1432.1,4.154,4.05,36.9,20.09017037,2.25,4.73,0.509,3906.0,362.0
134.2,4.389,320.19,21.8,13.53953595,2.32,3.985,1.997,6109.0,1079.0
41320.0,3.1229,0.76,294.8,302.38867822,40.73,4.499,0.857,5328.0,238.0
550.0,5.246,27.31,19.0,40.1015561,2.92,4.376,1.083,6100.0,583.0
60.5,2.088,9880.82,14.9,2.43585046,2.6,3.613,3.247,6501.0,2544.0
371.7,1.9985,129.44,19.9,3.64830183,1.33,4.622,0.714,4769.0,860.0
190191.0,1.79962,562.86,1049.3,0.846291334,30.8,4.721,0.526,4627.0,1243.0
144.4,10.691,1.59,11.4,374.80095,1.53,4.214,1.234,5804.0,286.0
3341.8,8.2183,67.65,266.3,23.65369415,7.89,4.191,1.384,5739.0,731.0
309.3,10.959,1.96,11.9,348.68162,2.09,4.386,1.155,6450.0,302.0
320.8,2.1552,115.35,17.7,5.1952021,1.37,4.551,0.738,5044.0,836.0
874.8,4.507,9.11,25.8,54.4183827,2.83,4.467,0.927,5455.0,443.0
114.8,5.194,7979.99,33.3,0.566796331,1.5,4.447,1.032,6319.0,2411.0
27.3,3.027,4286.78,9.7,0.93376089,0.57,4.426,1.078,6292.0,2064.0
25626.6,2.59202,1464.43,465.4,1.575631524,28.66,4.537,0.858,6202.0,1577.0
841.0,1.2635,30.85,47.7,1.538180949,1.0,4.978,0.274,3364.0,602.0
253.0,3.246,36.41,9.2,15.4032765,1.32,4.508,0.799,5272.0,626.0
430.8,2.348,103.3,18.9,9.75374033,1.87,4.528,0.899,5806.0,813.0
641.7,6.923,7.99,25.5,94.886902,4.24,4.342,1.097,5888.0,429.0
185.4,2.6624,679.12,97.0,2.426304127,1.41,4.484,0.97,5678.0,1302.0
462.1,1.1886,1575.78,46.2,0.941603153,2.29,4.481,0.837,5237.0,1608.0
553.9,1.813,350.69,37.1,4.469754641,2.26,4.507,0.934,5988.0,1103.0
728.5,1.6067,199.28,35.3,1.609321941,1.57,4.662,0.603,4224.0,958.0
177.7,3.516,77.99,43.4,18.01019956,1.93,4.322,1.101,5931.0,758.0
242.9,8.536,119.42,22.8,20.4972755,2.96,4.093,1.458,6021.0,843.0
245217.0,5.26926,1059.83,5461.0,4.059428737,67.38,4.281,1.33,6610.0,1455.0
55.5,3.0255,1372.36,3.4,1.752450163,0.79,4.364,0.99,5779.0,1552.0
262582.0,7.2492,12930.1,463.4,1.801863222,145.36,3.919,2.324,7479.0,2721.0
101.9,2.637,164.98,12.1,6.20920207,0.89,4.438,0.885,5440.0,914.0
63446.7,5.8962,215.71,1094.6,4.067371428,68.81,4.532,0.75,5385.0,978.0
113.3,3.3865,3477.17,42.0,0.885123683,1.14,4.44,0.998,5979.0,1961.0
778.8,8.491,84.66,58.4,35.7353616,5.47,4.045,1.697,6366.0,774.0
53725.8,4.04427,6.06,1003.7,56.048096688,42.62,4.518,0.78,5222.0,400.0
104562.0,2.2396,1031.53,303.0,1.35337091,26.69,4.511,0.784,5426.0,1444.0
186.3,1.7215,796.76,32.1,5.99185827,2.75,4.049,1.695,6157.0,1355.0
755.5,1.6415,105.25,28.9,5.33905606,1.9,4.573,0.704,5057.0,817.0
110.1,4.746,76.9,21.6,25.3690868,1.67,4.224,1.406,6126.0,755.0
79684.0,4.48223,16.51,1012.2,54.061328105,88.28,4.318,1.112,5786.0,514.0
339056.0,12.8138,18.65,1974.6,87.87826191,110.85,3.985,1.642,5784.0,530.0
942.8,4.77,11.0,12.9,77.086191,29.77,4.441,1.049,6228.0,464.0
1849.5,5.6316,2319.46,159.3,1.433262145,5.67,4.318,1.068,5977.0,1769.0
441.4,2.3816,302.6,20.9,4.44589508,1.94,4.544,0.865,5918.0,1063.0
5332.7,16.42,1.6,206.2,431.51734,10.28,4.294,1.312,6221.0,287.0
23.6,5.73,6030.14,7.6,5.09506,2.14,3.48,4.146,6700.0,2247.0
1283.2,12.831,0.77,42.1,110.9643706,2.11,4.695,0.546,4441.0,239.0
457.9,3.2241,157.41,38.8,9.91724268,2.85,4.244,1.207,5539.0,903.0
723.5,2.7546,62.21,48.7,8.1808949,2.1,4.596,0.77,5081.0,716.0
1070.7,2.3024,20.15,40.3,10.47548084,2.11,4.677,0.611,4463.0,540.0
141.5,11.233,57.28,24.1,51.0771048,3.66,3.62,3.051,5010.0,702.0
266.8,18.503,16.17,29.0,140.10765,3.42,3.963,2.097,6207.0,511.0
316.4,5.5677,131.94,48.3,13.71938426,1.98,4.41,1.105,6387.0,864.0
1709.0,2.7075,12.87,81.2,12.37646897,2.53,4.664,0.607,4200.0,483.0
313.0,2.909,352.4,17.0,4.59726613,1.69,4.494,0.959,5999.0,1105.0
1491.3,2.3569,14.2,79.2,9.521644639,2.16,4.697,0.567,4041.0,495.0
901.4,9.298,0.7,12.7,177.668663,2.32,4.615,0.701,4721.0,233.0
64.8,3.227,776.7,14.9,3.61460279,1.14,4.221,1.391,5711.0,1347.0
250.2,4.32,3248.17,37.5,0.73094589,17.12,4.553,0.848,5901.0,1922.0
134093.0,7.9331,615.74,1033.2,4.80912667,44.3,4.371,1.166,6462.0,1270.0
2894.1,8.6388,29.07,243.5,52.09081627,7.14,4.237,1.324,6198.0,592.0
408.7,7.4918,3474.41,147.1,2.404556949,4.69,4.013,1.775,6426.0,1958.0
64.0,3.641,8244.38,22.6,0.566790294,0.89,4.358,1.093,6100.0,2432.0
1925.1,3.3002,2.73,46.4,22.78078241,2.17,4.75,0.498,3731.0,328.0
67298.0,25.91,17023.71,416.2,2.882424694,399.44,2.667,8.058,4705.0,2912.0
359.2,6.712,900.64,28.9,2.11552348,21.43,4.509,0.951,5900.0,1398.0
532.9,16.1346,3587.69,210.1,1.547426532,3.62,4.303,1.264,6612.0,1973.0
585597.0,3.5028,29827.37,229.6,0.569115097,156.15,4.13,1.705,7174.0,3357.0
130083.0,5.94104,787.91,5131.4,3.62944008,40.08,4.355,1.093,6284.0,1351.0
520.2,3.9092,233.04,161.4,9.940666412,2.87,4.305,1.259,6215.0,996.0
944.3,10.168,788.02,86.2,19.97867,6.85,4.229,1.895,9651.0,1351.0
100.2,2.346,5972.52,34.5,0.764174368,1.18,4.417,1.125,6321.0,2241.0
778.4,4.5706,90.1,119.3,13.02493307,2.88,4.364,1.046,5657.0,786.0
3113.0,5.467,0.55,25.7,356.535835,28.27,4.532,0.75,5385.0,220.0
174.7,34.7564,236.05,137.3,8.80854183,2.69,4.3,1.21,6017.0,1000.0
7382.3,7.03515,1150.61,603.0,24.669192732,77.76,2.936,9.327,5313.0,1485.0
307.8,3.605,152.75,21.9,10.6816951,2.3,4.221,1.25,5553.0,897.0
841897.0,14.0841,2671.63,710.9,3.60727417,221.55,4.068,1.785,7026.0,1833.0
11267.8,2.4475,511.3,162.9,3.388887193,10.72,4.438,1.0,5780.0,1212.0
1626.6,5.118,16.19,30.2,57.6896212,5.14,4.441,1.049,6228.0,512.0
72.8,5.266,155.87,15.2,14.6134781,1.12,4.242,1.314,6194.0,901.0
41865.1,9.3564,28.2,1304.8,40.069674617,27.38,4.321,1.207,5911.0,588.0
99.8,3.663,805.05,27.5,3.47143963,1.19,4.409,1.111,6341.0,1358.0
26.5,2.591,11973.87,25.0,0.987338654,0.98,3.939,1.896,6258.0,2669.0
1626.0,4.685,0.69,27.4,56.0560754,1.94,4.757,0.491,3593.0,233.0
172.8,2.647,478.98,16.1,4.17939037,1.52,4.296,1.162,5633.0,1194.0
1917.9,3.493,4.11,22.7,20.9569985,2.38,4.718,0.564,3891.0,363.0
20953.1,3.81881,42.8,547.8,23.899634407,44.04,4.503,0.924,6192.0,652.0
71.2,2.341,155.7,11.2,10.42317343,1.07,4.287,1.135,5767.0,901.0
126.5,4.282,961.41,15.4,1.33255577,0.97,4.469,0.881,5122.0,1420.0
781.8,6.1191,110.42,39.4,14.78767172,3.46,4.269,1.248,5814.0,827.0
110.1,3.1886,2754.19,7.1,9.089151782,4.35,3.493,4.099,6729.0,1848.0
162.7,5.425,62.6,13.3,13.6396648,1.1,4.455,0.872,5600.0,717.0
107.3,3.414,144.45,22.0,14.4359459,1.46,4.264,1.352,6075.0,884.0
624.4,6.148,28.22,39.4,24.8056775,2.16,4.455,0.872,5600.0,588.0
116722.0,47.2475,5.93,3568.1,53.7406575,25.44,4.577,0.737,5288.0,398.0
708.7,3.689,0.66,9.5,308.185801,2.12,4.581,0.813,5380.0,230.0
3120.4,5.3694,336.73,373.0,8.025118521,7.79,4.196,1.369,6002.0,1093.0
29.4,2.4,1505.17,6.2,1.99638423,0.59,4.428,1.076,6249.0,1590.0
742.4,8.99,1.96,16.2,180.921729,2.3,4.554,0.848,5818.0,302.0
3425.0,2.3621,5767.22,291.1,0.752159702,43.73,4.296,1.175,5916.0,2224.0
2237.0,2.4327,6.47,124.7,9.467821474,2.13,4.807,0.458,3582.0,407.0
216.7,44.0504,55.85,56.4,53.912783631,4.25,3.917,2.02,6085.0,697.0
121.4,1.6993,48.52,25.8,9.74048508,0.95,4.562,0.721,5051.0,673.0
347.5,138.54,29.98,139.4,27.0779813,2.03,4.467,0.85,5906.0,597.0
110948.0,3.52048,3066.26,3769.0,1.025534511,43.68,4.487,0.919,6267.0,1896.0
217.3,5.558,29.95,17.0,17.7337356,1.24,4.56,0.831,5335.0,597.0
825.2,4.163,3.86,16.3,33.1362861,2.05,4.641,0.637,4245.0,357.0
778.4,4.5706,90.1,119.3,13.02493307,2.88,4.364,1.046,5657.0,786.0
136113.0,5.41096,345.76,5696.2,8.412008943,50.83,4.225,1.314,6247.0,1100.0
910.0,6.122,23.82,25.3,31.8841473,3.7,4.477,0.974,5779.0,563.0
425.8,1.4858,151.55,20.8,4.11585514,1.93,4.508,0.823,4827.0,895.0
53075.2,3.87956,1637.68,602.3,1.930451347,58.77,4.399,1.168,6154.0,1623.0
57.8,2.741,426.41,13.2,3.88258905,0.78,4.438,1.0,5780.0,1158.0
165.4,16.43,65.27,15.2,12.4288476,1.12,4.513,0.886,5595.0,725.0
334.0,7.253,19.93,22.8,42.4729078,2.03,4.327,1.111,5616.0,539.0
155.3,3.479,138.54,16.0,12.50945798,1.54,4.303,1.184,5949.0,875.0
332340.0,2.28163,12920.56,573.2,1.303570451,235.58,3.279,3.584,4884.0,2720.0
626.4,1.6018,97.62,16.8,9.84262076,2.41,4.49,0.972,5585.0,801.0
288.9,2.835,57.48,22.1,8.34819209,1.45,4.582,0.76,5001.0,702.0
129.5,3.854,142.1,19.6,16.25951967,1.72,4.169,1.499,5966.0,880.0
648.0,4.391,63.67,21.8,19.9865916,4.22,4.218,1.238,5500.0,720.0
952.7,3.2641,69.42,178.0,9.673958488,2.63,4.489,0.873,5192.0,736.0
1494.7,3.3203,4.0,35.2,20.06036336,1.96,4.754,0.493,3950.0,361.0
903.9,2.4546,3304.55,86.1,2.783883492,67.17,3.835,2.147,6028.0,1934.0
1433.8,3.1152,138.88,101.6,7.381980206,3.42,4.47,0.914,5559.0,876.0
807.6,2.1764,8.01,44.4,7.11373257,1.16,4.855,0.411,3561.0,429.0
255.2,1.606,229.93,9.9,8.34410791,1.75,4.434,1.058,6321.0,993.0
5536.0,6.8575,58.71,157.8,19.56313723,9.73,4.352,1.077,5766.0,706.0
834.9,19.4,0.6,12.1,423.73074,2.48,4.553,0.853,5743.0,225.0
662677.0,13.8913,160.52,1602.7,5.06318803,302.18,4.531,0.752,5375.0,908.0
124.6,7.083,6009.05,63.3,3.10197712,2.64,4.232,1.797,8709.0,2246.0
491.3,2.1121,341.68,58.8,5.370639542,2.54,4.355,1.085,5821.0,1096.0
262.0,8.093,23.96,25.9,31.7787564,1.5,4.391,0.928,5638.0,564.0
163385.0,1.4283,257.36,169.4,5.663604992,54.55,4.438,1.0,5780.0,1021.0
187.9,4.1828,107.96,41.7,12.75800092,1.49,4.34,1.095,5782.0,822.0
134176.0,13.8604,171.91,8616.1,21.570508432,63.68,4.003,1.692,6322.0,923.0
504.4,1.813,95.61,15.7,4.53702121,1.66,4.633,0.688,4805.0,798.0
106.8,2.851,37.3,12.5,13.0600399,0.8,4.566,0.769,5168.0,630.0
8894.7,5.92691,137.06,556.2,21.0871953,14.43,4.101,1.522,6266.0,873.0
748.3,1.132,439.8,43.2,5.05821338,10.69,3.972,1.667,4883.0,1168.0
118.5,3.474,528.14,17.7,5.79179934,1.69,4.244,1.318,6174.0,1222.0
234.3,4.4073,259.95,38.2,8.96847034,2.17,4.185,1.374,5808.0,1024.0
965.2,5.772,6.2,27.8,49.5004725,2.49,4.5,0.828,4954.0,402.0
292.3,5.466,201.96,18.4,11.63486009,2.61,4.066,1.548,5570.0,961.0
389.5,0.9817,10827.22,36.4,0.614083885,2.55,4.352,1.276,6521.0,2603.0
127.7,1.988,447.79,11.2,2.17814186,0.92,4.506,0.84,5101.0,1174.0
214.0,1.9743,1082.28,27.9,2.06190864,1.63,4.346,1.089,5622.0,1463.0
2232.1,5.0066,152.76,304.6,12.466004437,5.65,4.284,1.191,6038.0,897.0
182.4,2.2139,1345.92,41.2,1.732346403,1.37,4.389,1.014,5767.0,1546.0
314.8,2.066,48.82,16.8,1.992812339,6.81,4.844,0.42,3638.0,675.0
778.8,8.491,84.66,58.4,35.7353616,5.47,4.045,1.697,6366.0,774.0
906.3,5.0274,14.59,44.1,29.00789166,2.64,4.566,0.801,5295.0,498.0
182.5,6.69,37.8,10.6,11.9283194,0.98,4.545,0.75,5010.0,632.0
56.6,2.898,1192.26,14.7,5.00749378,1.68,3.644,2.243,5242.0,1499.0
131.4,6.998,211.41,12.3,3.5564279,0.8,4.638,0.694,5404.0,972.0
115.6,3.639,148.97,17.1,5.93725628,0.86,4.494,0.799,5428.0,891.0
3812.1,2.7055,274.98,99.5,4.583520948,5.39,4.54,0.877,5815.0,1038.0
15860.2,9.2639,2.78,277.2,83.09708021,13.83,4.627,0.636,5286.0,329.0
296.3,1.938,174.45,17.9,3.60082855,1.36,4.524,0.796,4838.0,927.0
1410.7,2.3892,38.52,87.2,5.95489993,2.33,4.641,0.633,4261.0,635.0
43.4,1.255,4811.39,9.0,1.070982122,0.98,4.109,1.433,5717.0,2122.0
129696.0,5.7545,649.25,224.9,7.363572395,82.22,4.208,1.508,6793.0,1287.0
1530.6,1.7626,1362.23,181.9,1.872620976,31.43,4.427,1.004,6031.0,1550.0
