pl_name,hostname,default_flag,koi_disposition,disp_refname,sy_snum,sy_pnum,soltype,pl_controv_flag,pl_refname,koi_period,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,koi_prad,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,koi_insol,pl_insolerr1,pl_insolerr2,pl_insollim,koi_teq,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,koi_depth,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,koi_duration,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_refname,st_spectype,koi_steff,st_tefferr1,st_tefferr2,st_tefflim,koi_srad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,koi_slogg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,koi_model_snr,Target
EPIC 211492541.01,EPIC 211492541,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.0317459999999983,,,0.0,,,,,1.055440151181183,,,,,,,,450.2882573698202,,,,834.825642650002,,,,0.0,13062.0,,,0.0,5.5512,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7598.94,134.07,-148.64,0.0,1.8508399999999998,0.137728,-0.105287,0.0,1.77,0.383382,-0.191756,0.0,-0.1772,0.0373,-0.0373,0.0,[M/H],4.1513,0.099738,-0.084613,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m12.30s,132.8012702,+13d01m55.00s,13.0319453,1050.38,60.61,-54.466,12.494,0.126,-0.126,11.517,0.023,-0.023,12.3374,0.000575,-0.000575,2019-02-26,2018-07,2019-02-26,137.0644472681991,0.0
EPIC 211493669.01,EPIC 211493669,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.5833700000000022,,,0.0,,,,,1.1931997211786811,,,,,,,,144.60455888005015,,,,798.2916225409308,,,,0.0,16936.0,,,0.0,1.1639999999999997,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5802.79,195.95,-247.63,0.0,0.742872,0.062163,-0.062219,0.0,1.04,0.144103,-0.149473,0.0,0.34,0.209,-0.209,0.0,[M/H],4.71327,0.122372,-0.103805,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m33.92s,131.6413223,+13d02m56.76s,13.0490997,336.045,3.891,-3.806,13.443,0.069,-0.069,10.989,0.019,-0.019,12.9972,0.001634,-0.001634,2019-02-26,2018-07,2019-02-26,73.19966547825368,0.0
EPIC 211503824.01,EPIC 211503824,1,CANDIDATE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.047195000000002,,,0.0,,,,,0.906214706618794,,,,,,,,1292.7589797808168,,,,834.6084190923502,,,,0.0,255.0,,,0.0,1.8936,,,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6150.0,110.0,-110.0,0.0,0.958,0.013,-0.013,0.0,,,,,,,,,,4.476,0.023,-0.023,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m19.68s,134.0820135,+13d11m34.02s,13.1927828,209.24,1.921,-1.887,11.233,0.012,-0.012,9.945,0.02,-0.02,11.217,0.000655,-0.000655,2019-02-26,2018-07,2019-02-26,54.77446967905888,0.0
EPIC 211505089.01,EPIC 211505089,1,CANDIDATE,Kruse et al. 2019,1.0,0.0,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,24.4472,0.0028,-0.0028,0.0,,,,,1.8200000000000003,0.18,-0.24,0.0,,,,,18.754394322645965,,,,589.9398776701471,,,,0.0,718.0,0.0028,-0.0029,0.0,6.36,0.168,-0.24,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,4584.985618745248,,,,0.647,0.059,-0.061,0.0,,,,,,,,,,4.671523164721462,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m00.10s,123.2504218,+13d12m37.17s,13.2103237,172.926,0.948,-0.938,13.163,0.057,-0.057,10.567,0.017,-0.017,12.8901,0.000237,-0.000237,2019-09-05,2019-09,2019-09-05,25.19298245614027,0.0
EPIC 211506851.01,EPIC 211506851,1,CANDIDATE,Zink et al. 2021,1.0,0.0,Published Candidate,0.0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,10.542179,0.000575,-0.000714,0.0,,,,,3.123,0.229,-0.213,0.0,,,,,1064.9198021500576,,,,914.1569575032606,,,,0.0,4417.716812972496,,,,3.3,,,0.0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5441.0,138.0,-138.0,0.0,0.916,0.058,-0.055,0.0,0.81,0.36,-0.247,0.0,0.021,0.198,-0.198,0.0,[Fe/H],4.423,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m01.39s,129.2557752,+13d14m09.36s,13.2359338,394.341,4.104,-4.022,13.307,0.069,-0.069,11.541,0.018,-0.018,13.1276,0.000285,-0.000285,2021-11-19,2021-12,2021-11-19,54.60469033646365,0.0
EPIC 211509665.01,EPIC 211509665,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,3.2471940000000004,,,0.0,,,,,1.2039571958220314,,,,,,,,691.3925576904476,,,,845.2424247725452,,,,0.0,274993.0,,,0.0,4.704,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5581.0,123.0,-123.0,0.0,1.17125,,,0.0,0.99,,,0.0,,,,,,4.29641,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m54.85s,129.978559,+13d16m31.70s,13.2754718,1871.14,336.16,-253.97,16.111,0.378,-0.378,14.373,0.058,-0.058,16.0038,0.000591,-0.000591,2019-02-26,2018-07,2019-02-26,41.96620840936686,0.0
EPIC 211510580.01,EPIC 211510580,1,CANDIDATE,Kruse et al. 2019,1.0,0.0,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.314709999999998,0.00039,-0.00036,0.0,,,,,1.4500000000000002,0.15,-0.96,0.0,,,,,14.947229077814029,,,,587.1044726539644,,,,0.0,1511.0,0.0096,-0.0103,0.0,1.896,0.168,-0.36,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,4423.064465111735,,,,0.355,0.007,-0.187,0.0,,,,,,,,,,4.698579079139846,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m44.34s,126.4347415,+13d17m17.42s,13.2881732,100.614,0.712,-0.7024,16.34,0.149,-0.149,11.633,0.02,-0.02,15.2044,0.000434,-0.000434,2019-09-05,2019-09,2019-09-05,15.1859296482412,0.0
EPIC 211516501.01,EPIC 211516501,1,CANDIDATE,Kruse et al. 2019,1.0,0.0,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.849809999999998,0.00055,-0.00053,0.0,,,,,1.8600000000000003,0.32,-0.34,0.0,,,,,648.1103059378295,,,,1177.5941127287279,,,,0.0,152.99999999999636,0.0011,-0.0012,0.0,3.36,0.216,-0.264,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,6493.644794691372,,,,1.42,0.22,-0.13,0.0,,,,,,,,,,4.249236103959931,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m35.86s,135.8994203,+13d22m17.37s,13.3714906,580.847,53.519,-45.353,12.613,0.069,-0.069,11.168,0.023,-0.023,12.5174,0.000194,-0.000194,2019-09-05,2019-09,2019-09-05,13.304347826086996,0.0
EPIC 211524114.01,EPIC 211524114,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.715676000000002,,,0.0,,,,,1.3829241411012765,,,,,,,,684.44199277337,,,,838.4306954778519,,,,0.0,1668.0,,,0.0,1.248,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4476.31,27.02,-27.02,0.0,7.82356,,,0.0,,,,,0.2198,0.0251,-0.0251,0.0,[M/H],3.446018305017475,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m46.01s,131.6917066,+13d28m45.63s,13.4793426,911.716,34.722,-34.722,11.805,0.023,-0.023,9.056,0.019,-0.019,11.4692,0.000658,-0.000658,2019-02-26,2018-07,2019-02-26,57.50754176766219,0.0
EPIC 211524558.01,EPIC 211524558,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.5469689999999972,,,0.0,,,,,1.1729172448493488,,,,,,,,1292.7156736986221,,,,867.9014093116753,,,,0.0,496879.99999999994,,,0.0,1.9608,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5162.92,16.67,-16.67,0.0,0.996147,,,0.0,0.87,,,0.0,-0.4212,0.0157,-0.0157,0.0,[M/H],4.38094,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m11.94s,136.0497659,+13d29m07.83s,13.4855094,510.106,7.768,-7.768,14.068,0.126,-0.126,11.889,0.023,-0.023,13.8491,0.011912,-0.011912,2019-02-26,2018-07,2019-02-26,128.88172112897144,0.0
EPIC 211526186.01,EPIC 211526186,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.682617999999998,,,0.0,,,,,1.3428085934178577,,,,,,,,1195.5459127411139,,,,840.5316890964516,,,,0.0,10942.999999999998,,,0.0,1.1688,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6120.16,108.73,-87.2,0.0,2.77001,0.315249,-0.278118,0.0,1.16,0.18354,-0.134615,0.0,-0.1733,0.0271,-0.0271,0.0,[M/H],3.61756,0.078612,-0.153221,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m05.83s,135.274273,+13d30m33.39s,13.5092749,1262.45,128.62,-107.52,12.993,0.069,-0.069,11.402,0.018,-0.018,12.8077,0.000469,-0.000469,2019-02-26,2018-07,2019-02-26,45.689416083472054,0.0
EPIC 211533633.01,EPIC 211533633,1,CANDIDATE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.1269530000000003,,,0.0,,,,,1.7000000000000002,,,0.0,,,,,26.595677367888015,,,,579.3187475832849,,,,0.0,707.0,,,0.0,1.416,,,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,4020.0,220.0,-220.0,0.0,0.573,0.018,-0.018,0.0,,,,,,,,,,4.696,0.015,-0.015,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h09m53.20s,137.4716756,+13d36m46.42s,13.6128935,108.027,0.35,-0.349,13.567,0.069,-0.069,10.29,0.024,-0.024,13.1491,0.000254,-0.000254,2019-02-26,2018-07,2019-02-26,54.824771502624344,0.0
EPIC 211534342.01,EPIC 211534342,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.5127019999999973,,,0.0,,,,,1.1585277366058264,,,,,,,,629.9099775096272,,,,871.9669684715067,,,,0.0,259506.0,,,0.0,1.8024,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4513.0,134.0,-134.0,0.0,1.00839,,,0.0,0.71,,,0.0,,,,,,4.28207,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m22.60s,137.0941737,+13d37m21.34s,13.6225937,861.467,42.861,-39.057,16.147,0.286,-0.286,13.461,0.037,-0.037,15.7659,0.008065,-0.008065,2019-02-26,2018-07,2019-02-26,131.05804431150364,0.0
EPIC 211535327.01,EPIC 211535327,1,CANDIDATE,Kruse et al. 2019,1.0,0.0,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,20.2244,0.0021,-0.002,0.0,,,,,2.9399999999999995,0.18,-0.39,0.0,,,,,31.34575794548755,,,,682.1270217742621,,,,0.0,1132.0,0.0058,-0.006,0.0,4.176,0.192,-0.288,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,5356.169542811617,,,,0.8325,0.0095,-0.011,0.0,,,,,,,,,,4.558965782416135,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h15m45.46s,123.9394023,+13d38m10.41s,13.6362239,488.572,5.916,-5.779,14.063,0.16,-0.16,12.217,0.02,-0.02,13.8711,0.000195,-0.000195,2019-09-05,2019-09,2019-09-05,19.18644067796606,0.0
EPIC 211535481.01,EPIC 211535481,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.5396959999999993,,,0.0,,,,,4.545461689291953,,,,,,,,3637.833894792505,,,,2076.4157113996994,,,,0.0,101331.0,,,0.0,1.7448,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5835.556841425983,,,,1.0283725622799205,,,,,,,,,,,,,4.423090353583513,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m31.72s,130.882181,+13d38m19.13s,13.638647,,,,15.318,0.275,-0.275,13.361,0.036,-0.036,,,,2019-02-26,2018-07,2019-02-26,47.588843541289634,0.0
EPIC 211537087.02,K2-356,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1.0,1.0,Published Candidate,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,42.3822512,0.0059266,-0.0055157,0.0,0.2688,0.0288,-0.0596,0.0,2.58,0.19,-0.14,0.0,,,,,205.70536901739237,,,,482.0,3.0,-29.0,0.0,0.0,721.4412091182749,,,,5.2045150059699985,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5568.0,178.0,-150.0,0.0,0.8599999999999999,0.03,-0.03,0.0,0.9,0.05,-0.06,0.0,-0.11,0.15,-0.17,0.0,[Fe/H],4.52,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m17.26s,128.3219134,+13d39m40.95s,13.6613758,355.54,3.793,-3.714,13.268,0.08,-0.08,11.508,0.02,-0.02,13.148,0.000235,-0.000235,2022-04-18,2022-01,2022-04-18,29.34514836033867,0.0
EPIC 211537087.03,K2-356,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1.0,1.0,Published Candidate,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,41.9,,,-1.0,0.228,,,-1.0,2.2799999999999994,0.43,-0.26,0.0,,,,,209.41120578047162,,,,82.0,,,1.0,0.0,700.362370423536,,,,4.845049258933349,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5568.0,178.0,-150.0,0.0,0.8599999999999999,0.03,-0.03,0.0,0.9,0.05,-0.06,0.0,-0.11,0.15,-0.17,0.0,[Fe/H],4.52,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h33m17.26s,128.3219134,+13d39m40.95s,13.6613758,355.54,3.793,-3.714,13.268,0.08,-0.08,11.508,0.02,-0.02,13.148,0.000235,-0.000235,2022-04-18,2022-01,2022-04-18,25.877693573755607,0.0
EPIC 211538193.01,EPIC 211538193,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.5972579999999965,,,0.0,,,,,1.203018251406415,,,,,,,,1205.7259707745725,,,,866.3004517573416,,,,0.0,250566.0,,,0.0,1.9608,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5374.42,22.17,-22.17,0.0,1.47741,,,0.0,0.93,,,0.0,-0.206,0.021,-0.021,0.0,[M/H],4.06755,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m00.27s,130.2511429,+13d40m35.50s,13.6765266,751.35,23.7455,-23.7455,13.882,0.149,-0.149,12.119,0.02,-0.02,13.6656,0.006916,-0.006916,2019-02-26,2018-07,2019-02-26,38.93198722809882,0.0
EPIC 211540348.01,EPIC 211540348,1,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.6203879999999984,,,0.0,,,,,1.2233633082482864,,,,,,,,998.8438026628971,,,,839.0913955989909,,,,0.0,497677.99999999994,,,0.0,1.9608,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7577.62,18.84,-18.84,0.0,1.48463,,,0.0,1.76,,,0.0,-0.4425,0.0178,-0.0178,0.0,[M/H],4.34034,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h38m35.50s,129.647924,+13d42m23.94s,13.7066497,1327.76,62.115,-62.115,13.475,0.114,-0.114,12.559,0.027,-0.027,13.3569,0.004438,-0.004438,2019-02-26,2018-07,2019-02-26,42.58464916052657,0.0
EPIC 211541590.01,EPIC 211541590,1,CANDIDATE,Barros et al. 2016,1.0,0.0,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,9.81881482,,,0.0,,,,,2.2665480201260513,,,,,,,,15.810688601021525,,,,492.1842538254793,,,,0.0,2850.0,0.056,-0.056,0.0,3.206,0.505,-0.505,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3463.0,157.0,-157.0,0.0,0.41108100000000003,0.012511,-0.012511,0.0,0.403933,0.020475,-0.020475,0.0,,,,,,4.81652,0.00441,-0.00441,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h08m42.60s,137.1774989,+13d43m25.66s,13.7237933,131.4014,,,15.204,0.085,-0.085,10.648,0.022,-0.022,14.1096,0.00036,-0.00036,2016-12-21,2016-10,2016-12-21,5.089285714285666,0.0
EPIC 211543616.01,EPIC 211543616,1,CANDIDATE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.5182319999999976,,,0.0,,,,,0.9358808563141539,,,,,,,,1813.054698828949,,,,937.5881194726891,,,,0.0,356389.0,,,0.0,3.0816,,,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,5510.0,210.0,-210.0,0.0,1.209,0.074,-0.074,0.0,,,,,,,,,,4.237,0.062,-0.062,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h45m53.56s,131.473165,+13d45m09.85s,13.752736,1256.05,83.83,-74.19,15.906,0.06,-0.06,13.563,0.042,-0.042,15.6416,0.001016,-0.001016,2019-02-26,2018-07,2019-02-26,43.163850305722804,0.0
EPIC 211544257.01,EPIC 211544257,1,CANDIDATE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.6301300000000012,,,0.0,,,,,0.9619907778427779,,,,,,,,1094.498584800411,,,,906.9668267102909,,,,0.0,46964.0,,,0.0,2.2848,,,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6190.0,230.0,-230.0,0.0,1.602,0.047,-0.047,0.0,,,,,,,,,,4.136,0.041,-0.041,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m18.08s,132.8253523,+13d45m41.00s,13.761389,545.351,14.887,-14.13,12.413,0.16,-0.16,10.919,0.02,-0.02,12.2699,0.000531,-0.000531,2019-02-26,2018-07,2019-02-26,273.2989989907801,0.0
EPIC 211546613.01,EPIC 211546613,1,CANDIDATE,Yu et al. 2018,1.0,0.0,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.007472,,,0.0,,,,,0.9372622540781856,,,,,,,,44.13717738831531,,,,839.5169574336612,,,,0.0,16989.0,,,0.0,0.9047999999999998,,,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,3790.0,70.0,-70.0,0.0,0.473,0.012,-0.012,0.0,,,,,,,,,,4.783,0.013,-0.013,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m48.01s,136.2000475,+13d47m43.60s,13.7954456,272.64,7.15,-6.801,17.53,0.2,-0.2,12.881,0.026,-0.026,16.383,0.000959,-0.000959,2019-02-26,2018-07,2019-02-26,12.785073544319516,0.0
