pl_name,hostname,default_flag,koi_disposition,disp_refname,sy_snum,sy_pnum,soltype,pl_controv_flag,pl_refname,koi_period,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,koi_prad,pl_radeerr1,pl_radeerr2,pl_radelim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,koi_insol,pl_insolerr1,pl_insolerr2,pl_insollim,koi_teq,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,koi_depth,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,koi_duration,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_refname,st_spectype,koi_steff,st_tefferr1,st_tefferr2,st_tefflim,koi_srad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,koi_slogg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,koi_model_snr,Target
HIP 41378 c,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..10V/abstract target=ref>Vanderburg et al. 2016</a>,31.6978,0.004,-0.004,0.0,,,,,2.5600000000000005,0.4,-0.4,0.0,,,,,505.92023360164745,,,,674.7983353075715,,,,1.0,780.2643192282558,,,,3.9597922820812697,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..10V/abstract target=ref>Vanderburg et al. 2016</a>,,6199.0,50.0,-50.0,0.0,1.4,0.19,-0.19,0.0,1.15,0.064,-0.064,0.0,-0.11,0.08,-0.08,0.0,[Fe/H],4.18,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-06-03,2016-08,2016-07-07,19.8472617501169,1.0
HIP 41378 c,HIP 41378,1,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,31.70603,6e-05,-6e-05,0.0,,,,,2.7270000000000003,0.06,-0.06,0.0,,,,,54.0,2.0,-1.0,0.0,757.0,7.0,-4.0,0.0,1.0,430.729455831588,,,,6.493819078607388,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,6320.0,60.0,-30.0,0.0,1.273,0.015,-0.015,0.0,1.16,0.04,-0.04,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.294,0.006,-0.006,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2025-09-17,2025-06,2025-09-17,22.185926593218028,1.0
HIP 41378 c,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,TESS Project Candidate,0.0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,31.71802083162,0.00012969133,-0.00012969133,0.0,,,,,2.29980485,3.6733382,-3.6733382,0.0,,,,,55.61750000000001,,,0.0,696.5,,,0.0,1.0,292.86500000000524,0.00391296,-0.00391296,0.0,2.3326321,0.838543,-0.838543,0.0,<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>,,6352.33,149.65,-149.65,0.0,1.30883,0.070123,-0.070123,0.0,,,,,,,,,,4.30502,0.095541,-0.095541,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2024-12-10,2017-07,2024-12-10,7.484487446843332,1.0
HIP 41378 c,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,31.70648,0.00024,-0.00019,0.0,,,,,3.0809106668577027,,,,,,,,65.21000729351476,,,,577.5183551475649,,,,1.0,890.3730379174413,,,,6.589710751287987,,,,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,,6226.0,43.0,-43.0,0.0,1.343,0.032,-0.032,0.0,1.168,0.072,-0.072,0.0,,,,,,4.237807567289506,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-06-03,2019-05,2019-06-13,41.73797971054887,1.0
HIP 41378 d,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,1114.0,,,1.0,,,,,10.0881849361113,,,,,,,,1.2324441248903781,,,,288.73084522310864,,,,0.0,3680.808509176415,,,,9.58215401841979,,,,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,,6226.0,43.0,-43.0,0.0,1.343,0.032,-0.032,0.0,1.168,0.072,-0.072,0.0,,,,,,4.270683550180967,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-06-03,2019-05,2019-06-13,106.03157105642379,1.0
HIP 41378 d,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=GROUFFAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221014125G/abstract target=ref>Grouffal et al. 2022</a>,278.3618,,,0.0,,,,,8.811433155958932,,,,0.0,,,0.0,3.7059375548350317,,,,371.1961831656748,,,,0.0,4750.505662884701,,,,9.199214390402517,,,,<a refstr=GROUFFAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221014125G/abstract target=ref>Grouffal et al. 2022</a>,,6306.132056992699,,,,1.28,,,0.0,,,,,,,,,,4.286960575066207,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2023-01-18,2022-10,2023-01-18,119.09194606860854,1.0
HIP 41378 d,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=BECKER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...19B/abstract target=ref>Becker et al. 2019</a>,48.1,,,-1.0,,,,,2.5142633541670047,,,,,,,,553.916467608309,,,,1047.0932754232763,,,,0.0,4006.254477285893,,,,12.71,0.26,-0.26,0.0,<a refstr=BECKER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...19B/abstract target=ref>Becker et al. 2019</a>,,6199.0,50.0,-50.0,0.0,1.35,0.03,-0.03,0.0,1.14,0.033,-0.033,0.0,-0.11,0.08,-0.08,0.0,[M/H],4.2,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-09-20,2019-01,2019-09-26,45.454375415806794,1.0
HIP 41378 d,HIP 41378,1,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,278.3618,0.0005,-0.0005,0.0,,,,,3.54,0.06,-0.06,0.0,,,,,3.009999999999991,0.11,-0.06,0.0,367.0,3.0,-2.0,0.0,0.0,981.8390404240381,,,,11.104809206600832,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,6320.0,60.0,-30.0,0.0,1.273,0.015,-0.015,0.0,1.16,0.04,-0.04,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.294,0.006,-0.006,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2025-09-17,2025-06,2025-09-17,47.34372860788005,1.0
HIP 41378 d,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..10V/abstract target=ref>Vanderburg et al. 2016</a>,156.0,163.0,-78.0,0.0,,,,,3.96,0.59,-0.59,0.0,,,,,531.4988262902342,,,,915.0636190805794,,,,0.0,1189.327141378686,,,,12.71,0.26,-0.26,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..10V/abstract target=ref>Vanderburg et al. 2016</a>,,6199.0,50.0,-50.0,0.0,1.4,0.19,-0.19,0.0,1.15,0.064,-0.064,0.0,-0.11,0.08,-0.08,0.0,[Fe/H],4.18,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-06-03,2016-08,2016-07-07,35.93622954108571,1.0
HIP 41378 e,HIP 41378,1,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,369.0,10.0,-10.0,0.0,,,,,4.92,0.09,-0.09,0.0,,,,,2.1000000000000227,0.1,-0.1,0.0,335.0,4.0,-4.0,0.0,0.0,1774.950492019223,,,,10.002291640159587,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,6320.0,60.0,-30.0,0.0,1.273,0.015,-0.015,0.0,1.16,0.04,-0.04,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.294,0.006,-0.006,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2025-09-17,2025-06,2025-09-17,78.76757441668838,1.0
HIP 41378 e,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,561.3196445,,,,,,,,7.155000000393241,,,,,,,,73.83910738802683,,,,754.5663005846288,,,,0.0,928.5416666724304,,,,6.35142857155403,,,,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,,6226.0,43.0,-43.0,0.0,1.343,0.032,-0.032,0.0,1.168,0.072,-0.072,0.0,,,,,,4.2518748549136305,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-06-03,2019-05,2019-06-13,26.377600554801575,1.0
HIP 41378 e,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..10V/abstract target=ref>Vanderburg et al. 2016</a>,131.0,61.0,-36.0,0.0,,,,,5.51,0.77,-0.77,0.0,,,,,505.26011471781857,,,,945.0001978939225,,,,0.0,1524.4911255052793,,,,13.007,0.088,-0.088,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..10V/abstract target=ref>Vanderburg et al. 2016</a>,,6199.0,50.0,-50.0,0.0,1.4,0.19,-0.19,0.0,1.15,0.064,-0.064,0.0,-0.11,0.08,-0.08,0.0,[Fe/H],4.18,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-06-03,2016-08,2016-07-07,40.47005458943619,1.0
HIP 41378 f,HIP 41378,1,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,542.0797500000001,0.00014,-0.00014,0.0,,,,,9.2,0.1,-0.1,0.0,,,,,1.240000000000009,0.06,-0.02,0.0,294.0,3.0,-1.0,0.0,0.0,3912.5905400408046,,,,7.635959021053619,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,6320.0,60.0,-30.0,0.0,1.273,0.015,-0.015,0.0,1.16,0.04,-0.04,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.294,0.006,-0.006,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2025-09-17,2025-06,2025-09-17,143.01183292023973,1.0
HIP 41378 f,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=BECKER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...19B/abstract target=ref>Becker et al. 2019</a>,46.4,,,-1.0,,,,,2.3305758645119052,,,,,,,,554.3249853464071,,,,1026.0251305563547,,,,0.0,5000.0,,,0.0,18.998,0.051,-0.051,0.0,<a refstr=BECKER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...19B/abstract target=ref>Becker et al. 2019</a>,,6199.0,50.0,-50.0,0.0,1.35,0.03,-0.03,0.0,1.14,0.033,-0.033,0.0,-0.11,0.08,-0.08,0.0,[M/H],4.2,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-09-20,2019-01,2019-09-26,46.14602837396819,1.0
HIP 41378 f,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..10V/abstract target=ref>Vanderburg et al. 2016</a>,324.0,121.0,-126.0,0.0,,,,,10.2,1.4,-1.4,0.0,,,,,310.9504749208487,,,,1221.6337718026928,,,,0.0,6837.353711455693,,,,18.998,0.051,-0.051,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827L..10V/abstract target=ref>Vanderburg et al. 2016</a>,,6199.0,50.0,-50.0,0.0,1.4,0.19,-0.19,0.0,1.15,0.064,-0.064,0.0,-0.11,0.08,-0.08,0.0,[Fe/H],4.18,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-06-03,2016-08,2016-07-07,68.26176707558778,1.0
HIP 41378 f,HIP 41378,0,CONFIRMED,Vanderburg et al. 2016,1.0,6.0,Published Confirmed,0.0,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,1084.0,,,1.0,,,,,10.190454856432998,,,,,,,,1.2561511623285355,,,,290.8493276930958,,,,0.0,3680.808509176415,,,,9.58215401841979,,,,<a refstr=BERARDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..185B/abstract target=ref>Berardo et al. 2019</a>,,6226.0,43.0,-43.0,0.0,1.343,0.032,-0.032,0.0,1.168,0.072,-0.072,0.0,,,,,,4.268371599059107,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m27.80s,126.6158279,+10d04m49.33s,10.0803708,106.289,0.676,-0.668,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389,2019-06-03,2019-05,2019-06-13,102.96700716862586,1.0
K2-10 b,K2-10,0,CONFIRMED,Montet et al. 2015,1.0,1.0,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,19.3037,0.0016,-0.0016,0.0,0.137,0.0015,-0.0015,0.0,4.37,0.41,-0.41,0.0,,,,,54.10000000000002,9.5,-9.5,0.0,881.1471683887725,,,,0.0,6662.59239554753,,,,3.777,0.084,-0.084,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5581.0,70.0,-70.0,0.0,1.08,0.09,-0.09,0.0,0.92,0.03,-0.03,0.0,,,,,,4.333,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,272.36,3.112,-3.044,12.429,0.069,-0.069,10.645,0.021,-0.021,12.2156,0.00024,-0.00024,2016-07-14,2016-09,2016-07-18,55.06326237680912,1.0
K2-10 b,K2-10,0,CONFIRMED,Montet et al. 2015,1.0,1.0,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,19.30481,0.00056,-0.00055,0.0,,,,,2.9800000000000004,0.38,-0.84,0.0,,,,,32.6504828152369,,,,617.1376553708728,,,,0.0,1690.9999999999964,0.0028,-0.0028,0.0,3.8064,0.0648,-0.0888,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,4389.3614616388395,,,,0.7210000000000001,0.09,-0.194,0.0,,,,,,,,,,4.574106651086684,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,272.36,3.112,-3.044,12.429,0.069,-0.069,10.645,0.021,-0.021,12.2156,0.00024,-0.00024,2019-09-05,2019-09,2019-09-05,60.39285714285717,1.0
K2-10 b,K2-10,0,CONFIRMED,Montet et al. 2015,1.0,1.0,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,19.307107,,,0.0,,,,,3.83,,,0.0,,,,,179.51007602078658,,,,768.9947316717867,,,,0.0,1650.0,,,0.0,3.8,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5454.0,,,0.0,0.8599999999999999,,,0.0,,,,,,,,,,4.549534929282091,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,272.36,3.112,-3.044,12.429,0.069,-0.069,10.645,0.021,-0.021,12.2156,0.00024,-0.00024,2015-12-05,2016-01,2015-12-05,62.63367086398199,1.0
K2-10 b,K2-10,0,CONFIRMED,Montet et al. 2015,1.0,1.0,Published Confirmed,0.0,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>,19.3044,0.0012,-0.0012,0.0,,,,,3.84,0.35,-0.34,0.0,0.31,0.16,-0.18,0.0,201.34694798622618,,,,801.255898513776,,,,0.0,3489.2849124873173,,,,2.871431645791471,,,,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>,,5620.0,70.0,-70.0,0.0,0.98,0.08,-0.08,0.0,0.92,0.05,-0.05,0.0,-0.07,0.07,-0.07,0.0,[Fe/H],4.5,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,272.36,3.112,-3.044,12.429,0.069,-0.069,10.645,0.021,-0.021,12.2156,0.00024,-0.00024,2016-02-10,2016-03,2016-02-11,31.994228156088298,1.0
K2-10 b,K2-10,1,CONFIRMED,Montet et al. 2015,1.0,1.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,19.305529999999997,0.00047,-0.00047,0.0,,,,,3.7729999999999997,0.088,-0.048,0.0,,,,,42.10000000000002,4.8,-4.4,0.0,649.0,18.0,-18.0,0.0,0.0,3489.3437081705342,,,,2.871431321396509,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5533.0,100.0,-100.0,0.0,0.956,0.037,-0.037,0.0,0.88,0.04,-0.04,0.0,-0.07,0.047,-0.047,0.0,[Fe/H],4.47,0.085,-0.085,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,272.36,3.112,-3.044,12.429,0.069,-0.069,10.645,0.021,-0.021,12.2156,0.00024,-0.00024,2025-09-17,2025-06,2025-09-17,33.41554248495095,1.0
K2-10 b,K2-10,0,CONFIRMED,Montet et al. 2015,1.0,1.0,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,19.292062,,,0.0,,,,,2.0259760977054,,,,,,,,1344.6076266128593,,,,1042.4154395643147,,,,0.0,1640.0,0.009,-0.009,0.0,4.413,0.263,-0.263,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5533.0,120.16,-97.93,0.0,0.968923,0.046833,-0.044041,0.0,0.973,0.143992,-0.106159,0.0,-0.07,0.1,-0.1,0.0,[M/H],4.4536,0.059839,-0.089723,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,272.36,3.112,-3.044,12.429,0.069,-0.069,10.645,0.021,-0.021,12.2156,0.00024,-0.00024,2016-12-21,2016-10,2016-12-21,18.22222222222217,1.0
K2-10 b,K2-10,0,CONFIRMED,Montet et al. 2015,1.0,1.0,Published Confirmed,0.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,19.30691,0.00127,-0.00127,0.0,0.1374,0.0025,-0.0025,0.0,3.92,0.69,-0.69,0.0,,,,,210.38363543282574,,,,703.0,55.0,-55.0,0.0,0.0,1440.0,,,0.0,3.3830136734069662,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5647.0,60.0,-89.0,0.0,0.93,0.16,-0.07,0.0,0.94,0.04,-0.06,0.0,-0.04,0.14,-0.17,0.0,[Fe/H],4.508269178844881,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h28m29.20s,172.1216476,+01d41m26.24s,1.6906217,272.36,3.112,-3.044,12.429,0.069,-0.069,10.645,0.021,-0.021,12.2156,0.00024,-0.00024,2016-02-10,2015-08,2015-07-16,56.77755963022878,1.0
