,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,phys_smass,phys_sma,Target
0,5980783,CONFIRMED,37.3033197,7.793,551.7,19.5,2.31,493.0,14.0,5646.0,4.55,0.817,0.8637312676940772,0.20807441582418665,1.0
1,10212441,CONFIRMED,15.0447098,5.823,97.9,23.4,1.51,931.0,177.24,5798.0,4.025,1.525,0.8984092524704834,0.11508218453114803,1.0
2,8395660,CONFIRMED,43.84439721,6.802,615.2,83.7,2.87,531.0,18.77,5854.0,4.406,1.012,0.9512519358619523,0.23931434699443027,1.0
3,8478994,CONFIRMED,21.30181863,3.8763,87.3,32.4,0.72,564.0,23.89,5437.0,4.571,0.781,0.828393335592432,0.14123775393383692,1.0
4,4833421,CONFIRMED,37.9962369,6.7751,403.7,37.8,2.39,618.0,34.55,6038.0,4.284,1.191,0.994851024587361,0.22080414590675276,1.0
5,5475736,FALSE POSITIVE,2.991885335,7.4319,1356.9,160.2,3.94,1209.0,505.77,5750.0,4.464,0.839,0.7472371412194653,0.03687315186142436,0.0
6,4852528,CONFIRMED,9.521644639,2.3569,1491.3,79.2,2.16,495.0,14.2,4041.0,4.697,0.567,0.5835803315050776,0.07346869799087243,1.0
7,7826659,CONFIRMED,211.032819,7.119,1953.4,69.3,3.43,215.0,0.5,4658.0,4.632,0.686,0.735500140464063,0.6261644426476866,1.0
8,3218908,CONFIRMED,1.475323222,2.3155,154.9,27.2,5.88,2740.0,13331.51,4941.0,3.317,4.885,1.8057751187043392,0.030884470200661433,1.0
9,3526331,FALSE POSITIVE,2.23755641,2.089,101.1,7.3,0.93,1397.0,897.8,6026.0,4.505,0.924,0.9960438792045885,0.03343512626010743,0.0
10,3937519,CONFIRMED,5.89661966,3.154,144.0,15.3,1.28,1000.0,237.1,5392.0,4.314,1.087,0.8879604380353062,0.061394212289625084,1.0
11,12004656,FALSE POSITIVE,2.52123022,4.739,145.9,8.9,9.68,726.0,65.58,3932.0,4.745,0.52,0.5482027576491608,0.029669909610165197,0.0
12,6447326,FALSE POSITIVE,4.3206933,50.68,147.9,35.7,1.66,1205.0,499.09,6225.0,4.45,1.031,1.092576510133436,0.05347043631775996,0.0
13,3239945,CONFIRMED,7.40611676,2.8826,417.9,49.6,1.37,678.0,49.89,4799.0,4.631,0.692,0.7467009734495639,0.0674585120287598,1.0
14,6184894,CONFIRMED,7.20281185,2.8305,1832.6,49.4,3.06,794.0,93.79,5388.0,4.56,0.717,0.6807267858113747,0.0642076057164958,1.0
15,4947556,CONFIRMED,13.0267964,0.785,356.6,11.4,2.08,643.0,40.51,5083.0,4.512,0.844,0.844538440278716,0.10241393178778448,1.0
16,7040629,CONFIRMED,4.22865217,3.3275,150.0,41.5,1.83,1379.0,854.59,5966.0,4.169,1.499,1.209310418073772,0.05452236958515286,1.0
17,8016214,FALSE POSITIVE,1.587485742,7.7489,246568.0,996.8,41.52,1460.0,1070.86,5863.0,4.566,0.821,0.904942203689995,0.02575971092761039,0.0
18,6021193,CONFIRMED,7.54235832,4.73,132.5,25.8,1.59,1054.0,292.19,5711.0,4.221,1.391,1.1737856305098815,0.07939537153854302,1.0
19,10214873,FALSE POSITIVE,5.959695593,1.8383,151.2,4.7,1.13,937.0,182.4,5717.0,4.538,0.884,0.9836465172742483,0.06397690402621359,0.0
20,4929299,FALSE POSITIVE,0.868723418,1.4617,197.1,23.8,1.87,1998.0,3776.5,5761.0,4.331,1.046,0.8550625736598347,0.016911461206900565,0.0
21,3939150,CONFIRMED,33.0063185,7.118,278.1,38.2,3.13,778.0,86.38,5968.0,3.972,1.857,1.1791208965656867,0.21273795723530908,1.0
22,7045435,FALSE POSITIVE,0.93479255,4.5838,247.5,78.3,24.75,2040.0,4108.03,6018.0,4.33,1.053,0.864552300916697,0.01782384515673928,0.0
23,5371776,CONFIRMED,5.315954488,1.1165,965.9,37.7,2.33,746.0,73.19,4723.0,4.628,0.691,0.7394190296119963,0.05390286624884514,1.0
24,11963206,CONFIRMED,3.00912491,2.228,191.4,16.5,1.22,1177.0,452.27,5713.0,4.541,0.893,1.010735329410859,0.04093550080831996,1.0
25,6867555,CONFIRMED,5.19103699,4.222,290.1,25.2,1.92,1183.0,462.91,6321.0,4.417,1.125,1.205700867775652,0.0624467856694951,1.0
26,8544992,CONFIRMED,13.2970695,3.283,219.7,14.9,0.91,515.0,16.64,4500.0,4.632,0.633,0.6262416505503763,0.09397494724810829,1.0
27,5470739,CONFIRMED,19.17893976,5.144,752.8,34.3,2.4,640.0,39.65,5767.0,4.538,0.881,0.9769815120673432,0.13913594020933295,1.0
28,11442793,CONFIRMED,7.00821787,3.812,116.4,19.2,1.29,1062.0,300.58,5970.0,4.317,1.2,1.0896750841238974,0.07375048577435878,1.0
29,7837302,FALSE POSITIVE,23.836808884,6.02854,29684.7,2793.4,59.31,919.0,168.28,6095.0,3.894,1.94,1.0753206563415154,0.16606274827259368,0.0
30,9946525,CONFIRMED,1.729367077,1.7442,484.4,44.7,1.82,1284.0,643.54,5227.0,4.535,0.838,0.8778545528016463,0.026997681015731734,1.0
31,11284772,CONFIRMED,207.24785,6.159,809.2,13.2,1.56,189.0,0.3,4339.0,4.711,0.553,0.5733037614589903,0.5693540770333417,1.0
32,7877818,FALSE POSITIVE,9.44942628,6.3064,1211.9,81.1,75.22,1192.0,476.13,5092.0,3.689,2.664,1.2647449954225891,0.09459440124551778,0.0
33,9873759,FALSE POSITIVE,4.99473798,3.05,99.5,17.5,0.82,917.0,167.06,5406.0,4.569,0.819,0.9067808338796107,0.05534818699902974,0.0
34,8167938,FALSE POSITIVE,2.565717939,1.7084,1941.7,45.8,180.8,4607.0,106664.85,11360.0,3.636,4.712,3.5022334537707134,0.05569913531034601,0.0
35,5088536,CONFIRMED,8.45744892,3.2893,77.4,31.0,1.02,982.0,220.05,5903.0,4.304,1.137,0.9494136206165397,0.07984337570427821,1.0
36,5385697,FALSE POSITIVE,12.4260002,30.1966,468.6,47.8,2.39,706.0,58.88,5645.0,4.569,0.817,0.9023575193332164,0.10145526743274408,0.0
37,5371776,CONFIRMED,5.315954488,1.1165,965.9,37.7,2.33,746.0,73.19,4723.0,4.628,0.691,0.7394190296119963,0.05390286624884514,1.0
38,6611330,FALSE POSITIVE,35.14578122,2.253,6789.4,86.8,32.5,480.0,12.6,5437.0,4.554,0.783,0.8006782894874622,0.1949824996392006,0.0
39,4067110,FALSE POSITIVE,0.735146413,5.053,275.4,78.0,168.34,5366.0,195250.9,6611.0,3.112,7.435,2.6091345414280154,0.02194533433724783,0.0
40,3732035,CONFIRMED,138.944022,10.611,530.2,28.0,2.57,384.0,5.13,6014.0,4.362,1.115,1.043480321580959,0.5324949341653497,1.0
41,6695801,FALSE POSITIVE,1.10656965,1.669,86.4,8.4,1.09,1988.0,3696.18,6237.0,4.387,1.165,1.206664064651734,0.022289933771810606,0.0
42,9024857,FALSE POSITIVE,35.026564845,2.90121,120249.0,1607.2,34.88,489.0,13.56,5546.0,4.575,0.81,0.8992999439549015,0.20222151916436176,0.0
43,8490993,CONFIRMED,105.145959,8.593,685.4,15.4,3.43,401.0,6.09,6077.0,4.471,0.999,1.0766275901293285,0.4468321099546421,1.0
44,5689351,CONFIRMED,6.1954595,2.952,296.4,27.1,1.37,776.0,85.77,5001.0,4.582,0.76,0.8045660690942763,0.06139934448457293,1.0
45,10965008,CONFIRMED,81.1701587,8.358,1183.2,51.0,4.71,436.0,8.55,5460.0,4.263,1.165,0.9069563363813077,0.355129872212436,1.0
46,8378634,FALSE POSITIVE,3.629442796,5.63,426.6,76.4,3.28,1434.0,1001.35,6506.0,4.336,1.217,1.1708888895717062,0.04871462317781596,0.0
47,8544992,CONFIRMED,13.2970695,3.283,219.7,14.9,0.91,515.0,16.64,4500.0,4.632,0.633,0.6262416505503763,0.09397494724810829,1.0
48,10875245,CONFIRMED,3.180027898,3.5797,120.3,50.4,1.53,1458.0,1066.86,5847.0,4.191,1.402,1.1128344351682324,0.04385558957922845,1.0
49,6508221,CONFIRMED,18.20795835,3.7965,1596.9,157.3,3.08,551.0,21.86,5176.0,4.612,0.738,0.812918958801605,0.12641076712666252,1.0
50,11599038,FALSE POSITIVE,17.4217322,4.718,208.4,9.3,1.42,727.0,65.92,6052.0,4.456,0.967,0.9745126404767943,0.13039197494044813,0.0
51,5308387,FALSE POSITIVE,0.620739667,2.477,108.2,30.8,29.28,2947.0,17924.29,6559.0,4.133,1.602,1.271333679044106,0.015427196048324309,0.0
52,6276791,CONFIRMED,9.32867952,1.572,354.4,12.7,1.62,806.0,99.6,5749.0,4.547,0.864,0.9593167192549696,0.08553192938906848,1.0
53,7681230,FALSE POSITIVE,0.962590772,1.2569,1021.6,90.4,31.51,2026.0,3989.37,6274.0,4.434,1.062,1.1173354091444352,0.01979777869353372,0.0
54,8167996,CONFIRMED,2.549562652,1.6999,495.1,43.7,1.11,682.0,50.9,3716.0,4.74,0.506,0.5131396365754453,0.02924038781943408,1.0
55,11442793,CONFIRMED,210.6013843,11.9922,4159.3,232.4,7.7,342.0,3.22,5970.0,4.317,1.2,1.0896750841238974,0.7128540748760902,1.0
56,5175024,CONFIRMED,23.4772553,6.735,141.4,17.6,1.34,738.0,70.05,6384.0,4.361,1.121,1.052314982505213,0.16320781414772256,1.0
57,9899233,FALSE POSITIVE,1.332547503,4.521,130.3,25.5,1.23,1719.0,2062.92,6077.0,4.471,0.999,1.0766275901293285,0.02428871003304042,0.0
58,7366258,CONFIRMED,2.382951591,1.8876,391.6,41.4,1.86,1253.0,583.01,5427.0,4.463,0.929,0.9140415888829102,0.03388386535926096,1.0
59,5301750,CONFIRMED,8.72585478,4.473,446.7,37.7,2.86,985.0,222.19,6036.0,4.326,1.131,0.9882338789739054,0.0826201632405977,1.0
60,6021275,CONFIRMED,6.17817366,3.2601,101.9,43.5,1.22,1082.0,324.69,5931.0,4.322,1.101,0.9279170752109218,0.06426935555394662,1.0
61,8164257,CONFIRMED,6.47539108,2.7048,530.6,28.1,1.92,793.0,93.41,4954.0,4.5,0.828,0.7906698930780505,0.06286899980033303,1.0
62,7825899,CONFIRMED,16.23947096,4.0374,2590.7,123.8,4.14,598.0,30.14,5191.0,4.564,0.837,0.9362362329113081,0.1227732864581168,1.0
63,3848665,FALSE POSITIVE,359.04147,14.04,3658.0,11.2,27.1,181.0,0.25,4596.0,4.59,0.696,0.6873105461515538,0.8724520352363666,0.0
64,7445445,CONFIRMED,29.02235217,4.0263,637.6,41.4,2.55,559.0,23.06,5788.0,4.524,0.848,0.8764481589654639,0.17687154309144476,1.0
65,4271474,CONFIRMED,21.8634638,3.542,871.0,9.9,2.37,551.0,21.77,5383.0,4.587,0.789,0.8771796242233261,0.14647706819451,1.0
66,9471974,CONFIRMED,190.3200468,15.284,1141.7,139.3,7.78,426.0,7.8,5626.0,3.907,2.057,1.2456703060555803,0.6967091963625343,1.0
67,7281454,FALSE POSITIVE,0.566805887,5.2317,1.7,0.8,0.08,1554.0,1368.32,5000.0,4.708,0.549,0.5611503233300659,0.011055459279617487,0.0
68,4737267,FALSE POSITIVE,9.524076544,10.4891,198399.0,1942.5,151.0,1390.0,882.28,5180.0,3.428,3.371,1.110329896351869,0.09105282216644046,0.0
69,11569475,FALSE POSITIVE,1.31723412,7.284,422.7,78.4,125.56,5471.0,211468.1,6740.0,2.816,12.08,3.483921790984561,0.035649950299028774,0.0
70,12301181,CONFIRMED,6.14728341,2.7645,119.7,26.8,0.79,770.0,83.18,4997.0,4.598,0.746,0.8042891009265757,0.061073625323255394,1.0
71,4915638,CONFIRMED,8.63050092,3.144,325.8,14.9,1.43,739.0,70.63,5352.0,4.599,0.764,0.8455148619009138,0.0778619422014191,1.0
72,3342970,CONFIRMED,2.711504086,3.0099,837.5,64.5,3.12,1420.0,960.79,6214.0,4.442,1.076,1.1683126289459527,0.040079351066043996,1.0
73,10322797,FALSE POSITIVE,1.213742728,3.596,31.7,20.3,1.18,2599.0,10804.6,6532.0,3.961,1.987,1.3162253861232183,0.024403680482015723,0.0
74,9674608,FALSE POSITIVE,2.972047661,1.198,5945.0,20.0,24.74,881.0,142.01,4491.0,4.58,0.711,0.7009285179806056,0.03593540730936438,0.0
75,2860788,FALSE POSITIVE,2.629870555,6.606,101310.0,1026.0,34.05,1291.0,659.45,5566.0,4.382,0.967,0.8218403815947204,0.03492578872901563,0.0
76,10407430,FALSE POSITIVE,0.933759404,3.491,114.9,18.9,0.99,1763.0,2289.8,5766.0,4.514,0.866,0.8932444215062844,0.0180055991980608,0.0
77,10875245,CONFIRMED,14.74914825,6.0995,430.2,107.4,2.89,874.0,137.91,5847.0,4.191,1.402,1.1128344351682324,0.12196885902315785,1.0
78,9963524,CONFIRMED,18.36974658,2.939,1143.3,20.1,3.58,582.0,27.14,5244.0,4.538,0.81,0.8258564525496436,0.1278295070251534,1.0
79,6871071,CONFIRMED,3.2828024,3.2532,142.5,24.4,1.79,1467.0,1093.39,5640.0,4.087,1.515,1.02272717141422,0.043552247831128495,1.0
80,9532421,FALSE POSITIVE,4.309067482,2.21,23647.0,82.0,101.41,882.0,142.6,4897.0,4.526,0.789,0.7622343828262984,0.04733828542129817,0.0
81,6198999,CONFIRMED,3.93246069,2.1763,455.5,30.6,1.65,894.0,151.31,4841.0,4.533,0.779,0.7551086476760095,0.044399037618013955,1.0
82,9466668,CONFIRMED,1.620467654,2.1888,159.6,22.7,1.57,1681.0,1893.42,5553.0,4.221,1.25,0.9478826075979297,0.026521978041824962,1.0
83,9020160,CONFIRMED,9.93962361,3.432,300.1,21.5,1.93,722.0,64.29,5105.0,4.469,0.868,0.8090474230861742,0.08430087859276193,1.0
84,5111801,FALSE POSITIVE,0.562006231,3.496,14.2,12.8,0.58,2978.0,18708.86,6609.0,4.17,1.455,1.1419853043809975,0.013930768464007155,0.0
85,8308347,FALSE POSITIVE,164.950399,30.86,24493.0,65.7,11.23,252.0,0.95,5001.0,4.603,0.664,0.6445708888725221,0.5084559001817609,0.0
86,4861527,FALSE POSITIVE,25.7054557,6.059,266.3,27.6,1.75,670.0,47.76,6326.0,4.459,1.001,1.0514840362135573,0.17333193341193961,0.0
87,5384713,FALSE POSITIVE,60.32668824,1.6864,3146.7,57.0,4.98,240.0,0.79,3705.0,4.721,0.529,0.5368412422657425,0.2446521832948758,0.0
88,7869917,CONFIRMED,11.8061737,4.472,88.1,10.1,2.87,1407.0,926.72,6900.0,3.843,2.599,1.7161177669950156,0.1214831254918087,1.0
89,8168187,CONFIRMED,18.3027235,8.262,186.7,24.7,2.72,902.0,156.71,5528.0,3.892,1.839,0.9618292652462048,0.1341643992011032,1.0
90,8017703,CONFIRMED,44.0003975,5.1115,599.6,43.3,1.56,377.0,4.79,4859.0,4.615,0.651,0.6369370406501933,0.20986050670192358,1.0
91,10337517,CONFIRMED,4.29263699,2.7,61.4,11.4,0.68,991.0,227.69,5357.0,4.498,0.863,0.8549803235439082,0.049060160462715725,1.0
92,8612847,CONFIRMED,14.13175309,4.0136,1033.0,40.1,3.02,675.0,49.18,5616.0,4.564,0.822,0.9029800673430373,0.11056497287449377,1.0
93,7040629,CONFIRMED,7.46662068,3.87,120.9,27.4,1.65,1141.0,401.08,5966.0,4.169,1.499,1.209310418073772,0.07965067719798244,1.0
94,5780460,CONFIRMED,35.61760233,8.4559,4634.9,155.0,5.17,456.0,10.19,5123.0,4.523,0.779,0.7379202763746026,0.19144340810279345,1.0
95,6541920,CONFIRMED,46.6856205,6.3794,588.8,59.0,2.52,513.0,16.41,5657.0,4.364,1.046,0.922566961151679,0.24701057012910976,1.0
96,10220837,CONFIRMED,1.962282625,1.45,68.3,12.9,0.81,1448.0,1038.36,5726.0,4.418,0.979,0.9151660742582738,0.02978071759392772,1.0
97,6614629,FALSE POSITIVE,0.526615152,1.0582,64.0,40.9,1.46,2959.0,18152.32,5718.0,3.966,1.832,1.1318411183539514,0.013299996850310213,0.0
98,4077526,CONFIRMED,15.573637,5.326,468.1,24.7,2.94,799.0,96.38,6100.0,4.376,1.083,1.0166967653555374,0.12272074817643115,1.0
99,9532710,FALSE POSITIVE,5.24242029,6.413,334.9,20.1,3.86,1367.0,825.0,5383.0,3.824,1.829,0.8135082087044951,0.05513186520577251,0.0
100,4037428,FALSE POSITIVE,4.264729569,2.2075,22672.0,201.6,29.95,1428.0,983.86,6052.0,4.084,1.417,0.8885343646399688,0.04947812382789207,0.0
101,5956342,CONFIRMED,43.1312147,3.198,447.8,11.8,2.39,554.0,22.21,5839.0,4.327,1.067,0.8815833259358831,0.23078614380576903,1.0
102,9661869,FALSE POSITIVE,20.427232317,3.46429,121813.0,526.6,601.32,749.0,74.27,6167.0,4.354,1.121,1.0354896295439633,0.14795026655034682,0.0
103,11027722,FALSE POSITIVE,0.678137665,1.00718,885.0,172.7,30.37,2274.0,6364.7,6429.0,4.449,0.942,0.9099894014657803,0.014638104313556083,0.0
104,7107802,CONFIRMED,10.41728722,4.125,210.4,20.3,1.64,870.0,135.34,5557.0,4.288,1.151,0.9377459039724354,0.09136761731397765,1.0
105,6634112,FALSE POSITIVE,9.942228056,2.45451,31067.9,1073.3,22.15,740.0,70.93,5268.0,4.475,0.843,0.7737304305409622,0.08307044209399034,0.0
106,3124412,FALSE POSITIVE,0.948950734,4.0245,2133.0,238.6,36.87,2103.0,4636.91,6307.0,4.391,1.133,1.1518458139164882,0.019810162685158707,0.0
107,4939346,CONFIRMED,34.9168399,7.343,500.0,15.4,2.39,602.0,31.13,6194.0,4.445,1.069,1.1611543112519733,0.21974251088035035,1.0
108,4852528,CONFIRMED,3.072146607,1.8732,539.0,44.9,1.3,722.0,64.09,4041.0,4.697,0.567,0.5835803315050776,0.034561213965362804,1.0
109,9083503,FALSE POSITIVE,0.91839938,4.479,152.1,16.8,1.0,1558.0,1389.28,5222.0,4.556,0.795,0.8292181242271582,0.017371532444995112,0.0
110,10817600,FALSE POSITIVE,2.74703312,2.655,152.2,23.1,61.97,2917.0,17132.06,8237.0,3.753,3.134,2.0283015047816844,0.04859007655087671,0.0
111,10187017,CONFIRMED,10.31174786,3.1818,275.9,81.7,1.34,634.0,38.13,4900.0,4.602,0.741,0.8008864473169632,0.08610056214192863,1.0
112,7457296,CONFIRMED,3.97076603,1.814,349.2,23.9,1.6,958.0,198.43,5178.0,4.521,0.778,0.7326452235169111,0.04423930083242158,1.0
113,11348997,CONFIRMED,5.132486123,1.4575,908.4,35.4,1.69,584.0,27.41,3879.0,4.707,0.578,0.6205691835517361,0.04966793143841198,1.0
114,9641018,FALSE POSITIVE,2.178154348,3.4874,428.6,93.0,22.22,1392.0,886.88,5947.0,4.482,0.881,0.8587887476346789,0.03125710113911091,0.0
115,9006449,CONFIRMED,33.8845825,6.538,224.1,17.2,1.74,533.0,19.13,5607.0,4.447,0.886,0.8013126011742835,0.1903397810305412,1.0
116,7366258,CONFIRMED,51.53997972,6.3994,3644.3,155.5,5.51,450.0,9.67,5427.0,4.463,0.929,0.9140415888829102,0.26303424646891693,1.0
117,7938499,FALSE POSITIVE,7.2269859,14.241,160.3,26.2,0.79,603.0,31.23,4347.0,4.645,0.609,0.597267816824614,0.061605855305076486,0.0
118,7673192,CONFIRMED,11.24284815,4.241,136.0,17.4,1.44,931.0,177.7,6052.0,4.285,1.202,1.0156485759469245,0.09872478574158566,1.0
119,8150320,CONFIRMED,27.9541337,3.95,942.5,25.4,1.9,400.0,6.04,4500.0,4.656,0.646,0.6892861696601578,0.15922992679907497,1.0
120,9214713,FALSE POSITIVE,809.0141881,8.3017,16311.3,212.9,14.38,216.0,0.51,6230.0,4.397,1.047,0.9973047601711403,1.6976215175570906,0.0
121,9411166,CONFIRMED,1.954525966,2.0944,392.8,43.1,2.38,1540.0,1331.18,5741.0,4.331,1.136,1.0085355036008263,0.030679775358926305,1.0
122,8460600,FALSE POSITIVE,6.352090869,3.88771,75141.7,1343.2,18.9,772.0,83.66,5089.0,4.58,0.693,0.6658877075960601,0.05861457441052097,0.0
123,8950568,CONFIRMED,12.51353325,4.301,430.8,30.0,1.88,706.0,58.69,5435.0,4.495,0.873,0.8688864328069521,0.1006549463922103,1.0
124,9964801,CONFIRMED,13.72462702,6.9758,281.8,50.1,2.13,831.0,112.82,5817.0,4.293,1.171,0.9818571764086919,0.11150062166636619,1.0
125,6541920,CONFIRMED,10.30401132,4.2246,316.1,53.8,1.84,849.0,122.98,5657.0,4.364,1.046,0.922566961151679,0.09021200443088119,1.0
126,7869917,CONFIRMED,7.71467686,4.5871,233.9,33.3,4.65,1622.0,1636.72,6900.0,3.843,2.599,1.7161177669950156,0.09147905528718674,1.0
127,10002866,CONFIRMED,28.08185982,4.5288,1840.3,50.8,3.63,522.0,17.52,5431.0,4.563,0.843,0.9475228191047834,0.17758568409236153,1.0
128,8445775,FALSE POSITIVE,13.254134073,4.34991,44979.8,2281.0,58.51,990.0,227.51,6175.0,4.111,1.436,0.9710540600290691,0.10853659454769049,0.0
129,11519187,CONFIRMED,2.440839436,0.968,509.5,14.4,21.29,986.0,223.8,4803.0,4.623,0.698,0.7458394892987025,0.032173779482239276,1.0
130,9757613,CONFIRMED,3.543919702,1.8717,507.0,38.2,1.21,652.0,42.68,3879.0,4.708,0.537,0.5368872617820369,0.03697241030258378,1.0
131,9529744,CONFIRMED,17.9346606,6.25,142.7,18.8,2.8,1002.0,238.78,6426.0,4.013,1.775,1.18394422470664,0.14185130578979158,1.0
132,7282168,FALSE POSITIVE,0.56681727,1.779,35.9,9.1,0.42,1832.0,2676.11,5481.0,4.629,0.708,0.7780384213096747,0.012327922038934267,0.0
133,7967517,FALSE POSITIVE,0.579516759,1.342,27.0,9.8,0.6,2484.0,8953.61,6339.0,4.387,1.102,1.0796866155348779,0.013955242501810274,0.0
134,4349935,FALSE POSITIVE,0.792023257,3.2604,176.6,49.6,0.81,1300.0,678.05,4447.0,4.632,0.625,0.6105125040773286,0.014211861265180542,0.0
135,7269974,CONFIRMED,13.69942266,4.3409,1292.9,120.0,3.85,771.0,83.6,5541.0,4.332,1.089,0.928945613028083,0.10932657799337735,1.0
136,6061119,CONFIRMED,27.807566216,4.21587,25391.1,748.1,13.84,554.0,22.24,5862.0,4.584,0.785,0.8623306886908695,0.17097295426232062,1.0
137,5792202,CONFIRMED,31.33046135,5.176,5073.8,117.2,6.5,481.0,12.61,5251.0,4.581,0.817,0.9276382366115216,0.18968437408755154,1.0
138,8753896,CONFIRMED,14.5123622,4.163,355.8,11.8,2.08,636.0,38.6,5094.0,4.469,0.87,0.8127800475348876,0.1086618844718407,1.0
139,5305451,FALSE POSITIVE,161.253747,25.322,2598.4,54.7,4.98,295.0,1.8,5570.0,4.573,0.803,0.8797628504019903,0.5555492491529559,0.0
140,8766285,FALSE POSITIVE,5.29730786,4.02,190.8,13.1,1.49,1044.0,281.21,5780.0,4.438,1.0,0.999849257871384,0.05946696858868455,0.0
141,7429287,FALSE POSITIVE,358.66044,16.732,133.8,15.6,1.62,304.0,2.02,5619.0,4.07,1.406,0.847042438637758,0.9347271482462315,0.0
142,10583181,FALSE POSITIVE,2.696354974,5.39585,245988.0,2717.0,80.71,1815.0,2560.78,6472.0,4.08,1.579,1.0931978996281275,0.03905516308647759,0.0
143,11904151,CONFIRMED,0.837491225,1.796,190.4,189.5,1.43,1980.0,3630.32,5676.0,4.347,1.044,0.8837624112409955,0.016686278997136827,1.0
144,8037145,CONFIRMED,12.75934489,3.5889,882.1,70.4,2.58,633.0,37.95,4963.0,4.501,0.826,0.7886687326265577,0.09872897029110102,1.0
145,6153407,CONFIRMED,5.99078221,1.699,69.9,8.6,1.03,987.0,223.93,5721.0,4.442,0.972,0.9533822421833524,0.06353390106101632,1.0
146,12068975,CONFIRMED,25.2100146,6.553,62.1,18.8,0.95,691.0,54.06,6003.0,4.303,1.109,0.9011511077251112,0.16252072599213532,1.0
147,11442793,CONFIRMED,210.6013843,11.9922,4159.3,232.4,7.7,342.0,3.22,5970.0,4.317,1.2,1.0896750841238974,0.7128540748760902,1.0
148,7303287,CONFIRMED,34.5439452,3.482,429.8,23.4,2.67,607.0,32.02,5933.0,4.342,1.115,0.9965159707690785,0.20733384117757767,1.0
149,6696580,CONFIRMED,77.086191,4.77,942.8,12.9,29.77,464.0,11.0,6228.0,4.441,1.049,1.1078615887441512,0.3667811783437106,1.0
150,10978763,CONFIRMED,4.97760447,2.5719,287.3,27.5,1.75,1023.0,258.91,5353.0,4.358,1.023,0.8703336918752484,0.054471542021036955,1.0
151,12070811,CONFIRMED,12.3935651,3.8896,916.6,35.8,2.66,677.0,49.68,5557.0,4.603,0.75,0.8223506790508276,0.0981922779488449,1.0
152,5309353,FALSE POSITIVE,1.376384817,1.745,365.9,47.8,1.47,1343.0,770.31,5278.0,4.591,0.746,0.7914294075543884,0.022398802062914835,0.0
153,8211521,FALSE POSITIVE,1.69421771,4.161,91.1,15.0,0.74,1274.0,621.89,5402.0,4.591,0.717,0.7310933606585037,0.025055201898436658,0.0
154,10743600,FALSE POSITIVE,0.8170226,2.974,167696.0,240.1,57.56,1947.0,3416.07,5780.0,4.438,1.0,0.999849257871384,0.01710258291966431,0.0
155,8590527,FALSE POSITIVE,0.739769962,1.95901,20729.3,726.2,82.29,3013.0,19590.61,6465.0,3.947,1.847,1.1012053672579845,0.016530324677110398,0.0
156,5534814,FALSE POSITIVE,4.859386384,2.2757,6044.3,269.7,38.33,1114.0,364.23,6072.0,4.47,0.988,1.0506266619168956,0.05707745182397659,0.0
157,11249624,FALSE POSITIVE,65.583665567,5.01216,242398.0,1649.5,41.22,371.0,4.5,5516.0,4.65,0.666,0.7225750921243879,0.2855960973099263,0.0
158,10922659,CONFIRMED,31.2543238,5.662,438.0,14.7,2.29,635.0,38.54,6246.0,4.433,1.092,1.1786362805387864,0.20511345740299117,1.0
159,10748393,FALSE POSITIVE,386.39833,8.519,748.0,4.9,2.2,214.0,0.49,5284.0,4.523,0.812,0.8017640645670547,0.9644946836105357,0.0
160,7376983,CONFIRMED,3.64830183,1.9985,371.7,19.9,1.33,860.0,129.44,4769.0,4.622,0.714,0.7786296762351206,0.04266760900429372,1.0
161,10385682,FALSE POSITIVE,3.103730697,6.93402,369228.0,5143.6,75.28,1340.0,763.25,6075.0,4.422,1.091,1.1470544385717896,0.04358912785073378,0.0
162,9205938,CONFIRMED,199.66876,8.996,251.9,13.9,1.45,305.0,2.06,5678.0,4.409,0.921,0.793329838186389,0.6188976383723966,1.0
163,8260234,FALSE POSITIVE,5.71483873,2.748,286.2,18.0,1.26,842.0,118.73,5193.0,4.535,0.755,0.712571472964893,0.05587355167849669,0.0
164,8263752,FALSE POSITIVE,10.9938087,5.0403,1456.9,100.4,5.33,978.0,216.57,6553.0,4.366,1.157,1.1339691680144428,0.10090050686170797,0.0
165,11718389,CONFIRMED,5.94373492,1.847,301.0,13.2,1.14,674.0,48.82,4391.0,4.598,0.682,0.6722073826796943,0.05625159779430544,1.0
166,6599975,CONFIRMED,14.5565618,4.554,103.8,17.1,1.08,787.0,90.4,6065.0,4.452,1.061,1.162425949475137,0.12267473252556699,1.0
167,5530882,FALSE POSITIVE,5.0825188,3.328,105.0,17.1,0.88,968.0,207.45,5706.0,4.561,0.834,0.9231380026733357,0.056329472945030504,0.0
168,6871071,CONFIRMED,3.2828024,3.2532,142.5,24.4,1.79,1467.0,1093.39,5640.0,4.087,1.515,1.02272717141422,0.043552247831128495,1.0
169,10019643,CONFIRMED,21.34736612,4.184,630.5,53.1,3.2,648.0,41.65,5395.0,4.324,1.071,0.8820911610106026,0.144431361229737,1.0
170,10491031,FALSE POSITIVE,2.199069234,6.30646,225250.0,5915.4,118.99,2104.0,4632.97,6613.0,4.014,1.925,1.3957125907030672,0.03698441461179167,0.0
