,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,phys_smass,phys_sma,Target
4490,6026438,CONFIRMED,16.9348104,3.408,346.3,11.5,1.31,508.0,15.77,4650.0,4.589,0.706,0.7055762124111703,0.11489355954436076,1.0
4491,10460984,CONFIRMED,5.03505665,1.804,151.5,16.6,1.63,1141.0,401.23,5888.0,4.342,1.097,0.9646011686277594,0.056804095729332454,1.0
4492,4757437,CONFIRMED,4.42535097,3.504,179.0,22.1,1.63,1240.0,559.22,5946.0,4.309,1.223,1.1111877440477305,0.05463720098329616,1.0
4493,9536048,FALSE POSITIVE,3.71186243,1.032,53.9,7.0,0.95,1406.0,922.9,6302.0,4.299,1.258,1.1489359292633645,0.04913836102515924,0.0
4494,8037145,CONFIRMED,12.75934489,3.5889,882.1,70.4,2.58,633.0,37.95,4963.0,4.501,0.826,0.7886687326265577,0.09872897029110102,1.0
4495,7281411,FALSE POSITIVE,0.566804221,4.639,166.0,31.0,0.85,1737.0,2149.42,5277.0,4.625,0.64,0.629933168885111,0.011489849972471494,0.0
4496,7362696,FALSE POSITIVE,4.93129874,1.8626,676.1,31.7,21.42,944.0,187.36,5457.0,4.508,0.779,0.7128685316160914,0.05064907348314087,0.0
4497,9405595,CONFIRMED,23.3593589,5.389,570.1,25.9,2.98,684.0,51.68,6244.0,4.46,1.009,1.0708209542976677,0.16360894662936207,1.0
4498,2442448,CONFIRMED,76.6139446,10.22,498.7,28.6,2.61,466.0,11.12,6173.0,4.408,1.03,0.9899402395186306,0.351832286011633,1.0
4499,6628237,FALSE POSITIVE,3.840130917,2.8951,60401.0,275.6,33.44,1205.0,498.48,5931.0,4.418,1.012,0.9779024936904469,0.047634691121812005,0.0
4500,10420279,FALSE POSITIVE,45.43324862,14.242,414352.0,1337.0,77.25,529.0,18.46,5731.0,4.359,1.08,0.9722591512301596,0.24685240116345583,0.0
4501,8120608,CONFIRMED,13.3430025,2.7399,799.7,47.1,1.29,379.0,4.87,3751.0,4.8,0.443,0.45158757168973246,0.08446507795203823,1.0
4502,5392702,FALSE POSITIVE,12.2141545,10.262,535.8,24.7,18.13,683.0,51.37,5435.0,4.578,0.824,0.9371065037166404,0.10157014490859222,0.0
4503,8868907,FALSE POSITIVE,157.32263943,21.9232,153932.0,1386.8,56.66,351.0,3.61,6109.0,4.472,0.989,1.0576138068850067,0.581072963154786,0.0
4504,9221398,FALSE POSITIVE,13.787520532,2.55435,12978.3,2126.1,25.33,921.0,170.01,6399.0,4.312,1.289,1.2429119492187062,0.12098505265076931,0.0
4505,11075429,CONFIRMED,23.9210408,5.174,158.3,21.9,3.01,1020.0,255.65,7121.0,4.031,1.972,1.5231699033367438,0.18693773646260903,1.0
4506,10141900,CONFIRMED,6.50327035,2.591,418.3,19.0,1.67,804.0,98.81,4999.0,4.49,0.843,0.8009209942959143,0.06332063288406203,1.0
4507,5113822,CONFIRMED,67.0930642,7.334,1254.2,73.7,3.51,420.0,7.38,5750.0,4.538,0.882,0.9792006629983676,0.32087543184996353,1.0
4508,4139816,CONFIRMED,46.1842039,4.758,1394.7,26.0,1.83,273.0,1.32,3950.0,4.754,0.493,0.5030699394157266,0.20035456659053824,1.0
4509,12154526,CONFIRMED,3.18899015,2.722,66.2,18.4,0.98,1309.0,693.65,5700.0,4.327,1.176,1.0709006251000264,0.0433789788577276,1.0
4510,9892816,CONFIRMED,1.644221032,2.9122,47.8,24.1,1.18,1897.0,3071.95,6297.0,4.26,1.369,1.2437738591816923,0.029318928181386286,1.0
4511,7431665,FALSE POSITIVE,281.509095,40.963,5948.7,182.5,85.77,685.0,52.05,4797.0,2.632,10.709,1.792389395241255,1.0210959592421482,0.0
4512,11253827,CONFIRMED,42.9923284,4.726,1120.1,34.1,3.32,496.0,14.33,5593.0,4.45,0.945,0.9179058666892875,0.23341074320496233,1.0
4513,5511081,CONFIRMED,13.72710334,7.3419,199.2,62.5,2.38,1005.0,241.58,5951.0,4.017,1.693,1.087047307835837,0.11536203247810146,1.0
4514,6289257,CONFIRMED,5.21104597,3.3447,102.7,36.9,1.18,1107.0,354.82,6023.0,4.423,1.031,1.0267196151477507,0.059341889595059365,1.0
4515,6037581,CONFIRMED,2.0248205,2.55,63.3,20.2,1.01,1625.0,1652.5,5865.0,4.266,1.272,1.0887013243439716,0.032222167562374525,1.0
4516,11858979,FALSE POSITIVE,3.05933906,1.7332,1169.2,37.7,36.0,1434.0,999.16,6238.0,4.337,1.116,0.9868767507244327,0.04106137884331149,0.0
4517,10002866,CONFIRMED,10.08881066,1.7726,1995.9,51.4,4.71,734.0,68.62,5431.0,4.563,0.843,0.9475228191047834,0.08974646589018899,1.0
4518,5301750,CONFIRMED,44.5520266,6.0,362.1,16.7,2.29,572.0,25.3,6036.0,4.326,1.131,0.9882338789739054,0.24497722125804594,1.0
4519,8009350,CONFIRMED,13.75207851,2.8831,1215.6,36.8,2.81,556.0,22.57,4802.0,4.616,0.699,0.7360187533851065,0.10142289527193321,1.0
4520,6522242,CONFIRMED,41.408316686,5.0264,22838.9,907.8,11.38,453.0,9.93,5522.0,4.586,0.747,0.7844689025516834,0.21602852982147386,1.0
4521,2019477,FALSE POSITIVE,20.5736113,11.222,76.0,12.3,3.86,1197.0,484.82,5440.0,3.404,4.524,1.8922552598064808,0.1817444158398187,0.0
4522,6291033,CONFIRMED,3.705991661,5.1658,501.4,100.3,2.43,1281.0,637.42,6187.0,4.409,1.034,0.9999438325617447,0.04686575765837325,1.0
4523,8231877,FALSE POSITIVE,1.307761491,2.22271,13941.0,531.5,29.17,1298.0,671.75,5112.0,4.596,0.673,0.6515753665850269,0.02028934673622164,0.0
4524,9896018,CONFIRMED,3.59645081,2.661,149.6,16.2,1.66,1327.0,732.82,5887.0,4.292,1.235,1.08960338504192,0.0472715358747945,1.0
4525,3554031,CONFIRMED,8.70798309,2.4904,1419.6,28.1,2.01,543.0,20.59,4362.0,4.722,0.554,0.5901386489022231,0.06947958556546299,1.0
4526,7907423,CONFIRMED,3.306551643,1.8177,509.2,37.8,0.91,554.0,22.19,3561.0,4.855,0.411,0.4411823933468055,0.033066158722243236,1.0
4527,2557816,CONFIRMED,9.3789167,3.3427,563.5,42.6,2.03,803.0,98.22,5684.0,4.493,0.808,0.7408960000848971,0.0787556434986384,1.0
4528,10583180,FALSE POSITIVE,2.696370652,3.6129,397.9,48.2,1.58,1066.0,305.34,4989.0,4.504,0.819,0.7807326325710864,0.03490985033975092,0.0
4529,8395660,CONFIRMED,13.57078281,3.3539,511.7,88.4,2.64,785.0,89.61,5854.0,4.406,1.012,0.9512519358619523,0.10950381919767938,1.0
4530,9612825,FALSE POSITIVE,2.846517614,4.228,2154.4,58.0,1.88,528.0,18.32,3468.0,4.931,0.32,0.31859172048503964,0.026846122075409318,0.0
4531,8279765,FALSE POSITIVE,2.757794163,2.7644,39043.0,349.2,20.05,1231.0,542.43,5747.0,4.514,0.891,0.9455618390810002,0.03777449724440647,0.0
4532,11752906,CONFIRMED,6.383159135,1.7504,2313.2,64.4,2.73,530.0,18.73,3757.0,4.681,0.576,0.5804696205468266,0.056175174248189026,1.0
4533,6278762,CONFIRMED,9.74048508,1.6993,121.4,25.8,0.95,673.0,48.52,5051.0,4.562,0.721,0.6915204981083629,0.0789313549848642,1.0
4534,8885673,FALSE POSITIVE,1.228721184,1.041,465.6,26.4,1.62,1324.0,728.99,4897.0,4.542,0.764,0.7415172281762477,0.02032061250907494,0.0
4535,9724984,FALSE POSITIVE,7.86335883,3.4303,467.3,74.3,7.84,1195.0,482.18,5731.0,4.005,1.913,1.3500954344790395,0.08553050463060687,0.0
4536,7907423,CONFIRMED,3.306551643,1.8177,509.2,37.8,0.91,554.0,22.19,3561.0,4.855,0.411,0.4411823933468055,0.033066158722243236,1.0
4537,8344004,CONFIRMED,5.996533443,3.3129,711.4,70.5,2.96,1025.0,260.49,5622.0,4.346,1.089,0.9593791771867668,0.0637075765440554,1.0
4538,9458613,CONFIRMED,13.17555999,6.6677,280.0,48.8,2.82,1009.0,244.58,5900.0,4.022,1.694,1.1009341429488013,0.11272683595310763,1.0
4539,8823397,FALSE POSITIVE,1.506503686,5.02151,477104.0,3289.1,178.15,3250.0,26341.29,8751.0,4.026,2.352,2.1419491843137886,0.03315207137897562,0.0
4540,10454632,CONFIRMED,20.16037858,4.13,343.6,35.1,1.75,510.0,16.03,4975.0,4.614,0.724,0.7859803001281288,0.13378183781339253,1.0
4541,5031857,CONFIRMED,24.81097206,3.2245,2090.8,123.9,4.22,631.0,37.43,6086.0,4.511,0.921,1.0033530818877336,0.1666637942493348,1.0
4542,9489524,CONFIRMED,6.8873113,2.214,85.3,8.1,0.72,788.0,90.91,5208.0,4.563,0.772,0.7946376337986056,0.06561709515786049,1.0
4543,9898017,CONFIRMED,2.29794819,2.84,83.2,12.2,0.98,1547.0,1352.14,6371.0,4.426,1.072,1.1176970361770575,0.03536679216015008,1.0
4544,8439323,CONFIRMED,4.62602867,0.643,346.9,14.7,1.65,1012.0,247.34,5834.0,4.566,0.797,0.8528078147526901,0.051524851929154895,1.0
4545,11303322,CONFIRMED,38.1303324,6.53,180.4,11.6,1.54,613.0,33.43,6370.0,4.41,1.106,1.1466867190467946,0.23205421979391874,1.0
4546,3955867,FALSE POSITIVE,33.65766894,40.787,15379.5,519.2,78.44,1211.0,508.66,4774.0,2.759,6.447,0.8702616965163862,0.19477511128916342,0.0
4547,9022166,CONFIRMED,72.3826983,8.279,366.4,29.5,4.21,575.0,25.83,5508.0,3.897,1.988,1.1370178657067904,0.3547641751412121,1.0
4548,11754553,CONFIRMED,36.4454001,4.007,1122.3,21.7,1.99,332.0,2.88,4126.0,4.661,0.615,0.6319529712994362,0.18460815567644256,1.0
4549,8505920,CONFIRMED,42.4269647,5.907,632.4,26.0,3.44,496.0,14.33,5330.0,4.366,1.013,0.8692674533594784,0.22719909484222411,1.0
4550,9950612,CONFIRMED,9.034190783,1.5501,577.6,82.1,1.8,586.0,27.87,4499.0,4.635,0.639,0.6425933767043,0.07325417844221262,1.0
4551,3655326,FALSE POSITIVE,15.066491533,6.2852,106051.0,893.0,88.56,932.0,177.96,5751.0,4.028,1.626,1.028432070354696,0.12050195888254314,0.0
4552,7177555,FALSE POSITIVE,17.99643716,4.164,36923.0,123.5,30.08,468.0,11.31,4438.0,4.606,0.666,0.652954601723046,0.11659488554049606,0.0
4553,4741126,CONFIRMED,20.4222447,6.22,189.3,34.7,1.78,785.0,89.74,6119.0,4.274,1.299,1.1565191563612673,0.15347845166186014,1.0
4554,7825899,CONFIRMED,6.308201629,2.9785,1328.5,86.2,2.96,819.0,106.44,5191.0,4.564,0.837,0.9362362329113081,0.06536215175292354,1.0
4555,8106610,FALSE POSITIVE,12.39894005,4.262,702.9,50.7,4.06,890.0,148.37,6355.0,4.41,1.108,1.1508376178038122,0.10986394892638522,0.0
4556,6541920,CONFIRMED,118.3786735,9.5574,1083.3,83.1,3.4,376.0,4.75,5657.0,4.364,1.046,0.922566961151679,0.45931337695316193,1.0
4557,10874215,CONFIRMED,31.0325991,3.476,737.4,17.6,2.64,561.0,23.41,5841.0,4.52,0.931,1.0467281177178531,0.1962234374399801,1.0
4558,8564587,CONFIRMED,5.729317577,1.1816,865.4,59.0,2.41,850.0,123.03,5320.0,4.589,0.786,0.8745398842033308,0.0599224119746928,1.0
4559,9415172,CONFIRMED,5.71462396,2.336,297.8,16.7,1.78,971.0,210.16,5344.0,4.365,1.013,0.867268193695621,0.05965365527480471,1.0
4560,6289257,CONFIRMED,19.67409703,3.7535,204.9,39.0,1.78,711.0,60.37,6023.0,4.423,1.031,1.0267196151477507,0.1438824996915306,1.0
4561,4636578,CONFIRMED,11.1895709,5.3,143.3,19.9,1.81,1037.0,273.37,6188.0,4.152,1.465,1.1107332633634563,0.10139262407164061,1.0
4562,5351250,CONFIRMED,12.56096618,3.7647,923.1,55.1,2.74,734.0,68.49,5559.0,4.47,0.914,0.8991391750179553,0.10206695366131094,1.0
4563,5471192,FALSE POSITIVE,12.4262889,18.764,94.2,20.5,1.23,864.0,131.83,6246.0,4.433,1.092,1.1786362805387864,0.11090429904377068,0.0
4564,3001885,FALSE POSITIVE,2.67596808,2.021,420.6,17.5,1.57,998.0,234.19,4732.0,4.53,0.795,0.7810319244577458,0.0347379641810957,0.0
4565,8262223,FALSE POSITIVE,1.613014741,4.39594,152120.0,1096.1,157.33,3145.0,23173.2,7832.0,3.836,2.779,1.9306858877685376,0.03351636516986995,0.0
4566,11389771,CONFIRMED,2.508553286,2.2664,211.6,26.8,1.28,1278.0,629.8,5814.0,4.523,0.881,0.9438138484894527,0.03544093336186854,1.0
4567,8128067,FALSE POSITIVE,12.4285576,13.98,620.1,13.2,2.22,669.0,47.26,5492.0,4.604,0.752,0.8286482352207118,0.09862750302061687,0.0
4568,11661803,FALSE POSITIVE,363.448167,6.013,2124.0,19.4,37.03,285.0,1.56,6289.0,4.411,1.093,1.122470284172839,1.0358115626425868,0.0
4569,6049190,CONFIRMED,70.468171,6.653,922.4,45.0,3.46,511.0,16.17,6461.0,4.396,1.131,1.161073568114849,0.3509210292184235,1.0
4570,6451936,CONFIRMED,8.00579096,3.0549,629.7,69.2,2.36,956.0,197.06,6032.0,4.395,0.935,0.791694723279886,0.07245186391367729,1.0
4571,10535926,FALSE POSITIVE,0.93373591,4.517,35.1,10.8,0.57,1904.0,3116.05,6028.0,4.47,0.95,0.9713634078373666,0.01851558490537571,0.0
4572,9941859,CONFIRMED,9.57665962,3.3603,746.8,82.6,2.88,846.0,121.26,5386.0,4.322,1.076,0.8862557609417911,0.08477280239001958,1.0
4573,5695396,CONFIRMED,16.09196369,2.8943,415.8,84.9,2.13,718.0,62.74,5680.0,4.414,1.016,0.9766117485139262,0.12375824993928285,1.0
4574,7767162,CONFIRMED,3.30040818,4.462,98.8,19.3,1.43,1543.0,1341.9,6333.0,4.229,1.438,1.2777688622902814,0.047074966400325685,1.0
4575,8616637,CONFIRMED,2.019997006,1.8073,332.8,52.1,1.46,1166.0,437.85,5103.0,4.562,0.787,0.823918004529998,0.029317209480347647,1.0
4576,9021075,CONFIRMED,7.28116667,2.716,333.8,11.5,1.4,744.0,72.16,5008.0,4.572,0.788,0.8452534723917389,0.06951157326331357,1.0
4577,6681618,FALSE POSITIVE,364.42189,38.14,2498.0,28.5,36.37,264.0,1.14,6047.0,4.47,1.002,1.0806124619638198,1.024598643569924,0.0
4578,3329643,FALSE POSITIVE,1.015044104,10.994,158.2,33.6,1.98,1979.0,3627.61,5910.0,4.318,1.124,0.9582242358918668,0.019486767679511515,0.0
4579,11121752,CONFIRMED,3.93083997,2.932,101.4,22.0,1.2,1317.0,711.45,6038.0,4.284,1.191,0.994851024587361,0.04865980991582265,1.0
4580,7287995,CONFIRMED,5.95489993,2.3892,1410.7,87.2,2.33,635.0,38.52,4261.0,4.641,0.633,0.6393548273891468,0.05538911719061142,1.0
4581,7116519,FALSE POSITIVE,0.56676437,2.326,76.5,11.7,0.92,2267.0,6222.58,6039.0,4.478,1.005,1.1073034476155434,0.01386600628729706,0.0
4582,6113752,FALSE POSITIVE,406.45737,9.554,284.2,12.7,1.96,278.0,1.42,6217.0,4.364,1.141,1.0977559947492852,1.10774404204839,0.0
4583,2438264,CONFIRMED,4.973455252,1.6519,741.6,65.4,2.46,867.0,133.55,5097.0,4.554,0.797,0.8295664342159808,0.05357761151723075,1.0
4584,9415172,CONFIRMED,1.04562195,1.8955,213.0,25.3,1.45,1710.0,2031.84,5344.0,4.365,1.013,0.867268193695621,0.019226272025794994,1.0
4585,9579860,FALSE POSITIVE,2.151214629,2.226,332.6,28.5,14.54,3287.0,27604.18,4748.0,2.635,8.179,1.0527735011018116,0.03317632615976701,0.0
4586,10453588,CONFIRMED,68.8861017,5.925,143.9,19.5,1.47,501.0,14.91,5753.0,4.2,1.222,0.8631314481663728,0.3131176395604098,1.0
4587,10864656,CONFIRMED,52.5008645,14.9066,946.7,116.2,12.41,812.0,102.94,4976.0,3.331,4.157,1.3504999660412822,0.30329830107276046,1.0
4588,9962455,CONFIRMED,5.77721259,2.462,134.3,17.7,2.17,1260.0,596.37,5416.0,3.951,1.756,1.004577742642993,0.06310555130372979,1.0
4589,10735575,FALSE POSITIVE,1.6749812,2.707,94.0,8.9,79.51,8986.0,1540745.8,3940.0,0.76,84.461,1.497086750308569,0.03157546551790721,0.0
4590,8415200,CONFIRMED,4.52158614,3.4702,106.2,26.2,1.31,1214.0,513.68,5576.0,4.201,1.289,0.9625878227021506,0.05283659339356447,1.0
4591,8023317,FALSE POSITIVE,16.579028045,7.803,37979.8,813.6,49.01,1062.0,300.36,5870.0,3.808,2.3,1.2399101084362403,0.13669845085878565,0.0
4592,1434395,FALSE POSITIVE,2.2227289,2.617,279.1,10.5,34.14,4454.0,93172.12,4996.0,2.354,20.848,3.5814865565128002,0.050996408094637624,0.0
4593,6850504,CONFIRMED,77.6114427,7.1786,814.5,100.5,2.59,397.0,5.87,5465.0,4.449,0.925,0.8774411421120966,0.34089239892335904,1.0
4594,10480952,FALSE POSITIVE,2.037453129,5.43155,315914.0,6944.9,136.3,2220.0,5752.74,6456.0,3.906,2.056,1.2415972706866363,0.03380488655328048,0.0
4595,8845026,FALSE POSITIVE,66.46746217,19.6638,12643.7,1049.3,11.97,466.0,11.18,5843.0,4.403,1.073,1.0620231228922907,0.32762588277116095,0.0
4596,6756669,FALSE POSITIVE,5.851520671,3.11058,33003.6,1630.4,14.62,901.0,155.89,5532.0,4.53,0.806,0.8027949136142275,0.059062004409651134,0.0
4597,6128027,FALSE POSITIVE,5.455766383,2.8923,104538.0,536.8,28.2,795.0,94.27,5067.0,4.625,0.694,0.7407189739481184,0.054876004377732907,0.0
4598,4851239,FALSE POSITIVE,1.23512429,4.22,15.2,15.7,0.38,1642.0,1722.78,5798.0,4.507,0.941,1.0378002606748642,0.02280897918317159,0.0
4599,6522750,FALSE POSITIVE,17.445640466,6.08966,334158.0,4093.9,63.46,682.0,51.15,5759.0,4.481,0.945,0.9858211823502082,0.1310141315571245,0.0
4600,10965588,CONFIRMED,62.8917493,6.831,791.0,22.6,2.5,384.0,5.13,5052.0,4.48,0.855,0.8051313882403239,0.2879246522551443,1.0
4601,11080405,CONFIRMED,12.3101351,3.797,263.7,12.9,1.51,651.0,42.42,5009.0,4.491,0.84,0.7970638281804603,0.09673873297614709,1.0
4602,9941387,FALSE POSITIVE,27.659607786,4.16321,318404.0,4791.0,50.7,499.0,14.66,5310.0,4.593,0.768,0.8426689053293334,0.16906114908336162,0.0
4603,4735826,CONFIRMED,7.545922037,4.0329,22.2,13.4,0.68,1084.0,326.67,5788.0,4.178,1.376,1.0403306562802672,0.07628857275144689,1.0
4604,11497958,CONFIRMED,5.841636615,1.8734,1336.3,41.1,1.38,446.0,9.38,3526.0,4.866,0.383,0.3929452800611167,0.04649374534803765,1.0
4605,7663691,CONFIRMED,10.00653012,5.344,936.1,71.9,3.52,876.0,139.21,6063.0,4.47,1.001,1.0784566271650402,0.09319316207599126,1.0
4606,5649206,FALSE POSITIVE,2.446736567,5.0201,415859.0,1037.3,71.52,1351.0,788.17,5780.0,4.438,1.0,0.999849257871384,0.03553288469117904,0.0
4607,8573168,FALSE POSITIVE,0.89628253,1.397,86.4,13.0,0.76,1670.0,1848.85,5561.0,4.572,0.818,0.9108379893527432,0.017634824751859977,0.0
4608,9347899,CONFIRMED,87.6476068,8.871,1009.6,37.5,4.0,484.0,12.94,6035.0,4.22,1.257,0.95632406375502,0.38044266749591205,1.0
4609,5876368,FALSE POSITIVE,0.525426427,1.0801,324.6,63.6,1.45,2069.0,4349.62,5791.0,4.575,0.802,0.8816237176521391,0.012218836266143764,0.0
4610,7090524,CONFIRMED,6.73968289,4.183,142.0,15.4,1.48,1011.0,246.9,5511.0,4.261,1.176,0.9199181171495037,0.06791048747300837,1.0
4611,9569866,FALSE POSITIVE,1.480324075,3.20209,400007.0,1095.9,47.81,1313.0,701.93,5260.0,4.56,0.717,0.6807267858113747,0.022360918055445458,0.0
4612,4150703,FALSE POSITIVE,8.6532378,2.974,126.0,9.0,0.96,793.0,93.75,5561.0,4.561,0.854,0.9679440843838691,0.08159495947861993,0.0
4613,10123064,CONFIRMED,4.243748097,3.3603,1409.7,139.8,3.16,1063.0,301.46,5873.0,4.554,0.843,0.9280891122593548,0.050036905031488894,1.0
4614,10090151,FALSE POSITIVE,0.527698548,3.2221,1579.2,453.3,29.35,2088.0,4500.53,5638.0,4.529,0.903,1.0053332100424808,0.012802302688331924,0.0
4615,5952448,FALSE POSITIVE,0.905675699,1.701,73.2,10.2,0.77,1780.0,2374.98,5730.0,4.518,0.903,0.9801894622445758,0.018197538000994936,0.0
4616,6206470,FALSE POSITIVE,1.80455062,2.166,39.7,12.5,0.65,1577.0,1457.85,6006.0,4.41,1.019,0.9733810714172475,0.028747571326590293,0.0
4617,9850912,FALSE POSITIVE,8.4804737,6.157,337.0,14.5,1.85,930.0,176.51,6092.0,4.471,0.998,1.0744732583225585,0.0833564914974668,0.0
4618,6768394,CONFIRMED,7.1329472,4.368,145.0,27.2,1.64,1102.0,349.21,5862.0,4.194,1.307,0.9738357277568008,0.07187900489329926,1.0
4619,7673841,CONFIRMED,10.42317343,2.341,71.2,11.2,1.07,901.0,155.7,5767.0,4.287,1.135,0.9097587716908953,0.09048353137435362,1.0
4620,6265792,CONFIRMED,0.935115863,1.6172,64.8,21.6,1.05,2124.0,4811.82,5874.0,4.252,1.297,1.096009909369378,0.019294902648704287,1.0
4621,10788461,CONFIRMED,2.5903958,2.088,330.9,18.3,2.55,1484.0,1147.44,5678.0,4.215,1.303,1.0158354395147895,0.0371061606152761,1.0
4622,5301750,CONFIRMED,4.22453631,3.128,159.1,16.7,1.6,1254.0,584.24,6036.0,4.326,1.131,0.9882338789739054,0.05094091712021887,1.0
4623,5792202,CONFIRMED,15.33528675,3.897,3081.4,86.6,5.0,610.0,32.67,5251.0,4.581,0.817,0.9276382366115216,0.11780985729017132,1.0
4624,7021534,FALSE POSITIVE,9.06557317,1.6208,243.4,24.9,1.46,880.0,141.9,6075.0,4.51,0.916,0.9902058230298395,0.08480721838895122,0.0
4625,7366258,CONFIRMED,51.53997972,6.3994,3644.3,155.5,5.51,450.0,9.67,5427.0,4.463,0.929,0.9140415888829102,0.26303424646891693,1.0
4626,11179076,CONFIRMED,48.4313003,4.03,886.4,17.3,2.78,396.0,5.81,4891.0,4.516,0.805,0.775400879599018,0.23888396446491572,1.0
4627,5020044,FALSE POSITIVE,2.119100054,8.2163,1651.1,195.7,34.34,1571.0,1435.29,6292.0,4.426,1.078,1.1302435837853466,0.033631982914799595,0.0
4628,10729472,FALSE POSITIVE,0.83442282,1.873,50.9,8.8,0.64,1854.0,2794.84,5838.0,4.529,0.897,0.9920176853567602,0.017299148840818845,0.0
4629,10991989,FALSE POSITIVE,0.974477904,2.69834,8846.9,801.7,618.37,5205.0,172916.96,5210.0,2.631,15.004,3.510335608652587,0.02923423222402393,0.0
4630,4349442,FALSE POSITIVE,6.238315363,2.501,82.9,5.3,0.7,746.0,73.27,4914.0,4.61,0.724,0.778774389423356,0.06101588563746127,0.0
4631,10271806,CONFIRMED,5.924993927,2.8874,1608.1,68.5,3.15,758.0,77.91,5016.0,4.641,0.679,0.735654807030689,0.05784654798049969,1.0
4632,7950775,FALSE POSITIVE,8.966610607,4.01883,59618.5,2049.1,56.94,1038.0,274.04,6480.0,4.351,1.132,1.0486423242626284,0.0858134737620452,0.0
4633,7707736,FALSE POSITIVE,0.758355704,4.4135,9568.3,153.3,8.78,1765.0,2292.94,5629.0,4.586,0.783,0.8619023259418918,0.015488004683037512,0.0
4634,6442602,FALSE POSITIVE,0.56678228,4.725,146.8,15.1,0.88,1661.0,1814.33,4796.0,4.56,0.749,0.742844930677309,0.01213866834946652,0.0
4635,9411166,CONFIRMED,1.954525966,2.0944,392.8,43.1,2.38,1540.0,1331.18,5741.0,4.331,1.136,1.0085355036008263,0.030679775358926305,1.0
4636,10019708,FALSE POSITIVE,8.78458274,6.459,210.8,25.9,2.6,1149.0,411.55,5927.0,4.046,1.691,1.159369160328865,0.08752836612739617,0.0
4637,3835670,CONFIRMED,14.55730897,7.7643,956.9,200.0,4.32,879.0,141.0,5774.0,4.159,1.412,1.0485856788947963,0.1185357965383249,1.0
4638,9950612,CONFIRMED,45.9029768,5.0041,361.8,42.9,1.18,341.0,3.19,4499.0,4.635,0.639,0.6425933767043,0.2165044350140067,1.0
4639,8292840,CONFIRMED,100.2830675,10.8636,351.2,81.9,2.51,475.0,12.07,6214.0,4.238,1.297,1.061242125485269,0.43087442358467615,1.0
4640,4160669,FALSE POSITIVE,2.183517999,4.2703,1321.6,147.7,4633.66,9791.0,2169685.72,3198.0,0.047,162.725,1.0760763560447284,0.03375305049184668,0.0
4641,4932442,CONFIRMED,6.93365167,4.608,119.6,20.1,1.7,1104.0,351.27,5861.0,4.212,1.304,1.0103915636466376,0.0714055659556872,1.0
4642,5124254,FALSE POSITIVE,14.0498182,2.907,472.0,14.5,1.45,480.0,12.56,4228.0,4.618,0.652,0.6433239503129909,0.09836739982675761,0.0
4643,5272233,CONFIRMED,17.3408735,3.398,159.0,13.5,1.43,755.0,76.86,5885.0,4.348,1.111,1.003142536902835,0.13124890158070046,1.0
4644,8190354,FALSE POSITIVE,1.615758517,1.734,41.7,18.0,1.31,2158.0,5140.67,5622.0,3.813,2.017,0.9645979286961798,0.026625262171093494,0.0
4645,12061238,FALSE POSITIVE,1.876406096,1.531,433.8,37.0,1.57,1192.0,476.68,5198.0,4.6,0.759,0.8364078118688932,0.028051197042714297,0.0
4646,11442793,CONFIRMED,59.7371443,8.0006,566.4,43.5,2.84,520.0,17.26,5970.0,4.317,1.2,1.0896750841238974,0.3077439051645837,1.0
4647,9489524,CONFIRMED,10.05550267,2.951,147.7,13.6,0.92,694.0,54.96,5208.0,4.563,0.772,0.7946376337986056,0.08444741929654331,1.0
4648,3644601,FALSE POSITIVE,119.686505,29.33,842.7,27.1,23.0,341.0,3.21,5715.0,4.537,0.834,0.8735074831985049,0.45433878819539475,0.0
4649,6462863,CONFIRMED,10.423677439,5.2257,777.3,204.4,3.72,1012.0,247.48,6181.0,4.234,1.331,1.1073646091214049,0.09661361613394219,1.0
4650,9787239,CONFIRMED,0.742957911,0.6688,843.3,45.3,1.47,1026.0,262.51,3731.0,4.75,0.498,0.5086197430155324,0.012814491015057945,1.0
4651,11669239,CONFIRMED,13.81733587,4.261,223.2,20.4,2.04,781.0,88.04,5735.0,4.356,1.028,0.8748241388019364,0.10777481289482552,1.0
4652,7951018,CONFIRMED,52.75878505,6.6517,5805.8,265.4,8.76,540.0,20.08,6228.0,4.413,1.137,1.2202686613472071,0.29417730059132063,1.0
4653,5952309,FALSE POSITIVE,0.905678252,1.249,70.4,11.1,0.78,1901.0,3074.42,6075.0,4.501,0.909,0.9551295796179328,0.01804114954297911,0.0
4654,8821936,FALSE POSITIVE,371.51852,30.94,263.0,17.0,2.28,284.0,1.53,6227.0,4.377,1.089,1.0303630787192417,1.0215145493105569,0.0
4655,7692093,FALSE POSITIVE,91.172033,6.676,368.5,7.3,1.58,360.0,3.96,5552.0,4.562,0.836,0.9297091034488285,0.38691681350151974,0.0
4656,9541322,FALSE POSITIVE,9.40527028,2.076,470.9,20.7,25.39,938.0,182.72,6347.0,4.464,0.996,1.0530602153991275,0.08871411763748355,0.0
4657,10027323,CONFIRMED,5.92365747,2.6302,406.5,26.4,0.99,531.0,18.87,3883.0,4.762,0.496,0.5186780645106803,0.05147781060558993,1.0
