,Unnamed: 0,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,phys_smass,phys_sma,theo_depth,phys_depth_residual,theo_duration,phys_duration_residual,theo_radius_ratio,theo_distance_ratio,phys_impact_parameter_squared,phys_thermal,phys_thermal_residual,Target
12,12,6447326,FALSE POSITIVE,4.3206933,50.68,147.9,35.7,1.66,1205.0,499.09,6225.0,4.45,1.031,1.092576510133436,0.0534704363177599,217.4203166422851,69.52031664228508,0.12332153276049154,50.55667846723951,0.014744668893732276,11.152305374189101,-292.1763256209163,1.0009016433808298,-0.0009016433808297641,0.0
13,13,3239945,CONFIRMED,7.40611676,2.8826,417.9,49.6,1.37,678.0,49.89,4799.0,4.631,0.692,0.7467009734495639,0.0674585120287598,328.72309994403435,89.17690005596563,0.11246060840518939,2.7701393915948107,0.018130094777082346,20.962363767815813,-0.1040427750003996,0.9982870794708847,0.0017129205291153138,1.0
14,14,6184894,CONFIRMED,7.20281185,2.8305,1832.6,49.4,3.06,794.0,93.79,5388.0,4.56,0.717,0.6807267858113747,0.0642076057164958,1527.586529395494,305.013470604506,0.11906257959813149,2.711437420401868,0.03908299819031793,19.256480314094755,0.09850314667674764,0.9977810417019292,0.002218958298070839,1.0
15,15,4947556,CONFIRMED,13.0267964,0.785,356.6,11.4,2.08,643.0,40.51,5083.0,4.512,0.844,0.844538440278716,0.1024139317877844,509.38136757036006,152.78136757036003,0.15891378424203115,0.6260862157579689,0.022568697217232196,26.093130304593736,1.003283059379994,1.0020261908539134,-0.0020261908539134232,1.0
16,16,7040629,CONFIRMED,4.22865217,3.3275,150.0,41.5,1.83,1379.0,854.59,5966.0,4.169,1.499,1.209310418073772,0.0545223695851528,124.99717336111551,25.002826638884486,0.17209545906599666,3.1554045409340032,0.011179826366923933,7.821367270517903,0.37343962033865874,0.9992207949592379,0.0007792050407621209,1.0
17,17,8016214,FALSE POSITIVE,1.587485742,7.7489,246568.0,996.8,41.52,1460.0,1070.86,5863.0,4.566,0.821,0.904942203689995,0.0257597109276103,214501.16428648346,32066.835713516542,0.07489495126431811,7.6740050487356815,0.4631266679587521,6.74694885735448,-16.443831515780683,0.9965107663462983,0.0034892336537016844,0.0
18,18,6021193,CONFIRMED,7.54235832,4.73,132.5,25.8,1.59,1054.0,292.19,5711.0,4.221,1.391,1.1737856305098815,0.079395371538543,109.58251586965812,22.917484130341876,0.19560486070590466,4.534395139294096,0.010467804331982012,12.273760527895176,0.005871121818357139,1.0010681098480703,-0.0010681098480702644,1.0
19,19,10214873,FALSE POSITIVE,5.959695593,1.8383,151.2,4.7,1.13,937.0,182.4,5717.0,4.538,0.884,0.9836465172742485,0.0639769040262135,137.04198333828128,14.158016661718705,0.12189718034235052,1.7164028196576495,0.011706087881797493,15.562542304670417,0.6287075463364109,1.0005232661762533,-0.000523266176253312,0.0
20,20,4929299,FALSE POSITIVE,0.868723418,1.4617,197.1,23.8,1.87,1998.0,3776.5,5761.0,4.331,1.046,0.8550625736598347,0.0169114612069005,268.05327790800965,70.95327790800965,0.0795376246397743,1.3821623753602257,0.016371765812993284,3.476634530653219,0.44667257323539344,1.0020012774411344,-0.0020012774411344303,0.0
21,21,3939150,CONFIRMED,33.0063185,7.118,278.1,38.2,3.13,778.0,86.38,5968.0,3.972,1.857,1.1791208965656867,0.212737957235309,238.26823404133276,39.83176595866726,0.4264857671581152,6.691514232841885,0.01543540522676842,24.634438694377028,0.5475111699764423,0.9969090383412855,0.003090961658714475,1.0
22,22,7045435,FALSE POSITIVE,0.93479255,4.5838,247.5,78.3,24.75,2040.0,4108.03,6018.0,4.33,1.053,0.864552300916697,0.0178238451567392,46333.48237636058,46085.98237636058,0.08174905673856465,4.502050943261436,0.215244683765598,3.6398427341802733,-3.9815549494941185,1.00293701171875,-0.002937011718749938,0.0
23,23,5371776,CONFIRMED,5.315954488,1.1165,965.9,37.7,2.33,746.0,73.19,4723.0,4.628,0.691,0.7394190296119963,0.0539028662488451,953.5797626703472,12.320237329652741,0.10087602938901048,1.0156239706109895,0.030879017624701837,16.774261222238714,0.8500352900010497,0.9992108909422376,0.000789109057762416,1.0
24,24,11963206,CONFIRMED,3.00912491,2.228,191.4,16.5,1.22,1177.0,452.27,5713.0,4.541,0.893,1.010735329410859,0.0409355008083199,156.53736604798544,34.86263395201456,0.0971699778933582,2.130830022106642,0.012511056158282175,9.857306015507284,0.11244578820283313,0.9964434378211768,0.003556562178823164,1.0
25,25,6867555,CONFIRMED,5.19103699,4.222,290.1,25.2,1.92,1183.0,462.91,6321.0,4.417,1.125,1.205700867775652,0.0624467856694951,244.2860633201778,45.813936679822234,0.13843219154566785,4.083567808454332,0.01562911216520531,11.936229391540373,-0.5833757585641541,0.9993515857734636,0.0006484142265363868,1.0
26,26,8544992,CONFIRMED,13.2970695,3.283,219.7,14.9,0.91,515.0,16.64,4500.0,4.632,0.633,0.6262416505503763,0.0939749472481082,173.33115979824746,46.36884020175253,0.13258307739836483,3.150416922601635,0.01316507337671878,31.924049148486237,-0.037990224392275174,1.000196032583699,-0.00019603258369893517,1.0
27,27,5470739,CONFIRMED,19.17893976,5.144,752.8,34.3,2.4,640.0,39.65,5767.0,4.538,0.881,0.9769815120673432,0.1391359402093329,622.4033836278812,130.39661637211873,0.1797635820738288,4.9642364179261715,0.02494714980967079,33.9604165743878,-0.3710787397567139,0.9992726879194378,0.0007273120805622035,1.0
28,28,11442793,CONFIRMED,7.00821787,3.812,116.4,19.2,1.29,1062.0,300.58,5970.0,4.317,1.2,1.0896750841238974,0.0737504857743587,96.92107152250001,19.47892847749999,0.16879691015970877,3.643203089840291,0.009844509127497486,13.215793052374183,0.13435576384034276,0.9991316921297596,0.0008683078702403924,1.0
